Anno;Continente (Italia esclusa);NIL (Nuclei di Identità Locale);Residenti stranieri
2019;Oceania;Lorenteggio (53);2
2019;Oceania;Forze Armate (56);2
2019;Oceania;San Siro (57);1
2019;Oceania;De Angeli - Monte Rosa (58);1
2019;Oceania;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);5
2019;Oceania;Portello (67);2
2019;Oceania;Pagano (68);12
2019;Oceania;Sarpi (69);8
2019;Oceania;Maggiore - Musocco - Certosa (72);1
2019;Oceania;Quarto Oggiaro - Vialba - Musocco (76);1
2019;Oceania;Bovisa (77);2
2019;Oceania;Affori (80);1
2019;Apolidi;Duomo (1);1
2019;Apolidi;Brera (2);1
2019;Apolidi;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);1
2019;Apolidi;Adriano (17);3
2019;Apolidi;Padova - Turro - Crescenzago (19);2
2019;Apolidi;Citta' studi (22);2
2019;Apolidi;Lambrate - Ortica (23);1
2019;Apolidi;Lodi - Corvetto (35);2
2019;Apolidi;Cantalupa (47);1
2019;Apolidi;Giambellino (49);2
2019;Apolidi;Porta Magenta (51);1
2019;Apolidi;Bande Nere (52);1
2019;Apolidi;Bovisa (77);1
2019;Apolidi;Bovisasca (81);1
2019;Apolidi;Parco delle Abbazie (85);2
2020;Europa (Italia esclusa);Duomo (1);919
2020;Europa (Italia esclusa);Brera (2);1101
2020;Europa (Italia esclusa);Giardini P.ta Venezia (3);5
2020;Europa (Italia esclusa);Guastalla (4);673
2020;Europa (Italia esclusa);Porta Vigentina - Porta Lodovica (5);474
2020;Europa (Italia esclusa);Porta Ticinese - Conca del Naviglio (6);817
2020;Europa (Italia esclusa);Magenta - S.Vittore (7);984
2020;Europa (Italia esclusa);Porta Garibaldi - Porta Nuova (9);313
2020;Europa (Italia esclusa);Stazione Centrale - Ponte Seveso (10);772
2020;Europa (Italia esclusa);Isola (11);918
2020;Europa (Italia esclusa);Maciachini - Maggiolina (12);902
2020;Europa (Italia esclusa);Greco - Segnano (13);569
2020;Europa (Italia esclusa);Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);1210
2020;Europa (Italia esclusa);Bicocca (15);290
2020;Europa (Italia esclusa);Gorla - Precotto (16);1264
2020;Europa (Italia esclusa);Adriano (17);768
2020;Europa (Italia esclusa);Cimiano - Rottole - Q.re Feltre (18);686
2020;Europa (Italia esclusa);Padova - Turro - Crescenzago (19);1794
2020;Europa (Italia esclusa);Loreto - Casoretto - NoLo (20);1701
2020;Europa (Italia esclusa);Buenos Aires - Porta Venezia - Porta Monforte (21);2534
2020;Europa (Italia esclusa);Citta' studi (22);1399
2020;Europa (Italia esclusa);Lambrate - Ortica (23);421
2020;Europa (Italia esclusa);Parco Forlanini - Cavriano (24);111
2020;Europa (Italia esclusa);Corsica (25);777
2020;Europa (Italia esclusa);XXII Marzo (26);1152
2020;Europa (Italia esclusa);Pta Romana (27);623
2020;Europa (Italia esclusa);Umbria - Molise - Calvairate (28);871
2020;Europa (Italia esclusa);Ortomercato (29);219
2020;Europa (Italia esclusa);Taliedo - Morsenchio - Q.re Forlanini (30);785
2020;Europa (Italia esclusa);Monlue' - Ponte Lambro (31);250
2020;Europa (Italia esclusa);Triulzo Superiore (32);145
2020;Europa (Italia esclusa);Rogoredo - Santa Giulia (33);410
2020;Europa (Italia esclusa);Chiaravalle (34);27
2020;Europa (Italia esclusa);Lodi - Corvetto (35);1678
2020;Europa (Italia esclusa);Scalo Romana (36);485
2020;Europa (Italia esclusa);Morivione (37);256
2020;Europa (Italia esclusa);Vigentino - Q.re Fatima (38);505
2020;Europa (Italia esclusa);Quintosole (39);56
2020;Europa (Italia esclusa);Ronchetto delle Rane (40);5
2020;Europa (Italia esclusa);Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);468
2020;Europa (Italia esclusa);Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);1040
2020;Europa (Italia esclusa);Tibaldi (43);396
2020;Europa (Italia esclusa);Porta Ticinese - Conchetta (44);667
2020;Europa (Italia esclusa);Moncucco - San Cristoforo (45);592
2020;Europa (Italia esclusa);Barona (46);488
2020;Europa (Italia esclusa);Cantalupa (47);25
2020;Europa (Italia esclusa);Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);378
2020;Europa (Italia esclusa);Giambellino (49);1253
2020;Europa (Italia esclusa);Porta Genova (50);494
2020;Europa (Italia esclusa);Porta Magenta (51);1088
2020;Europa (Italia esclusa);Bande Nere (52);1472
2020;Europa (Italia esclusa);Lorenteggio (53);508
2020;Europa (Italia esclusa);Muggiano (54);62
2020;Europa (Italia esclusa);Baggio - Q.re degli Olmi - Q.re Valsesia (55);1081
2020;Europa (Italia esclusa);Forze Armate (56);925
2020;Europa (Italia esclusa);San Siro (57);1236
2020;Europa (Italia esclusa);De Angeli - Monte Rosa (58);1120
2020;Europa (Italia esclusa);Tre Torri (59);219
2020;Europa (Italia esclusa);Stadio - Ippodromi (60);985
2020;Europa (Italia esclusa);Quarto Cagnino (61);226
2020;Europa (Italia esclusa);Quinto Romano (62);138
2020;Europa (Italia esclusa);Figino (63);137
2020;Europa (Italia esclusa);Trenno (64);60
2020;Europa (Italia esclusa);Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);1185
2020;Europa (Italia esclusa);QT 8 (66);127
2020;Europa (Italia esclusa);Portello (67);372
2020;Europa (Italia esclusa);Pagano (68);895
2020;Europa (Italia esclusa);Sarpi (69);1302
2020;Europa (Italia esclusa);Ghisolfa (70);621
2020;Europa (Italia esclusa);Villapizzone - Cagnola - Boldinasco (71);1850
2020;Europa (Italia esclusa);Maggiore - Musocco - Certosa (72);308
2020;Europa (Italia esclusa);Cascina Merlata (73);109
2020;Europa (Italia esclusa);Roserio (74);4
2020;Europa (Italia esclusa);Stephenson (75);7
2020;Europa (Italia esclusa);Quarto Oggiaro - Vialba - Musocco (76);1034
2020;Europa (Italia esclusa);Bovisa (77);701
2020;Europa (Italia esclusa);Farini (78);151
2020;Europa (Italia esclusa);Dergano (79);883
2020;Europa (Italia esclusa);Affori (80);962
2020;Europa (Italia esclusa);Bovisasca (81);275
2020;Europa (Italia esclusa);Comasina (82);493
2020;Europa (Italia esclusa);Bruzzano (83);584
2020;Europa (Italia esclusa);Parco Nord (84);5
2020;Europa (Italia esclusa);Parco delle Abbazie (85);159
2020;Europa (Italia esclusa);Parco dei Navigli (86);29
2020;Europa (Italia esclusa);Assiano (87);24
2020;Europa (Italia esclusa);Parco Bosco in citta' (88);83
2020;Asia;Duomo (1);826
2020;Asia;Brera (2);831
2020;Asia;Giardini P.ta Venezia (3);3
2020;Asia;Guastalla (4);852
2020;Asia;Porta Vigentina - Porta Lodovica (5);515
2020;Asia;Porta Ticinese - Conca del Naviglio (6);792
2020;Asia;Magenta - S.Vittore (7);646
2020;Asia;Porta Garibaldi - Porta Nuova (9);324
2020;Asia;Stazione Centrale - Ponte Seveso (10);2425
2020;Asia;Isola (11);2212
2020;Asia;Maciachini - Maggiolina (12);2593
2020;Asia;Greco - Segnano (13);2070
2020;Asia;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);1968
2020;Asia;Bicocca (15);573
2020;Asia;Gorla - Precotto (16);3178
2020;Asia;Adriano (17);1612
2020;Asia;Cimiano - Rottole - Q.re Feltre (18);1198
2020;Asia;Padova - Turro - Crescenzago (19);5810
2020;Asia;Loreto - Casoretto - NoLo (20);7724
2020;Asia;Buenos Aires - Porta Venezia - Porta Monforte (21);3338
2020;Asia;Citta' studi (22);2210
2020;Asia;Lambrate - Ortica (23);885
2020;Asia;Parco Forlanini - Cavriano (24);401
2020;Asia;Corsica (25);1182
2020;Asia;XXII Marzo (26);1133
2020;Asia;Pta Romana (27);609
2020;Asia;Umbria - Molise - Calvairate (28);1743
2020;Asia;Ortomercato (29);643
2020;Asia;Taliedo - Morsenchio - Q.re Forlanini (30);974
2020;Asia;Monlue' - Ponte Lambro (31);481
2020;Asia;Triulzo Superiore (32);414
2020;Asia;Rogoredo - Santa Giulia (33);733
2020;Asia;Chiaravalle (34);57
2020;Asia;Lodi - Corvetto (35);3478
2020;Asia;Scalo Romana (36);1623
2020;Asia;Morivione (37);591
2020;Asia;Vigentino - Q.re Fatima (38);687
2020;Asia;Quintosole (39);34
2020;Asia;Ronchetto delle Rane (40);34
2020;Asia;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);1157
2020;Asia;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);2516
2020;Asia;Tibaldi (43);719
2020;Asia;Porta Ticinese - Conchetta (44);669
2020;Asia;Moncucco - San Cristoforo (45);699
2020;Asia;Barona (46);722
2020;Asia;Cantalupa (47);27
2020;Asia;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);588
2020;Asia;Giambellino (49);2990
2020;Asia;Porta Genova (50);425
2020;Asia;Porta Magenta (51);954
2020;Asia;Bande Nere (52);3568
2020;Asia;Lorenteggio (53);729
2020;Asia;Muggiano (54);42
2020;Asia;Baggio - Q.re degli Olmi - Q.re Valsesia (55);2117
2020;Asia;Forze Armate (56);1678
2020;Asia;San Siro (57);2513
2020;Asia;De Angeli - Monte Rosa (58);893
2020;Asia;Tre Torri (59);119
2020;Asia;Stadio - Ippodromi (60);783
2020;Asia;Quarto Cagnino (61);380
2020;Asia;Quinto Romano (62);169
2020;Asia;Figino (63);161
2020;Asia;Trenno (64);77
2020;Asia;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);1440
2020;Asia;QT 8 (66);185
2020;Asia;Portello (67);353
2020;Asia;Pagano (68);581
2020;Asia;Sarpi (69);3200
2020;Asia;Ghisolfa (70);1426
2020;Asia;Villapizzone - Cagnola - Boldinasco (71);6611
2020;Asia;Maggiore - Musocco - Certosa (72);433
2020;Asia;Cascina Merlata (73);13
2020;Asia;Roserio (74);40
2020;Asia;Stephenson (75);31
2020;Asia;Quarto Oggiaro - Vialba - Musocco (76);3816
2020;Asia;Bovisa (77);2088
2020;Asia;Farini (78);582
2020;Asia;Dergano (79);4050
2020;Asia;Affori (80);4241
2020;Asia;Bovisasca (81);433
2020;Asia;Comasina (82);2097
2020;Asia;Bruzzano (83);773
2020;Asia;Parco Nord (84);11
2020;Asia;Parco delle Abbazie (85);2
2020;Asia;Parco dei Navigli (86);3
2020;Asia;Assiano (87);2
2020;Asia;Parco Bosco in citta' (88);36
2020;Africa;Duomo (1);130
2020;Africa;Brera (2);418
2020;Africa;Guastalla (4);61
2020;Africa;Porta Vigentina - Porta Lodovica (5);189
2020;Africa;Porta Ticinese - Conca del Naviglio (6);422
2020;Africa;Magenta - S.Vittore (7);125
2020;Africa;Porta Garibaldi - Porta Nuova (9);77
2020;Africa;Stazione Centrale - Ponte Seveso (10);1210
2020;Africa;Isola (11);802
2020;Africa;Maciachini - Maggiolina (12);869
2020;Africa;Greco - Segnano (13);707
2020;Africa;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);1361
2020;Africa;Bicocca (15);375
2020;Africa;Gorla - Precotto (16);1149
2020;Africa;Adriano (17);1385
2020;Africa;Cimiano - Rottole - Q.re Feltre (18);515
2020;Africa;Padova - Turro - Crescenzago (19);3082
2020;Africa;Loreto - Casoretto - NoLo (20);3426
2020;Africa;Buenos Aires - Porta Venezia - Porta Monforte (21);771
2020;Africa;Citta' studi (22);629
2020;Africa;Lambrate - Ortica (23);339
2020;Africa;Parco Forlanini - Cavriano (24);1095
2020;Africa;Corsica (25);306
2020;Africa;XXII Marzo (26);312
2020;Africa;Pta Romana (27);168
2020;Africa;Umbria - Molise - Calvairate (28);1304
2020;Africa;Ortomercato (29);508
2020;Africa;Taliedo - Morsenchio - Q.re Forlanini (30);800
2020;Africa;Monlue' - Ponte Lambro (31);823
2020;Africa;Triulzo Superiore (32);361
2020;Africa;Rogoredo - Santa Giulia (33);493
2020;Africa;Chiaravalle (34);41
2020;Africa;Lodi - Corvetto (35);2726
2020;Africa;Scalo Romana (36);1542
2020;Africa;Morivione (37);217
2020;Africa;Vigentino - Q.re Fatima (38);276
2020;Africa;Quintosole (39);48
2020;Africa;Ronchetto delle Rane (40);42
2020;Africa;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);1026
2020;Africa;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);1344
2020;Africa;Tibaldi (43);497
2020;Africa;Porta Ticinese - Conchetta (44);381
2020;Africa;Moncucco - San Cristoforo (45);1153
2020;Africa;Barona (46);1151
2020;Africa;Cantalupa (47);36
2020;Africa;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);521
2020;Africa;Giambellino (49);2755
2020;Africa;Porta Genova (50);144
2020;Africa;Porta Magenta (51);167
2020;Africa;Bande Nere (52);823
2020;Africa;Lorenteggio (53);589
2020;Africa;Muggiano (54);29
2020;Africa;Baggio - Q.re degli Olmi - Q.re Valsesia (55);1430
2020;Africa;Forze Armate (56);1542
2020;Africa;San Siro (57);4905
2020;Africa;De Angeli - Monte Rosa (58);160
2020;Africa;Tre Torri (59);8
2020;Africa;Stadio - Ippodromi (60);297
2020;Africa;Quarto Cagnino (61);317
2020;Africa;Quinto Romano (62);193
2020;Africa;Figino (63);153
2020;Africa;Trenno (64);150
2020;Africa;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);928
2020;Africa;QT 8 (66);47
2020;Africa;Portello (67);58
2020;Africa;Pagano (68);70
2020;Africa;Sarpi (69);250
2020;Africa;Ghisolfa (70);493
2020;Africa;Villapizzone - Cagnola - Boldinasco (71);2700
2020;Africa;Maggiore - Musocco - Certosa (72);230
2020;Africa;Cascina Merlata (73);117
2020;Africa;Roserio (74);7
2020;Africa;Stephenson (75);6
2020;Africa;Quarto Oggiaro - Vialba - Musocco (76);2220
2020;Africa;Bovisa (77);1355
2020;Africa;Farini (78);408
2020;Africa;Dergano (79);2147
2020;Africa;Affori (80);1434
2020;Africa;Bovisasca (81);239
2020;Africa;Comasina (82);546
2020;Africa;Bruzzano (83);626
2020;Africa;Parco Nord (84);5
2020;Africa;Parco delle Abbazie (85);5
2020;Africa;Parco dei Navigli (86);48
2020;Africa;Assiano (87);4
2020;Africa;Parco Bosco in citta' (88);21
2020;America;Duomo (1);339
2020;America;Brera (2);393
2020;America;Guastalla (4);307
2020;America;Porta Vigentina - Porta Lodovica (5);251
2020;America;Porta Ticinese - Conca del Naviglio (6);394
2020;America;Magenta - S.Vittore (7);276
2020;America;Porta Garibaldi - Porta Nuova (9);163
2020;America;Stazione Centrale - Ponte Seveso (10);510
2020;America;Isola (11);464
2020;America;Maciachini - Maggiolina (12);875
2020;America;Greco - Segnano (13);582
2020;America;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);1187
2020;America;Bicocca (15);250
2020;America;Gorla - Precotto (16);1301
2020;America;Adriano (17);606
2020;America;Cimiano - Rottole - Q.re Feltre (18);737
2020;America;Padova - Turro - Crescenzago (19);2359
2020;America;Loreto - Casoretto - NoLo (20);2044
2020;America;Buenos Aires - Porta Venezia - Porta Monforte (21);1101
2020;America;Citta' studi (22);1129
2020;America;Lambrate - Ortica (23);394
2020;America;Parco Forlanini - Cavriano (24);70
2020;America;Corsica (25);519
2020;America;XXII Marzo (26);576
2020;America;Pta Romana (27);369
2020;America;Umbria - Molise - Calvairate (28);695
2020;America;Ortomercato (29);229
2020;America;Taliedo - Morsenchio - Q.re Forlanini (30);894
2020;America;Monlue' - Ponte Lambro (31);568
2020;America;Triulzo Superiore (32);220
2020;America;Rogoredo - Santa Giulia (33);532
2020;America;Chiaravalle (34);12
2020;America;Lodi - Corvetto (35);1884
2020;America;Scalo Romana (36);591
2020;America;Morivione (37);252
2020;America;Vigentino - Q.re Fatima (38);351
2020;America;Quintosole (39);17
2020;America;Ronchetto delle Rane (40);37
2020;America;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);518
2020;America;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);1045
2020;America;Tibaldi (43);367
2020;America;Porta Ticinese - Conchetta (44);462
2020;America;Moncucco - San Cristoforo (45);422
2020;America;Barona (46);458
2020;America;Cantalupa (47);32
2020;America;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);419
2020;America;Giambellino (49);1298
2020;America;Porta Genova (50);244
2020;America;Porta Magenta (51);377
2020;America;Bande Nere (52);1363
2020;America;Lorenteggio (53);335
2020;America;Muggiano (54);64
2020;America;Baggio - Q.re degli Olmi - Q.re Valsesia (55);1779
2020;America;Forze Armate (56);1006
2020;America;San Siro (57);1182
2020;America;De Angeli - Monte Rosa (58);460
2020;America;Tre Torri (59);37
2020;America;Stadio - Ippodromi (60);351
2020;America;Quarto Cagnino (61);203
2020;America;Quinto Romano (62);116
2020;America;Figino (63);141
2020;America;Trenno (64);72
2020;America;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);806
2020;America;QT 8 (66);95
2020;America;Portello (67);166
2020;America;Pagano (68);254
2020;America;Sarpi (69);541
2020;America;Ghisolfa (70);537
2020;America;Villapizzone - Cagnola - Boldinasco (71);2242
2020;America;Maggiore - Musocco - Certosa (72);302
2020;America;Cascina Merlata (73);53
2020;America;Roserio (74);20
2020;America;Stephenson (75);4
2020;America;Quarto Oggiaro - Vialba - Musocco (76);1302
2020;America;Bovisa (77);701
2020;America;Farini (78);148
2020;America;Dergano (79);1087
2020;America;Affori (80);927
2020;America;Bovisasca (81);235
2020;America;Comasina (82);409
2020;America;Bruzzano (83);552
2020;America;Parco Nord (84);2
2020;America;Parco delle Abbazie (85);3
2020;America;Parco dei Navigli (86);3
2020;America;Assiano (87);3
2020;America;Parco Bosco in citta' (88);23
2020;Oceania;Duomo (1);7
2020;Oceania;Brera (2);7
2020;Oceania;Guastalla (4);3
2020;Oceania;Porta Vigentina - Porta Lodovica (5);4
2020;Oceania;Porta Ticinese - Conca del Naviglio (6);5
2020;Oceania;Magenta - S.Vittore (7);4
2020;Oceania;Porta Garibaldi - Porta Nuova (9);1
2020;Oceania;Stazione Centrale - Ponte Seveso (10);2
2020;Oceania;Isola (11);1
2020;Oceania;Maciachini - Maggiolina (12);4
2020;Oceania;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);1
2020;Oceania;Gorla - Precotto (16);3
2020;Oceania;Adriano (17);1
2020;Oceania;Cimiano - Rottole - Q.re Feltre (18);2
2020;Oceania;Loreto - Casoretto - NoLo (20);4
2020;Oceania;Buenos Aires - Porta Venezia - Porta Monforte (21);18
2020;Oceania;Citta' studi (22);4
2020;Oceania;Parco Forlanini - Cavriano (24);1
2020;Oceania;Corsica (25);1
2020;Oceania;XXII Marzo (26);9
2020;Oceania;Pta Romana (27);11
2020;Oceania;Umbria - Molise - Calvairate (28);6
2020;Oceania;Ortomercato (29);1
2020;Oceania;Taliedo - Morsenchio - Q.re Forlanini (30);1
2020;Oceania;Lodi - Corvetto (35);1
2020;Oceania;Morivione (37);1
2020;Oceania;Vigentino - Q.re Fatima (38);1
2020;Oceania;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);2
2020;Oceania;Tibaldi (43);1
2020;Oceania;Porta Ticinese - Conchetta (44);5
2020;Oceania;Moncucco - San Cristoforo (45);2
2020;Oceania;Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);1
2020;Oceania;Giambellino (49);2
2020;Oceania;Porta Genova (50);2
2020;Oceania;Porta Magenta (51);3
2020;Oceania;Bande Nere (52);4
2020;Oceania;Lorenteggio (53);1
2020;Oceania;Forze Armate (56);2
2020;Oceania;San Siro (57);1
2020;Oceania;De Angeli - Monte Rosa (58);1
2020;Oceania;Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);5
2020;Oceania;Portello (67);2
2020;Oceania;Pagano (68);14
2020;Oceania;Sarpi (69);9
2020;Oceania;Maggiore - Musocco - Certosa (72);1
2020;Oceania;Quarto Oggiaro - Vialba - Musocco (76);1
2020;Oceania;Bovisa (77);2
2020;Oceania;Affori (80);1
2020;Apolidi;Brera (2);1
2020;Apolidi;Greco - Segnano (13);1
2020;Apolidi;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);1
2020;Apolidi;Adriano (17);2
2020;Apolidi;Citta' studi (22);2
2020;Apolidi;Lambrate - Ortica (23);1
2020;Apolidi;Lodi - Corvetto (35);3
2020;Apolidi;Scalo Romana (36);1
2020;Apolidi;Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);1
2020;Apolidi;Cantalupa (47);1
2020;Apolidi;Giambellino (49);2
2020;Apolidi;Porta Magenta (51);1
2020;Apolidi;Bande Nere (52);1
2020;Apolidi;Baggio - Q.re degli Olmi - Q.re Valsesia (55);2
2020;Apolidi;Quarto Oggiaro - Vialba - Musocco (76);1
2020;Apolidi;Bovisa (77);1
2020;Apolidi;Dergano (79);1
2020;Apolidi;Bovisasca (81);1
2020;Apolidi;Parco delle Abbazie (85);3
2021;Europa (Italia esclusa);Duomo (1);940
2021;Europa (Italia esclusa);Brera (2);1095
2021;Europa (Italia esclusa);Giardini P.ta Venezia (3);8
2021;Europa (Italia esclusa);Guastalla (4);699
2021;Europa (Italia esclusa);Porta Vigentina - Porta Lodovica (5);460
2021;Europa (Italia esclusa);Porta Ticinese - Conca del Naviglio (6);830
2021;Europa (Italia esclusa);Magenta - S.Vittore (7);1023
2021;Europa (Italia esclusa);Porta Garibaldi - Porta Nuova (9);322
2021;Europa (Italia esclusa);Stazione Centrale - Ponte Seveso (10);748
2021;Europa (Italia esclusa);Isola (11);908
2021;Europa (Italia esclusa);Maciachini - Maggiolina (12);938
2021;Europa (Italia esclusa);Greco - Segnano (13);572
2021;Europa (Italia esclusa);Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);1218
2021;Europa (Italia esclusa);Bicocca (15);286
2021;Europa (Italia esclusa);Gorla - Precotto (16);1233
2021;Europa (Italia esclusa);Adriano (17);769
2021;Europa (Italia esclusa);Cimiano - Rottole - Q.re Feltre (18);695
2021;Europa (Italia esclusa);Padova - Turro - Crescenzago (19);1763
2021;Europa (Italia esclusa);Loreto - Casoretto - NoLo (20);1689
2021;Europa (Italia esclusa);Buenos Aires - Porta Venezia - Porta Monforte (21);2537
2021;Europa (Italia esclusa);Citta' studi (22);1407
2021;Europa (Italia esclusa);Lambrate - Ortica (23);437
2021;Europa (Italia esclusa);Parco Forlanini - Cavriano (24);106
2021;Europa (Italia esclusa);Corsica (25);756
2021;Europa (Italia esclusa);XXII Marzo (26);1152
2021;Europa (Italia esclusa);Pta Romana (27);627
2021;Europa (Italia esclusa);Umbria - Molise - Calvairate (28);852
2021;Europa (Italia esclusa);Ortomercato (29);208
2021;Europa (Italia esclusa);Taliedo - Morsenchio - Q.re Forlanini (30);786
2021;Europa (Italia esclusa);Monlue' - Ponte Lambro (31);252
2021;Europa (Italia esclusa);Triulzo Superiore (32);141
2021;Europa (Italia esclusa);Rogoredo - Santa Giulia (33);420
2021;Europa (Italia esclusa);Chiaravalle (34);30
2021;Europa (Italia esclusa);Lodi - Corvetto (35);1706
2021;Europa (Italia esclusa);Scalo Romana (36);472
2021;Europa (Italia esclusa);Morivione (37);238
2021;Europa (Italia esclusa);Vigentino - Q.re Fatima (38);480
2021;Europa (Italia esclusa);Quintosole (39);56
2021;Europa (Italia esclusa);Ronchetto delle Rane (40);6
2021;Europa (Italia esclusa);Gratosoglio - Q.re Missaglia - Q.re Terrazze (41);462
2021;Europa (Italia esclusa);Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42);1046
2021;Europa (Italia esclusa);Tibaldi (43);385
2021;Europa (Italia esclusa);Porta Ticinese - Conchetta (44);662
2021;Europa (Italia esclusa);Moncucco - San Cristoforo (45);609
2021;Europa (Italia esclusa);Barona (46);491
2021;Europa (Italia esclusa);Cantalupa (47);23
2021;Europa (Italia esclusa);Ronchetto sul Naviglio - Q.re Lodovico il Moro (48);372
2021;Europa (Italia esclusa);Giambellino (49);1259
2021;Europa (Italia esclusa);Porta Genova (50);506
2021;Europa (Italia esclusa);Porta Magenta (51);1075
2021;Europa (Italia esclusa);Bande Nere (52);1444
2021;Europa (Italia esclusa);Lorenteggio (53);496
2021;Europa (Italia esclusa);Muggiano (54);60
2021;Europa (Italia esclusa);Baggio - Q.re degli Olmi - Q.re Valsesia (55);1100
2021;Europa (Italia esclusa);Forze Armate (56);946
2021;Europa (Italia esclusa);San Siro (57);1189
2021;Europa (Italia esclusa);De Angeli - Monte Rosa (58);1105
2021;Europa (Italia esclusa);Tre Torri (59);244
2021;Europa (Italia esclusa);Stadio - Ippodromi (60);968
2021;Europa (Italia esclusa);Quarto Cagnino (61);223
2021;Europa (Italia esclusa);Quinto Romano (62);146
2021;Europa (Italia esclusa);Figino (63);133
2021;Europa (Italia esclusa);Trenno (64);64
2021;Europa (Italia esclusa);Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65);1194
2021;Europa (Italia esclusa);QT 8 (66);125
2021;Europa (Italia esclusa);Portello (67);376
2021;Europa (Italia esclusa);Pagano (68);901
2021;Europa (Italia esclusa);Sarpi (69);1315
2021;Europa (Italia esclusa);Ghisolfa (70);636
2021;Europa (Italia esclusa);Villapizzone - Cagnola - Boldinasco (71);1819
2021;Europa (Italia esclusa);Maggiore - Musocco - Certosa (72);327
2021;Europa (Italia esclusa);Cascina Merlata (73);104
2021;Europa (Italia esclusa);Roserio (74);4
2021;Europa (Italia esclusa);Stephenson (75);9
2021;Europa (Italia esclusa);Quarto Oggiaro - Vialba - Musocco (76);1087
2021;Europa (Italia esclusa);Bovisa (77);711
2021;Europa (Italia esclusa);Farini (78);160
2021;Europa (Italia esclusa);Dergano (79);867
2021;Europa (Italia esclusa);Affori (80);966
2021;Europa (Italia esclusa);Bovisasca (81);271
2021;Europa (Italia esclusa);Comasina (82);470
2021;Europa (Italia esclusa);Bruzzano (83);603
2021;Europa (Italia esclusa);Parco Nord (84);5
2021;Europa (Italia esclusa);Parco delle Abbazie (85);151
2021;Europa (Italia esclusa);Parco dei Navigli (86);29
2021;Europa (Italia esclusa);Assiano (87);13
2021;Europa (Italia esclusa);Parco Bosco in citta' (88);82
2021;Asia;Duomo (1);822
2021;Asia;Brera (2);811
2021;Asia;Giardini P.ta Venezia (3);3
2021;Asia;Guastalla (4);838
2021;Asia;Porta Vigentina - Porta Lodovica (5);488
2021;Asia;Porta Ticinese - Conca del Naviglio (6);804
2021;Asia;Magenta - S.Vittore (7);630
2021;Asia;Porta Garibaldi - Porta Nuova (9);328
2021;Asia;Stazione Centrale - Ponte Seveso (10);2367
2021;Asia;Isola (11);2277
2021;Asia;Maciachini - Maggiolina (12);2582
2021;Asia;Greco - Segnano (13);2013
2021;Asia;Niguarda - Ca Granda - Prato Centenaro - Q.re Fulvio Testi (14);2026
2021;Asia;Bicocca (15);563
2021;Asia;Gorla - Precotto (16);3183
2021;Asia;Adriano (17);1648
2021;Asia;Cimiano - Rottole - Q.re Feltre (18);1261
2021;Asia;Padova - Turro - Crescenzago (19);5905
2021;Asia;Loreto - Casoretto - NoLo (20);7493
2021;Asia;Buenos Aires - Porta Venezia - Porta Monforte (21);3307
2021;Asia;Citta' studi (22);2223
2021;Asia;Lambrate - Ortica (23);894
2021;Asia;Parco Forlanini - Cavriano (24);362
2021;Asia;Corsica (25);1195
2021;Asia;XXII Marzo (26);1124
2021;Asia;Pta Romana (27);636
2021;Asia;Umbria - Molise - Calvairate (28);1679
2021;Asia;Ortomercato (29);659
2021;Asia;Taliedo - Morsenchio - Q.re Forlanini (30);1020
2021;Asia;Monlue' - Ponte Lambro (31);517
2021;Asia;Triulzo Superiore (32);411
2021;Asia;Rogoredo - Santa Giulia (33);747
2021;Asia;Chiaravalle (34);55
