"Anno";"NIL (Nuclei di Identità Locale)";"Continente (Italia esclusa)";"Residenti stranieri"
"2004";"Loreto - Casoretto - NoLo (20)";"Oceania";4
"2004";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Europa (Italia esclusa)";1521
"2004";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Asia";2479
"2004";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Africa";886
"2004";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"America";1415
"2004";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Oceania";12
"2004";"Citta' studi (22)";"Europa (Italia esclusa)";739
"2004";"Citta' studi (22)";"Asia";1195
"2004";"Citta' studi (22)";"Africa";673
"2004";"Citta' studi (22)";"America";1156
"2004";"Citta' studi (22)";"Oceania";3
"2004";"Lambrate - Ortica (23)";"Europa (Italia esclusa)";155
"2004";"Lambrate - Ortica (23)";"Asia";490
"2004";"Lambrate - Ortica (23)";"Africa";373
"2004";"Lambrate - Ortica (23)";"America";275
"2004";"Lambrate - Ortica (23)";"Oceania";1
"2004";"Parco Forlanini - Cavriano (24)";"Europa (Italia esclusa)";26
"2004";"Parco Forlanini - Cavriano (24)";"Asia";17
"2004";"Parco Forlanini - Cavriano (24)";"Africa";62
"2004";"Parco Forlanini - Cavriano (24)";"America";28
"2004";"Corsica (25)";"Europa (Italia esclusa)";370
"2004";"Corsica (25)";"Asia";557
"2004";"Corsica (25)";"Africa";216
"2004";"Corsica (25)";"America";484
"2004";"XXII Marzo (26)";"Europa (Italia esclusa)";668
"2004";"XXII Marzo (26)";"Asia";867
"2004";"XXII Marzo (26)";"Africa";386
"2004";"XXII Marzo (26)";"America";635
"2004";"XXII Marzo (26)";"Oceania";7
"2004";"Pta Romana (27)";"Europa (Italia esclusa)";392
"2004";"Pta Romana (27)";"Asia";652
"2004";"Pta Romana (27)";"Africa";256
"2004";"Pta Romana (27)";"America";337
"2004";"Pta Romana (27)";"Oceania";2
"2004";"Umbria - Molise - Calvairate (28)";"Europa (Italia esclusa)";383
"2004";"Umbria - Molise - Calvairate (28)";"Asia";952
"2004";"Umbria - Molise - Calvairate (28)";"Africa";1121
"2004";"Umbria - Molise - Calvairate (28)";"America";583
"2004";"Umbria - Molise - Calvairate (28)";"Oceania";1
"2004";"Ortomercato (29)";"Europa (Italia esclusa)";101
"2004";"Ortomercato (29)";"Asia";240
"2004";"Ortomercato (29)";"Africa";222
"2004";"Ortomercato (29)";"America";106
"2004";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Europa (Italia esclusa)";239
"2004";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Asia";293
"2004";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Africa";362
"2004";"Taliedo - Morsenchio - Q.re Forlanini (30)";"America";385
"2004";"Taliedo - Morsenchio - Q.re Forlanini (30)";"Oceania";7
"2004";"Monlue' - Ponte Lambro (31)";"Europa (Italia esclusa)";129
"2004";"Monlue' - Ponte Lambro (31)";"Asia";153
"2004";"Monlue' - Ponte Lambro (31)";"Africa";394
"2004";"Monlue' - Ponte Lambro (31)";"America";226
"2004";"Triulzo Superiore (32)";"Europa (Italia esclusa)";65
"2004";"Triulzo Superiore (32)";"Asia";114
"2004";"Triulzo Superiore (32)";"Africa";185
"2004";"Triulzo Superiore (32)";"America";77
"2004";"Rogoredo - Santa Giulia (33)";"Europa (Italia esclusa)";105
"2004";"Rogoredo - Santa Giulia (33)";"Asia";128
"2004";"Rogoredo - Santa Giulia (33)";"Africa";170
"2004";"Rogoredo - Santa Giulia (33)";"America";161
"2004";"Chiaravalle (34)";"Europa (Italia esclusa)";6
"2004";"Chiaravalle (34)";"Asia";19
"2004";"Chiaravalle (34)";"Africa";36
"2004";"Chiaravalle (34)";"America";10
"2004";"Lodi - Corvetto (35)";"Europa (Italia esclusa)";649
"2004";"Lodi - Corvetto (35)";"Asia";1239
"2004";"Lodi - Corvetto (35)";"Africa";1314
"2004";"Lodi - Corvetto (35)";"America";954
"2004";"Lodi - Corvetto (35)";"Oceania";1
"2004";"Scalo Romana (36)";"Europa (Italia esclusa)";186
"2004";"Scalo Romana (36)";"Asia";674
"2004";"Scalo Romana (36)";"Africa";637
"2004";"Scalo Romana (36)";"America";454
"2004";"Morivione (37)";"Europa (Italia esclusa)";95
"2004";"Morivione (37)";"Asia";310
"2004";"Morivione (37)";"Africa";135
"2004";"Morivione (37)";"America";140
"2004";"Vigentino - Q.re Fatima (38)";"Europa (Italia esclusa)";224
"2004";"Vigentino - Q.re Fatima (38)";"Asia";295
"2004";"Vigentino - Q.re Fatima (38)";"Africa";130
"2004";"Vigentino - Q.re Fatima (38)";"America";247
"2004";"Quintosole (39)";"Europa (Italia esclusa)";23
"2004";"Quintosole (39)";"Asia";12
"2004";"Quintosole (39)";"Africa";3
"2004";"Quintosole (39)";"America";3
"2004";"Ronchetto delle Rane (40)";"Europa (Italia esclusa)";3
"2004";"Ronchetto delle Rane (40)";"Asia";7
"2004";"Ronchetto delle Rane (40)";"Africa";7
"2004";"Ronchetto delle Rane (40)";"America";1
"2004";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Europa (Italia esclusa)";179
"2004";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Asia";186
"2004";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"Africa";464
"2004";"Gratosoglio - Q.re Missaglia - Q.re Terrazze (41)";"America";139
"2004";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Europa (Italia esclusa)";428
"2004";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Asia";860
"2004";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Africa";763
"2004";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"America";681
"2004";"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata (42)";"Oceania";1
"2004";"Tibaldi (43)";"Europa (Italia esclusa)";209
"2004";"Tibaldi (43)";"Asia";443
"2004";"Tibaldi (43)";"Africa";488
"2004";"Tibaldi (43)";"America";313
"2004";"Tibaldi (43)";"Oceania";2
"2004";"Porta Ticinese - Conchetta (44)";"Europa (Italia esclusa)";328
"2004";"Porta Ticinese - Conchetta (44)";"Asia";606
"2004";"Porta Ticinese - Conchetta (44)";"Africa";377
"2004";"Porta Ticinese - Conchetta (44)";"America";403
"2004";"Moncucco - San Cristoforo (45)";"Europa (Italia esclusa)";282
"2004";"Moncucco - San Cristoforo (45)";"Asia";369
"2004";"Moncucco - San Cristoforo (45)";"Africa";351
"2004";"Moncucco - San Cristoforo (45)";"America";379
"2004";"Moncucco - San Cristoforo (45)";"Oceania";2
"2004";"Barona (46)";"Europa (Italia esclusa)";123
"2004";"Barona (46)";"Asia";126
"2004";"Barona (46)";"Africa";447
"2004";"Barona (46)";"America";136
"2004";"Barona (46)";"Oceania";1
"2004";"Cantalupa (47)";"Europa (Italia esclusa)";12
"2004";"Cantalupa (47)";"Asia";24
"2004";"Cantalupa (47)";"Africa";11
"2004";"Cantalupa (47)";"America";1
"2004";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Europa (Italia esclusa)";248
"2004";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Asia";257
"2004";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Africa";277
"2004";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"America";317
"2004";"Ronchetto sul Naviglio - Q.re Lodovico il Moro (48)";"Oceania";1
"2004";"Giambellino (49)";"Europa (Italia esclusa)";548
"2004";"Giambellino (49)";"Asia";1173
"2004";"Giambellino (49)";"Africa";1444
"2004";"Giambellino (49)";"America";873
"2004";"Giambellino (49)";"Oceania";2
"2004";"Giambellino (49)";"Apolidi";1
"2004";"Porta Genova (50)";"Europa (Italia esclusa)";303
"2004";"Porta Genova (50)";"Asia";368
"2004";"Porta Genova (50)";"Africa";199
"2004";"Porta Genova (50)";"America";283
"2004";"Porta Genova (50)";"Oceania";3
"2004";"Porta Magenta (51)";"Europa (Italia esclusa)";617
"2004";"Porta Magenta (51)";"Asia";672
"2004";"Porta Magenta (51)";"Africa";192
"2004";"Porta Magenta (51)";"America";483
"2004";"Porta Magenta (51)";"Oceania";5
"2004";"Bande Nere (52)";"Europa (Italia esclusa)";731
"2004";"Bande Nere (52)";"Asia";1641
"2004";"Bande Nere (52)";"Africa";525
"2004";"Bande Nere (52)";"America";806
"2004";"Bande Nere (52)";"Oceania";2
"2004";"Lorenteggio (53)";"Europa (Italia esclusa)";196
"2004";"Lorenteggio (53)";"Asia";300
"2004";"Lorenteggio (53)";"Africa";232
"2004";"Lorenteggio (53)";"America";211
"2004";"Lorenteggio (53)";"Oceania";2
"2004";"Muggiano (54)";"Europa (Italia esclusa)";19
"2004";"Muggiano (54)";"Asia";8
"2004";"Muggiano (54)";"Africa";25
"2004";"Muggiano (54)";"America";38
"2004";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Europa (Italia esclusa)";340
"2004";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Asia";668
"2004";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"Africa";550
"2004";"Baggio - Q.re degli Olmi - Q.re Valsesia (55)";"America";667
"2004";"Forze Armate (56)";"Europa (Italia esclusa)";266
"2004";"Forze Armate (56)";"Asia";710
"2004";"Forze Armate (56)";"Africa";583
"2004";"Forze Armate (56)";"America";449
"2004";"San Siro (57)";"Europa (Italia esclusa)";595
"2004";"San Siro (57)";"Asia";1277
"2004";"San Siro (57)";"Africa";2518
"2004";"San Siro (57)";"America";828
"2004";"De Angeli - Monte Rosa (58)";"Europa (Italia esclusa)";620
"2004";"De Angeli - Monte Rosa (58)";"Asia";628
"2004";"De Angeli - Monte Rosa (58)";"Africa";164
"2004";"De Angeli - Monte Rosa (58)";"America";434
"2004";"De Angeli - Monte Rosa (58)";"Oceania";1
"2004";"Tre Torri (59)";"Europa (Italia esclusa)";42
"2004";"Tre Torri (59)";"Asia";32
"2004";"Tre Torri (59)";"Africa";6
"2004";"Tre Torri (59)";"America";21
"2004";"Stadio - Ippodromi (60)";"Europa (Italia esclusa)";695
"2004";"Stadio - Ippodromi (60)";"Asia";361
"2004";"Stadio - Ippodromi (60)";"Africa";128
"2004";"Stadio - Ippodromi (60)";"America";226
"2004";"Quarto Cagnino (61)";"Europa (Italia esclusa)";57
"2004";"Quarto Cagnino (61)";"Asia";196
"2004";"Quarto Cagnino (61)";"Africa";151
"2004";"Quarto Cagnino (61)";"America";92
"2004";"Quarto Cagnino (61)";"Oceania";1
"2004";"Quinto Romano (62)";"Europa (Italia esclusa)";72
"2004";"Quinto Romano (62)";"Asia";54
"2004";"Quinto Romano (62)";"Africa";51
"2004";"Quinto Romano (62)";"America";65
"2004";"Figino (63)";"Europa (Italia esclusa)";33
"2004";"Figino (63)";"Asia";17
"2004";"Figino (63)";"Africa";30
"2004";"Figino (63)";"America";19
"2004";"Trenno (64)";"Europa (Italia esclusa)";24
"2004";"Trenno (64)";"Asia";8
"2004";"Trenno (64)";"Africa";36
"2004";"Trenno (64)";"America";26
"2004";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Europa (Italia esclusa)";308
"2004";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Asia";274
"2004";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Africa";245
"2004";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"America";367
"2004";"Q.re Gallaratese - Q.re San Leonardo - Lampugnano (65)";"Oceania";2
"2004";"QT 8 (66)";"Europa (Italia esclusa)";63
"2004";"QT 8 (66)";"Asia";107
"2004";"QT 8 (66)";"Africa";42
"2004";"QT 8 (66)";"America";46
"2004";"Portello (67)";"Europa (Italia esclusa)";150
"2004";"Portello (67)";"Asia";198
"2004";"Portello (67)";"Africa";66
"2004";"Portello (67)";"America";153
"2004";"Portello (67)";"Oceania";1
"2004";"Pagano (68)";"Europa (Italia esclusa)";486
"2004";"Pagano (68)";"Asia";539
"2004";"Pagano (68)";"Africa";102
"2004";"Pagano (68)";"America";324
"2004";"Pagano (68)";"Oceania";6
"2004";"Sarpi (69)";"Europa (Italia esclusa)";717
"2004";"Sarpi (69)";"Asia";2234
"2004";"Sarpi (69)";"Africa";318
"2004";"Sarpi (69)";"America";592
"2004";"Sarpi (69)";"Oceania";2
"2004";"Ghisolfa (70)";"Europa (Italia esclusa)";321
"2004";"Ghisolfa (70)";"Asia";887
"2004";"Ghisolfa (70)";"Africa";285
"2004";"Ghisolfa (70)";"America";392
"2004";"Ghisolfa (70)";"Oceania";1
"2004";"Ghisolfa (70)";"Apolidi";1
"2004";"Villapizzone - Cagnola - Boldinasco (71)";"Europa (Italia esclusa)";741
"2004";"Villapizzone - Cagnola - Boldinasco (71)";"Asia";2274
"2004";"Villapizzone - Cagnola - Boldinasco (71)";"Africa";1277
"2004";"Villapizzone - Cagnola - Boldinasco (71)";"America";1311
"2004";"Maggiore - Musocco - Certosa (72)";"Europa (Italia esclusa)";194
"2004";"Maggiore - Musocco - Certosa (72)";"Asia";86
"2004";"Maggiore - Musocco - Certosa (72)";"Africa";93
"2004";"Maggiore - Musocco - Certosa (72)";"America";105
"2004";"Maggiore - Musocco - Certosa (72)";"Oceania";1
"2004";"Cascina Merlata (73)";"Europa (Italia esclusa)";1
"2004";"Cascina Merlata (73)";"Asia";5
"2004";"Roserio (74)";"Europa (Italia esclusa)";6
"2004";"Roserio (74)";"Asia";2
"2004";"Roserio (74)";"Africa";1
"2004";"Roserio (74)";"America";15
"2004";"Stephenson (75)";"Europa (Italia esclusa)";1
"2004";"Stephenson (75)";"Asia";4
"2004";"Quarto Oggiaro - Vialba - Musocco (76)";"Europa (Italia esclusa)";413
"2004";"Quarto Oggiaro - Vialba - Musocco (76)";"Asia";929
"2004";"Quarto Oggiaro - Vialba - Musocco (76)";"Africa";1232
"2004";"Quarto Oggiaro - Vialba - Musocco (76)";"America";510
"2004";"Quarto Oggiaro - Vialba - Musocco (76)";"Oceania";2
"2004";"Bovisa (77)";"Europa (Italia esclusa)";322
"2004";"Bovisa (77)";"Asia";855
"2004";"Bovisa (77)";"Africa";646
"2004";"Bovisa (77)";"America";488
"2004";"Farini (78)";"Europa (Italia esclusa)";80
"2004";"Farini (78)";"Asia";298
"2004";"Farini (78)";"Africa";310
"2004";"Farini (78)";"America";145
"2004";"Dergano (79)";"Europa (Italia esclusa)";413
"2004";"Dergano (79)";"Asia";1549
"2004";"Dergano (79)";"Africa";1068
"2004";"Dergano (79)";"America";704
"2004";"Dergano (79)";"Oceania";1
"2004";"Affori (80)";"Europa (Italia esclusa)";418
"2004";"Affori (80)";"Asia";1234
"2004";"Affori (80)";"Africa";638
"2004";"Affori (80)";"America";616
"2004";"Bovisasca (81)";"Europa (Italia esclusa)";77
"2004";"Bovisasca (81)";"Asia";112
"2004";"Bovisasca (81)";"Africa";88
"2004";"Bovisasca (81)";"America";124
"2004";"Comasina (82)";"Europa (Italia esclusa)";239
"2004";"Comasina (82)";"Asia";371
"2004";"Comasina (82)";"Africa";241
"2004";"Comasina (82)";"America";210
"2004";"Bruzzano (83)";"Europa (Italia esclusa)";189
"2004";"Bruzzano (83)";"Asia";239
"2004";"Bruzzano (83)";"Africa";345
"2004";"Bruzzano (83)";"America";249
"2004";"Parco Nord (84)";"Europa (Italia esclusa)";1
"2004";"Parco Nord (84)";"Asia";29
"2004";"Parco Nord (84)";"Africa";5
"2004";"Parco Nord (84)";"America";4
"2004";"Parco Nord (84)";"Oceania";1
"2004";"Parco delle Abbazie (85)";"Europa (Italia esclusa)";71
"2004";"Parco delle Abbazie (85)";"Asia";2
"2004";"Parco delle Abbazie (85)";"Africa";17
"2004";"Parco delle Abbazie (85)";"America";5
"2004";"Parco dei Navigli (86)";"Europa (Italia esclusa)";20
"2004";"Parco dei Navigli (86)";"Africa";9
"2004";"Assiano (87)";"Europa (Italia esclusa)";10
"2004";"Assiano (87)";"America";2
"2004";"Parco Bosco in citta' (88)";"Europa (Italia esclusa)";119
"2004";"Parco Bosco in citta' (88)";"Asia";10
"2004";"Parco Bosco in citta' (88)";"Africa";15
"2004";"Parco Bosco in citta' (88)";"America";12
"2005";"Duomo (1)";"Europa (Italia esclusa)";641
"2005";"Duomo (1)";"Asia";850
"2005";"Duomo (1)";"Africa";200
"2005";"Duomo (1)";"America";437
"2005";"Duomo (1)";"Oceania";4
"2005";"Duomo (1)";"Apolidi";1
"2005";"Brera (2)";"Europa (Italia esclusa)";758
"2005";"Brera (2)";"Asia";659
"2005";"Brera (2)";"Africa";178
"2005";"Brera (2)";"America";365
"2005";"Brera (2)";"Oceania";12
"2005";"Brera (2)";"Apolidi";2
"2005";"Giardini P.ta Venezia (3)";"Asia";5
"2005";"Giardini P.ta Venezia (3)";"America";1
"2005";"Guastalla (4)";"Europa (Italia esclusa)";472
"2005";"Guastalla (4)";"Asia";764
"2005";"Guastalla (4)";"Africa";129
"2005";"Guastalla (4)";"America";404
"2005";"Guastalla (4)";"Oceania";3
"2005";"Guastalla (4)";"Apolidi";2
"2005";"Porta Vigentina - Porta Lodovica (5)";"Europa (Italia esclusa)";354
"2005";"Porta Vigentina - Porta Lodovica (5)";"Asia";500
"2005";"Porta Vigentina - Porta Lodovica (5)";"Africa";265
"2005";"Porta Vigentina - Porta Lodovica (5)";"America";312
"2005";"Porta Vigentina - Porta Lodovica (5)";"Oceania";2
"2005";"Porta Ticinese - Conca del Naviglio (6)";"Europa (Italia esclusa)";515
"2005";"Porta Ticinese - Conca del Naviglio (6)";"Asia";883
"2005";"Porta Ticinese - Conca del Naviglio (6)";"Africa";523
"2005";"Porta Ticinese - Conca del Naviglio (6)";"America";535
"2005";"Porta Ticinese - Conca del Naviglio (6)";"Oceania";3
"2005";"Magenta - S.Vittore (7)";"Europa (Italia esclusa)";678
"2005";"Magenta - S.Vittore (7)";"Asia";693
"2005";"Magenta - S.Vittore (7)";"Africa";144
"2005";"Magenta - S.Vittore (7)";"America";372
"2005";"Magenta - S.Vittore (7)";"Oceania";5
"2005";"Porta Garibaldi - Porta Nuova (9)";"Europa (Italia esclusa)";147
"2005";"Porta Garibaldi - Porta Nuova (9)";"Asia";252
"2005";"Porta Garibaldi - Porta Nuova (9)";"Africa";100
"2005";"Porta Garibaldi - Porta Nuova (9)";"America";172
"2005";"Porta Garibaldi - Porta Nuova (9)";"Oceania";1
"2005";"Stazione Centrale - Ponte Seveso (10)";"Europa (Italia esclusa)";506
"2005";"Stazione Centrale - Ponte Seveso (10)";"Asia";1420
"2005";"Stazione Centrale - Ponte Seveso (10)";"Africa";274
"2005";"Stazione Centrale - Ponte Seveso (10)";"America";582
"2005";"Stazione Centrale - Ponte Seveso (10)";"Oceania";6
"2005";"Stazione Centrale - Ponte Seveso (10)";"Apolidi";2
"2005";"Isola (11)";"Europa (Italia esclusa)";565
"2005";"Isola (11)";"Asia";1551
"2005";"Isola (11)";"Africa";803
"2005";"Isola (11)";"America";688
"2005";"Maciachini - Maggiolina (12)";"Europa (Italia esclusa)";634
"2005";"Maciachini - Maggiolina (12)";"Asia";1451
"2005";"Maciachini - Maggiolina (12)";"Africa";414
"2005";"Maciachini - Maggiolina (12)";"America";799
"2005";"Greco - Segnano (13)";"Europa (Italia esclusa)";350
"2005";"Greco - Segnano (13)";"Asia";911
"2005";"Greco - Segnano (13)";"Africa";369
"2005";"Greco - Segnano (13)";"America";529
"2005";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Europa (Italia esclusa)";519
"2005";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Asia";535
"2005";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Africa";838
"2005";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"America";549
"2005";"Niguarda - Ca’ Granda - Prato Centenaro - Q.re Fulvio Testi (14)";"Oceania";2
"2005";"Bicocca (15)";"Europa (Italia esclusa)";123
"2005";"Bicocca (15)";"Asia";110
"2005";"Bicocca (15)";"Africa";224
"2005";"Bicocca (15)";"America";170
"2005";"Gorla - Precotto (16)";"Europa (Italia esclusa)";577
"2005";"Gorla - Precotto (16)";"Asia";1142
"2005";"Gorla - Precotto (16)";"Africa";594
"2005";"Gorla - Precotto (16)";"America";959
"2005";"Gorla - Precotto (16)";"Oceania";1
"2005";"Gorla - Precotto (16)";"Apolidi";1
"2005";"Adriano (17)";"Europa (Italia esclusa)";283
"2005";"Adriano (17)";"Asia";649
"2005";"Adriano (17)";"Africa";242
"2005";"Adriano (17)";"America";266
"2005";"Adriano (17)";"Oceania";1
"2005";"Cimiano - Rottole - Q.re Feltre (18)";"Europa (Italia esclusa)";368
"2005";"Cimiano - Rottole - Q.re Feltre (18)";"Asia";613
"2005";"Cimiano - Rottole - Q.re Feltre (18)";"Africa";345
"2005";"Cimiano - Rottole - Q.re Feltre (18)";"America";475
"2005";"Padova - Turro - Crescenzago (19)";"Europa (Italia esclusa)";941
"2005";"Padova - Turro - Crescenzago (19)";"Asia";2466
"2005";"Padova - Turro - Crescenzago (19)";"Africa";1296
"2005";"Padova - Turro - Crescenzago (19)";"America";1572
"2005";"Padova - Turro - Crescenzago (19)";"Oceania";1
"2005";"Loreto - Casoretto - NoLo (20)";"Europa (Italia esclusa)";1204
"2005";"Loreto - Casoretto - NoLo (20)";"Asia";4150
"2005";"Loreto - Casoretto - NoLo (20)";"Africa";2401
"2005";"Loreto - Casoretto - NoLo (20)";"America";2039
"2005";"Loreto - Casoretto - NoLo (20)";"Oceania";5
"2005";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Europa (Italia esclusa)";1703
"2005";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Asia";2639
"2005";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Africa";1000
"2005";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"America";1461
"2005";"Buenos Aires - Porta Venezia - Porta Monforte (21)";"Oceania";16
"2005";"Citta' studi (22)";"Europa (Italia esclusa)";863
"2005";"Citta' studi (22)";"Asia";1327
"2005";"Citta' studi (22)";"Africa";735
"2005";"Citta' studi (22)";"America";1296
"2005";"Citta' studi (22)";"Oceania";3
"2005";"Lambrate - Ortica (23)";"Europa (Italia esclusa)";194
"2005";"Lambrate - Ortica (23)";"Asia";513
"2005";"Lambrate - Ortica (23)";"Africa";403
"2005";"Lambrate - Ortica (23)";"America";306
"2005";"Lambrate - Ortica (23)";"Oceania";1
"2005";"Parco Forlanini - Cavriano (24)";"Europa (Italia esclusa)";44
"2005";"Parco Forlanini - Cavriano (24)";"Asia";21
"2005";"Parco Forlanini - Cavriano (24)";"Africa";70
"2005";"Parco Forlanini - Cavriano (24)";"America";42
"2005";"Corsica (25)";"Europa (Italia esclusa)";422
"2005";"Corsica (25)";"Asia";598
"2005";"Corsica (25)";"Africa";263
"2005";"Corsica (25)";"America";558
"2005";"Corsica (25)";"Oceania";2
"2005";"XXII Marzo (26)";"Europa (Italia esclusa)";787
"2005";"XXII Marzo (26)";"Asia";991
"2005";"XXII Marzo (26)";"Africa";415
"2005";"XXII Marzo (26)";"America";698
"2005";"XXII Marzo (26)";"Oceania";6
"2005";"Pta Romana (27)";"Europa (Italia esclusa)";432
"2005";"Pta Romana (27)";"Asia";689
"2005";"Pta Romana (27)";"Africa";246
"2005";"Pta Romana (27)";"America";364
