ID_NIL;NIL ;Anno;Residenti
19;Padova - Turro - Crescenzago ;2021;37409
19;Padova - Turro - Crescenzago ;2022;37797
68;Pagano ;1999;17618
68;Pagano ;2000;17663
68;Pagano ;2001;17719
68;Pagano ;2002;17503
68;Pagano ;2003;16566
68;Pagano ;2004;16769
68;Pagano ;2005;16871
68;Pagano ;2006;16746
68;Pagano ;2007;16599
68;Pagano ;2008;16599
68;Pagano ;2009;16840
68;Pagano ;2010;16974
68;Pagano ;2011;17115
68;Pagano ;2012;17217
68;Pagano ;2013;16967
68;Pagano ;2014;16878
68;Pagano ;2015;16896
68;Pagano ;2016;17153
68;Pagano ;2017;17392
68;Pagano ;2018;17708
68;Pagano ;2019;17951
68;Pagano ;2020;17883
68;Pagano ;2021;17745
68;Pagano ;2022;17821
88;Parco Bosco In Citta' ;1999;359
88;Parco Bosco In Citta' ;2000;356
88;Parco Bosco In Citta' ;2001;403
88;Parco Bosco In Citta' ;2002;358
88;Parco Bosco In Citta' ;2003;338
88;Parco Bosco In Citta' ;2004;400
88;Parco Bosco In Citta' ;2005;556
88;Parco Bosco In Citta' ;2006;643
88;Parco Bosco In Citta' ;2007;653
88;Parco Bosco In Citta' ;2008;661
88;Parco Bosco In Citta' ;2009;717
88;Parco Bosco In Citta' ;2010;760
88;Parco Bosco In Citta' ;2011;639
88;Parco Bosco In Citta' ;2012;534
88;Parco Bosco In Citta' ;2013;457
88;Parco Bosco In Citta' ;2014;447
88;Parco Bosco In Citta' ;2015;438
88;Parco Bosco In Citta' ;2016;367
88;Parco Bosco In Citta' ;2017;514
88;Parco Bosco In Citta' ;2018;596
88;Parco Bosco In Citta' ;2019;633
88;Parco Bosco In Citta' ;2020;645
88;Parco Bosco In Citta' ;2021;672
88;Parco Bosco In Citta' ;2022;690
24;Parco Forlanini - Cavriano ;1999;935
24;Parco Forlanini - Cavriano ;2000;913
24;Parco Forlanini - Cavriano ;2001;895
24;Parco Forlanini - Cavriano ;2002;815
24;Parco Forlanini - Cavriano ;2003;773
24;Parco Forlanini - Cavriano ;2004;810
24;Parco Forlanini - Cavriano ;2005;841
24;Parco Forlanini - Cavriano ;2006;860
24;Parco Forlanini - Cavriano ;2007;862
24;Parco Forlanini - Cavriano ;2008;864
24;Parco Forlanini - Cavriano ;2009;878
24;Parco Forlanini - Cavriano ;2010;932
24;Parco Forlanini - Cavriano ;2011;937
24;Parco Forlanini - Cavriano ;2012;1010
24;Parco Forlanini - Cavriano ;2013;988
24;Parco Forlanini - Cavriano ;2014;954
24;Parco Forlanini - Cavriano ;2015;988
24;Parco Forlanini - Cavriano ;2016;1151
24;Parco Forlanini - Cavriano ;2017;2608
24;Parco Forlanini - Cavriano ;2018;2656
24;Parco Forlanini - Cavriano ;2019;2451
24;Parco Forlanini - Cavriano ;2020;2424
24;Parco Forlanini - Cavriano ;2021;2180
24;Parco Forlanini - Cavriano ;2022;2338
84;Parco Nord ;1999;156
84;Parco Nord ;2000;158
84;Parco Nord ;2001;159
84;Parco Nord ;2002;148
84;Parco Nord ;2003;136
84;Parco Nord ;2004;140
84;Parco Nord ;2005;145
84;Parco Nord ;2006;129
84;Parco Nord ;2007;137
84;Parco Nord ;2008;135
84;Parco Nord ;2009;130
84;Parco Nord ;2010;132
84;Parco Nord ;2011;142
84;Parco Nord ;2012;135
84;Parco Nord ;2013;128
84;Parco Nord ;2014;100
84;Parco Nord ;2015;94
84;Parco Nord ;2016;101
84;Parco Nord ;2017;100
84;Parco Nord ;2018;98
84;Parco Nord ;2019;101
84;Parco Nord ;2020;104
84;Parco Nord ;2021;104
84;Parco Nord ;2022;98
8;Parco Sempione ;1999;11
8;Parco Sempione ;2000;6
8;Parco Sempione ;2001;6
8;Parco Sempione ;2002;7
8;Parco Sempione ;2003;6
8;Parco Sempione ;2004;6
8;Parco Sempione ;2005;6
8;Parco Sempione ;2006;4
8;Parco Sempione ;2007;4
8;Parco Sempione ;2008;4
8;Parco Sempione ;2009;4
8;Parco Sempione ;2010;3
8;Parco Sempione ;2011;3
8;Parco Sempione ;2012;3
8;Parco Sempione ;2013;3
8;Parco Sempione ;2014;3
8;Parco Sempione ;2015;3
8;Parco Sempione ;2016;3
8;Parco Sempione ;2017;2
8;Parco Sempione ;2018;2
8;Parco Sempione ;2019;2
8;Parco Sempione ;2020;0
8;Parco Sempione ;2021;0
8;Parco Sempione ;2022;0
86;Parco Dei Navigli ;1999;311
86;Parco Dei Navigli ;2000;322
86;Parco Dei Navigli ;2001;312
86;Parco Dei Navigli ;2002;293
86;Parco Dei Navigli ;2003;259
86;Parco Dei Navigli ;2004;250
86;Parco Dei Navigli ;2005;262
86;Parco Dei Navigli ;2006;279
86;Parco Dei Navigli ;2007;283
86;Parco Dei Navigli ;2008;280
86;Parco Dei Navigli ;2009;274
86;Parco Dei Navigli ;2010;274
86;Parco Dei Navigli ;2011;293
86;Parco Dei Navigli ;2012;301
86;Parco Dei Navigli ;2013;305
86;Parco Dei Navigli ;2014;303
86;Parco Dei Navigli ;2015;305
86;Parco Dei Navigli ;2016;295
86;Parco Dei Navigli ;2017;289
86;Parco Dei Navigli ;2018;297
86;Parco Dei Navigli ;2019;330
86;Parco Dei Navigli ;2020;318
86;Parco Dei Navigli ;2021;339
86;Parco Dei Navigli ;2022;354
85;Parco Delle Abbazie ;1999;261
85;Parco Delle Abbazie ;2000;257
85;Parco Delle Abbazie ;2001;262
85;Parco Delle Abbazie ;2002;270
85;Parco Delle Abbazie ;2003;255
85;Parco Delle Abbazie ;2004;260
85;Parco Delle Abbazie ;2005;255
85;Parco Delle Abbazie ;2006;269
85;Parco Delle Abbazie ;2007;317
85;Parco Delle Abbazie ;2008;379
85;Parco Delle Abbazie ;2009;415
85;Parco Delle Abbazie ;2010;436
85;Parco Delle Abbazie ;2011;445
85;Parco Delle Abbazie ;2012;482
85;Parco Delle Abbazie ;2013;474
85;Parco Delle Abbazie ;2014;470
85;Parco Delle Abbazie ;2015;459
85;Parco Delle Abbazie ;2016;454
85;Parco Delle Abbazie ;2017;445
85;Parco Delle Abbazie ;2018;446
85;Parco Delle Abbazie ;2019;465
85;Parco Delle Abbazie ;2020;440
85;Parco Delle Abbazie ;2021;434
85;Parco Delle Abbazie ;2022;364
9;Porta Garibaldi - Porta Nuova ;1999;6165
9;Porta Garibaldi - Porta Nuova ;2000;6184
9;Porta Garibaldi - Porta Nuova ;2001;6216
9;Porta Garibaldi - Porta Nuova ;2002;5852
9;Porta Garibaldi - Porta Nuova ;2003;5449
9;Porta Garibaldi - Porta Nuova ;2004;5659
9;Porta Garibaldi - Porta Nuova ;2005;5691
9;Porta Garibaldi - Porta Nuova ;2006;5517
9;Porta Garibaldi - Porta Nuova ;2007;5448
9;Porta Garibaldi - Porta Nuova ;2008;5335
9;Porta Garibaldi - Porta Nuova ;2009;5269
9;Porta Garibaldi - Porta Nuova ;2010;5308
9;Porta Garibaldi - Porta Nuova ;2011;5282
9;Porta Garibaldi - Porta Nuova ;2012;5341
9;Porta Garibaldi - Porta Nuova ;2013;5194
9;Porta Garibaldi - Porta Nuova ;2014;5275
9;Porta Garibaldi - Porta Nuova ;2015;5287
9;Porta Garibaldi - Porta Nuova ;2016;5506
9;Porta Garibaldi - Porta Nuova ;2017;5599
9;Porta Garibaldi - Porta Nuova ;2018;5726
9;Porta Garibaldi - Porta Nuova ;2019;5809
9;Porta Garibaldi - Porta Nuova ;2020;5863
9;Porta Garibaldi - Porta Nuova ;2021;5864
9;Porta Garibaldi - Porta Nuova ;2022;5921
50;Porta Genova ;1999;16457
50;Porta Genova ;2000;16425
50;Porta Genova ;2001;16353
50;Porta Genova ;2002;16082
50;Porta Genova ;2003;15254
50;Porta Genova ;2004;15383
50;Porta Genova ;2005;15276
50;Porta Genova ;2006;15158
50;Porta Genova ;2007;15164
50;Porta Genova ;2008;15146
50;Porta Genova ;2009;15219
50;Porta Genova ;2010;15121
50;Porta Genova ;2011;15119
50;Porta Genova ;2012;15175
50;Porta Genova ;2013;14983
50;Porta Genova ;2014;14867
50;Porta Genova ;2015;14967
50;Porta Genova ;2016;14944
50;Porta Genova ;2017;15049
50;Porta Genova ;2018;15078
50;Porta Genova ;2019;15223
50;Porta Genova ;2020;15228
50;Porta Genova ;2021;15119
50;Porta Genova ;2022;15212
51;Porta Magenta ;1999;27883
51;Porta Magenta ;2000;27685
51;Porta Magenta ;2001;27531
51;Porta Magenta ;2002;27208
51;Porta Magenta ;2003;26040
51;Porta Magenta ;2004;26179
51;Porta Magenta ;2005;26077
51;Porta Magenta ;2006;26064
51;Porta Magenta ;2007;26047
51;Porta Magenta ;2008;26113
51;Porta Magenta ;2009;26253
51;Porta Magenta ;2010;26387
51;Porta Magenta ;2011;26541
51;Porta Magenta ;2012;26853
51;Porta Magenta ;2013;26391
51;Porta Magenta ;2014;26282
51;Porta Magenta ;2015;26351
51;Porta Magenta ;2016;26649
51;Porta Magenta ;2017;26853
51;Porta Magenta ;2018;27016
51;Porta Magenta ;2019;27331
51;Porta Magenta ;2020;27088
51;Porta Magenta ;2021;26758
51;Porta Magenta ;2022;26795
6;Porta Ticinese - Conca Del Naviglio ;1999;22471
6;Porta Ticinese - Conca Del Naviglio ;2000;22258
6;Porta Ticinese - Conca Del Naviglio ;2001;22385
6;Porta Ticinese - Conca Del Naviglio ;2002;22079
6;Porta Ticinese - Conca Del Naviglio ;2003;20679
6;Porta Ticinese - Conca Del Naviglio ;2004;21064
6;Porta Ticinese - Conca Del Naviglio ;2005;20949
6;Porta Ticinese - Conca Del Naviglio ;2006;20693
6;Porta Ticinese - Conca Del Naviglio ;2007;20394
6;Porta Ticinese - Conca Del Naviglio ;2008;20314
6;Porta Ticinese - Conca Del Naviglio ;2009;20140
6;Porta Ticinese - Conca Del Naviglio ;2010;20091
6;Porta Ticinese - Conca Del Naviglio ;2011;20020
6;Porta Ticinese - Conca Del Naviglio ;2012;20173
6;Porta Ticinese - Conca Del Naviglio ;2013;19951
6;Porta Ticinese - Conca Del Naviglio ;2014;19598
6;Porta Ticinese - Conca Del Naviglio ;2015;19611
6;Porta Ticinese - Conca Del Naviglio ;2016;19529
6;Porta Ticinese - Conca Del Naviglio ;2017;19654
6;Porta Ticinese - Conca Del Naviglio ;2018;19747
6;Porta Ticinese - Conca Del Naviglio ;2019;20022
6;Porta Ticinese - Conca Del Naviglio ;2020;20008
6;Porta Ticinese - Conca Del Naviglio ;2021;19932
6;Porta Ticinese - Conca Del Naviglio ;2022;19999
44;Porta Ticinese - Conchetta ;1999;17057
44;Porta Ticinese - Conchetta ;2000;16970
44;Porta Ticinese - Conchetta ;2001;16869
44;Porta Ticinese - Conchetta ;2002;16694
44;Porta Ticinese - Conchetta ;2003;15651
44;Porta Ticinese - Conchetta ;2004;15830
44;Porta Ticinese - Conchetta ;2005;15878
44;Porta Ticinese - Conchetta ;2006;15755
44;Porta Ticinese - Conchetta ;2007;15666
44;Porta Ticinese - Conchetta ;2008;15613
44;Porta Ticinese - Conchetta ;2009;15846
44;Porta Ticinese - Conchetta ;2010;16354
44;Porta Ticinese - Conchetta ;2011;16837
44;Porta Ticinese - Conchetta ;2012;17306
44;Porta Ticinese - Conchetta ;2013;17038
44;Porta Ticinese - Conchetta ;2014;16996
44;Porta Ticinese - Conchetta ;2015;17080
44;Porta Ticinese - Conchetta ;2016;17140
44;Porta Ticinese - Conchetta ;2017;17122
44;Porta Ticinese - Conchetta ;2018;17257
44;Porta Ticinese - Conchetta ;2019;17236
44;Porta Ticinese - Conchetta ;2020;17030
44;Porta Ticinese - Conchetta ;2021;16962
44;Porta Ticinese - Conchetta ;2022;16878
5;Porta Vigentina - Porta Lodovica ;1999;14430
5;Porta Vigentina - Porta Lodovica ;2000;14490
5;Porta Vigentina - Porta Lodovica ;2001;14594
5;Porta Vigentina - Porta Lodovica ;2002;14633
5;Porta Vigentina - Porta Lodovica ;2003;13824
5;Porta Vigentina - Porta Lodovica ;2004;14052
5;Porta Vigentina - Porta Lodovica ;2005;13914
5;Porta Vigentina - Porta Lodovica ;2006;13810
5;Porta Vigentina - Porta Lodovica ;2007;13726
5;Porta Vigentina - Porta Lodovica ;2008;13659
5;Porta Vigentina - Porta Lodovica ;2009;13613
5;Porta Vigentina - Porta Lodovica ;2010;13645
5;Porta Vigentina - Porta Lodovica ;2011;13723
5;Porta Vigentina - Porta Lodovica ;2012;13924
5;Porta Vigentina - Porta Lodovica ;2013;13675
5;Porta Vigentina - Porta Lodovica ;2014;13548
5;Porta Vigentina - Porta Lodovica ;2015;13546
5;Porta Vigentina - Porta Lodovica ;2016;13587
5;Porta Vigentina - Porta Lodovica ;2017;13658
5;Porta Vigentina - Porta Lodovica ;2018;13716
5;Porta Vigentina - Porta Lodovica ;2019;13823
5;Porta Vigentina - Porta Lodovica ;2020;13686
5;Porta Vigentina - Porta Lodovica ;2021;13519
5;Porta Vigentina - Porta Lodovica ;2022;13548
67;Portello ;1999;8235
67;Portello ;2000;8204
67;Portello ;2001;8137
67;Portello ;2002;8075
67;Portello ;2003;7669
67;Portello ;2004;7780
67;Portello ;2005;7745
67;Portello ;2006;7651
67;Portello ;2007;7619
67;Portello ;2008;7640
67;Portello ;2009;7633
67;Portello ;2010;7702
67;Portello ;2011;7688
67;Portello ;2012;7741
67;Portello ;2013;7736
67;Portello ;2014;7800
67;Portello ;2015;7908
67;Portello ;2016;8090
67;Portello ;2017;8311
67;Portello ;2018;8524
67;Portello ;2019;8764
67;Portello ;2020;8863
67;Portello ;2021;8858
67;Portello ;2022;9012
27;Pta Romana ;1999;17914
27;Pta Romana ;2000;17750
27;Pta Romana ;2001;17763
27;Pta Romana ;2002;17504
27;Pta Romana ;2003;16563
27;Pta Romana ;2004;16783
27;Pta Romana ;2005;16731
27;Pta Romana ;2006;16760
27;Pta Romana ;2007;16675
27;Pta Romana ;2008;16504
27;Pta Romana ;2009;16452
27;Pta Romana ;2010;16517
27;Pta Romana ;2011;16619
27;Pta Romana ;2012;16649
27;Pta Romana ;2013;16347
27;Pta Romana ;2014;16217
27;Pta Romana ;2015;16271
27;Pta Romana ;2016;16402
27;Pta Romana ;2017;16437
27;Pta Romana ;2018;16700
27;Pta Romana ;2019;16815
27;Pta Romana ;2020;16739
27;Pta Romana ;2021;16469
27;Pta Romana ;2022;16449
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;1999;36353
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2000;35997
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2001;35684
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2002;35132
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2003;34248
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2004;34140
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2005;33861
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2006;33533
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2007;33255
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2008;32882
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2009;32611
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2010;33038
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2011;32975
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2012;32990
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2013;32516
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2014;32481
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2015;32133
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2016;31996
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2017;32494
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2018;32669
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2019;32766
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2020;32544
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2021;32425
65;Q.Re Gallaratese - Q.Re San Leonardo - Lampugnano ;2022;32486
66;Qt 8 ;1999;4271
66;Qt 8 ;2000;4217
66;Qt 8 ;2001;4184
66;Qt 8 ;2002;4163
66;Qt 8 ;2003;3993
66;Qt 8 ;2004;4008
66;Qt 8 ;2005;4033
66;Qt 8 ;2006;4001
66;Qt 8 ;2007;3999
66;Qt 8 ;2008;4001
66;Qt 8 ;2009;4017
66;Qt 8 ;2010;4059
66;Qt 8 ;2011;4090
66;Qt 8 ;2012;4104
66;Qt 8 ;2013;4017
66;Qt 8 ;2014;4043
66;Qt 8 ;2015;4086
66;Qt 8 ;2016;4034
66;Qt 8 ;2017;4066
66;Qt 8 ;2018;4140
66;Qt 8 ;2019;4154
66;Qt 8 ;2020;4098
66;Qt 8 ;2021;4051
66;Qt 8 ;2022;4039
61;Quarto Cagnino ;1999;9579
61;Quarto Cagnino ;2000;9521
61;Quarto Cagnino ;2001;9519
61;Quarto Cagnino ;2002;9427
61;Quarto Cagnino ;2003;9241
61;Quarto Cagnino ;2004;9397
61;Quarto Cagnino ;2005;9388
61;Quarto Cagnino ;2006;9384
61;Quarto Cagnino ;2007;9307
61;Quarto Cagnino ;2008;9199
61;Quarto Cagnino ;2009;9180
61;Quarto Cagnino ;2010;9488
61;Quarto Cagnino ;2011;9551
61;Quarto Cagnino ;2012;9610
61;Quarto Cagnino ;2013;9453
61;Quarto Cagnino ;2014;9395
61;Quarto Cagnino ;2015;9666
61;Quarto Cagnino ;2016;9807
61;Quarto Cagnino ;2017;9871
61;Quarto Cagnino ;2018;9958
61;Quarto Cagnino ;2019;10001
61;Quarto Cagnino ;2020;9854
61;Quarto Cagnino ;2021;9801
61;Quarto Cagnino ;2022;9892
76;Quarto Oggiaro - Vialba - Musocco ;1999;29526
76;Quarto Oggiaro - Vialba - Musocco ;2000;29895
76;Quarto Oggiaro - Vialba - Musocco ;2001;30001
76;Quarto Oggiaro - Vialba - Musocco ;2002;29681
76;Quarto Oggiaro - Vialba - Musocco ;2003;29216
76;Quarto Oggiaro - Vialba - Musocco ;2004;29947
76;Quarto Oggiaro - Vialba - Musocco ;2005;30550
76;Quarto Oggiaro - Vialba - Musocco ;2006;30876
76;Quarto Oggiaro - Vialba - Musocco ;2007;31105
76;Quarto Oggiaro - Vialba - Musocco ;2008;31371
76;Quarto Oggiaro - Vialba - Musocco ;2009;31595
76;Quarto Oggiaro - Vialba - Musocco ;2010;31868
76;Quarto Oggiaro - Vialba - Musocco ;2011;31925
76;Quarto Oggiaro - Vialba - Musocco ;2012;32086
76;Quarto Oggiaro - Vialba - Musocco ;2013;31362
76;Quarto Oggiaro - Vialba - Musocco ;2014;31042
76;Quarto Oggiaro - Vialba - Musocco ;2015;30999
76;Quarto Oggiaro - Vialba - Musocco ;2016;30838
76;Quarto Oggiaro - Vialba - Musocco ;2017;30634
76;Quarto Oggiaro - Vialba - Musocco ;2018;30729
76;Quarto Oggiaro - Vialba - Musocco ;2019;30853
76;Quarto Oggiaro - Vialba - Musocco ;2020;30729
76;Quarto Oggiaro - Vialba - Musocco ;2021;30914
76;Quarto Oggiaro - Vialba - Musocco ;2022;31434
62;Quinto Romano ;1999;5093
62;Quinto Romano ;2000;5285
62;Quinto Romano ;2001;5319
62;Quinto Romano ;2002;5255
62;Quinto Romano ;2003;5111
62;Quinto Romano ;2004;5114
62;Quinto Romano ;2005;5104
62;Quinto Romano ;2006;5100
62;Quinto Romano ;2007;5079
62;Quinto Romano ;2008;4970
62;Quinto Romano ;2009;4952
62;Quinto Romano ;2010;4986
62;Quinto Romano ;2011;4968
62;Quinto Romano ;2012;4937
62;Quinto Romano ;2013;4867
62;Quinto Romano ;2014;4809
62;Quinto Romano ;2015;4768
62;Quinto Romano ;2016;4746
62;Quinto Romano ;2017;4706
62;Quinto Romano ;2018;4771
62;Quinto Romano ;2019;4768
62;Quinto Romano ;2020;4736
62;Quinto Romano ;2021;4662
62;Quinto Romano ;2022;4711
39;Quintosole ;1999;673
39;Quintosole ;2000;683
39;Quintosole ;2001;701
39;Quintosole ;2002;684
39;Quintosole ;2003;675
39;Quintosole ;2004;700
39;Quintosole ;2005;731
39;Quintosole ;2006;712
39;Quintosole ;2007;701
39;Quintosole ;2008;665
39;Quintosole ;2009;659
39;Quintosole ;2010;672
39;Quintosole ;2011;676
39;Quintosole ;2012;683
39;Quintosole ;2013;744
39;Quintosole ;2014;792
39;Quintosole ;2015;803
39;Quintosole ;2016;786
39;Quintosole ;2017;855
39;Quintosole ;2018;925
39;Quintosole ;2019;961
39;Quintosole ;2020;958
39;Quintosole ;2021;935
39;Quintosole ;2022;919
33;Rogoredo - Santa Giulia ;1999;4514
33;Rogoredo - Santa Giulia ;2000;5499
33;Rogoredo - Santa Giulia ;2001;6030
33;Rogoredo - Santa Giulia ;2002;6070
33;Rogoredo - Santa Giulia ;2003;5923
33;Rogoredo - Santa Giulia ;2004;6100
33;Rogoredo - Santa Giulia ;2005;6199
33;Rogoredo - Santa Giulia ;2006;6223
33;Rogoredo - Santa Giulia ;2007;6298
33;Rogoredo - Santa Giulia ;2008;6339
33;Rogoredo - Santa Giulia ;2009;7741
33;Rogoredo - Santa Giulia ;2010;8533
33;Rogoredo - Santa Giulia ;2011;8953
33;Rogoredo - Santa Giulia ;2012;9304
33;Rogoredo - Santa Giulia ;2013;9382
33;Rogoredo - Santa Giulia ;2014;9752
33;Rogoredo - Santa Giulia ;2015;9917
33;Rogoredo - Santa Giulia ;2016;10074
33;Rogoredo - Santa Giulia ;2017;10158
33;Rogoredo - Santa Giulia ;2018;10265
33;Rogoredo - Santa Giulia ;2019;10402
33;Rogoredo - Santa Giulia ;2020;10847
33;Rogoredo - Santa Giulia ;2021;11290
33;Rogoredo - Santa Giulia ;2022;11670
40;Ronchetto Delle Rane ;1999;260
40;Ronchetto Delle Rane ;2000;255
40;Ronchetto Delle Rane ;2001;285
40;Ronchetto Delle Rane ;2002;615
40;Ronchetto Delle Rane ;2003;623
40;Ronchetto Delle Rane ;2004;621
40;Ronchetto Delle Rane ;2005;625
40;Ronchetto Delle Rane ;2006;620
40;Ronchetto Delle Rane ;2007;615
40;Ronchetto Delle Rane ;2008;613
40;Ronchetto Delle Rane ;2009;640
40;Ronchetto Delle Rane ;2010;746
40;Ronchetto Delle Rane ;2011;768
40;Ronchetto Delle Rane ;2012;780
40;Ronchetto Delle Rane ;2013;786
40;Ronchetto Delle Rane ;2014;777
40;Ronchetto Delle Rane ;2015;758
40;Ronchetto Delle Rane ;2016;747
40;Ronchetto Delle Rane ;2017;734
40;Ronchetto Delle Rane ;2018;741
40;Ronchetto Delle Rane ;2019;747
40;Ronchetto Delle Rane ;2020;731
40;Ronchetto Delle Rane ;2021;737
40;Ronchetto Delle Rane ;2022;737
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;1999;15630
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2000;15544
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2001;15416
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2002;15270
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2003;14772
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2004;14969
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2005;14942
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2006;14807
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2007;14581
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2008;14357
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2009;14382
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2010;14381
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2011;14532
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2012;14770
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2013;14622
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2014;14604
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2015;14599
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2016;14554
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2017;14517
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2018;14627
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2019;14702
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2020;14563
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2021;14516
48;Ronchetto Sul Naviglio - Q.Re Lodovico Il Moro ;2022;14576
74;Roserio ;1999;255
74;Roserio ;2000;266
74;Roserio ;2001;277
74;Roserio ;2002;277
74;Roserio ;2003;266
74;Roserio ;2004;265
74;Roserio ;2005;270
74;Roserio ;2006;275
74;Roserio ;2007;266
74;Roserio ;2008;267
74;Roserio ;2009;271
74;Roserio ;2010;274
74;Roserio ;2011;273
74;Roserio ;2012;258
74;Roserio ;2013;249
74;Roserio ;2014;253
74;Roserio ;2015;253
74;Roserio ;2016;255
74;Roserio ;2017;255
74;Roserio ;2018;262
74;Roserio ;2019;261
74;Roserio ;2020;250
74;Roserio ;2021;242
74;Roserio ;2022;253
57;San Siro ;1999;25345
57;San Siro ;2000;25537
57;San Siro ;2001;25886
57;San Siro ;2002;25765
57;San Siro ;2003;24410
57;San Siro ;2004;25332
57;San Siro ;2005;25552
57;San Siro ;2006;25404
57;San Siro ;2007;25183
57;San Siro ;2008;24860
57;San Siro ;2009;25016
57;San Siro ;2010;25322
57;San Siro ;2011;25803
57;San Siro ;2012;26380
57;San Siro ;2013;26342
57;San Siro ;2014;26537
57;San Siro ;2015;26634
57;San Siro ;2016;26890
57;San Siro ;2017;26576
57;San Siro ;2018;26917
57;San Siro ;2019;27028
57;San Siro ;2020;26586
57;San Siro ;2021;26354
57;San Siro ;2022;26653
69;Sarpi ;1999;30624
69;Sarpi ;2000;30654
69;Sarpi ;2001;30749
69;Sarpi ;2002;30305
69;Sarpi ;2003;28373
69;Sarpi ;2004;28857
69;Sarpi ;2005;29065
69;Sarpi ;2006;28574
69;Sarpi ;2007;28187
69;Sarpi ;2008;27948
69;Sarpi ;2009;28275
69;Sarpi ;2010;28694
69;Sarpi ;2011;29194
69;Sarpi ;2012;29868
69;Sarpi ;2013;29777
69;Sarpi ;2014;29511
69;Sarpi ;2015;29828
69;Sarpi ;2016;30095
69;Sarpi ;2017;30562
69;Sarpi ;2018;31028
69;Sarpi ;2019;31272
69;Sarpi ;2020;30985
69;Sarpi ;2021;30791
69;Sarpi ;2022;30963
36;Scalo Romana ;1999;10473
36;Scalo Romana ;2000;10444
36;Scalo Romana ;2001;10453
36;Scalo Romana ;2002;10225
36;Scalo Romana ;2003;9513
36;Scalo Romana ;2004;9935
36;Scalo Romana ;2005;10093
36;Scalo Romana ;2006;9947
36;Scalo Romana ;2007;9947
36;Scalo Romana ;2008;9929
36;Scalo Romana ;2009;10082
36;Scalo Romana ;2010;10342
36;Scalo Romana ;2011;10557
36;Scalo Romana ;2012;11386
36;Scalo Romana ;2013;11562
36;Scalo Romana ;2014;11661
36;Scalo Romana ;2015;12043
36;Scalo Romana ;2016;12330
36;Scalo Romana ;2017;12525
36;Scalo Romana ;2018;12772
36;Scalo Romana ;2019;12644
36;Scalo Romana ;2020;12426
36;Scalo Romana ;2021;12191
36;Scalo Romana ;2022;12173
42;Stadera - Chiesa Rossa - Q.Re Torretta - Conca Fallata ;1999;26230
