tipo_via;civico;CODICE_VIA;CAP;MUNICIPIO;ID_NIL;NIL;LONG_WGS84;LAT_WGS84;Location
VIA MUGGIANO;54;6715;20152;7;87;Parco Agricolo Sud;9.07649320707;45.4491611959;45.4491611959, 9.07649320707
VIA MUGGIANO;66;6715;20152;7;87;Parco Agricolo Sud;9.07695166318;45.4465559022;45.4465559022, 9.07695166318
VIA STIGLIANO;56;6720;20153;7;87;Parco Agricolo Sud;9.04774860379;45.458494889;45.458494889, 9.04774860379
VIA STIGLIANO;59;6720;20153;7;87;Parco Agricolo Sud;9.04783719475;45.4588681788;45.4588681788, 9.04783719475
VIA STIGLIANO;60;6720;20153;7;87;Parco Agricolo Sud;9.04814809897;45.4588540615;45.4588540615, 9.04814809897
VIA STIGLIANO;62;6720;20153;7;87;Parco Agricolo Sud;9.0487014037;45.4593367607;45.4593367607, 9.0487014037
VIA SETTIMO MILANESE;25;6721;20153;7;87;Parco Agricolo Sud;9.06193579589;45.4580944587;45.4580944587, 9.06193579589
VIA MARTIRANO;71;6725;20152;7;87;Parco Agricolo Sud;9.05963001819;45.4389440616;45.4389440616, 9.05963001819
VIA MOLINETTO;51;6730;20153;7;63;FIGINO;9.06852445072;45.4920677497;45.4920677497, 9.06852445072
VIA MOLINETTO;53;6730;20153;7;63;FIGINO;9.06855410949;45.4925620782;45.4925620782, 9.06855410949
VIA MOLINETTO;60;6730;20153;7;88;Parco Bosco in città;9.06541640649;45.4956944383;45.4956944383, 9.06541640649
VIA MOLINETTO;61;6730;20153;7;88;Parco Bosco in città;9.06338585283;45.4931474408;45.4931474408, 9.06338585283
VIA MOLINETTO;63;6730;20153;7;88;Parco Bosco in città;9.06312721439;45.4933617214;45.4933617214, 9.06312721439
VIA MOLINETTO;64;6730;20153;7;63;FIGINO;9.06946889269;45.4922066218;45.4922066218, 9.06946889269
VIA MOLINETTO;79;6730;20153;7;88;Parco Bosco in città;9.05848129482;45.4984464487;45.4984464487, 9.05848129482
VIA MOLINETTO;80;6730;20153;7;88;Parco Bosco in città;9.05851837009;45.4987520742;45.4987520742, 9.05851837009
VIA SILLA LUCIO CORNELIO;249;6732;20153;7;88;Parco Bosco in città;9.07013824897;45.5012446813;45.5012446813, 9.07013824897
VIA SILLA LUCIO CORNELIO;251;6732;20153;7;88;Parco Bosco in città;9.06902879995;45.5012982144;45.5012982144, 9.06902879995
VIA SILLA LUCIO CORNELIO;253;6732;20153;7;88;Parco Bosco in città;9.06716852554;45.5028192339;45.5028192339, 9.06716852554
VIA RIZZARDI (F.LLI);75;6736;20151;8;65;GALLARATESE;9.09388274673;45.5005621873;45.5005621873, 9.09388274673
VIA RIZZARDI (F.LLI);81;6736;20151;8;88;Parco Bosco in città;9.09141153978;45.4980350389;45.4980350389, 9.09141153978
VIA RIZZARDI (F.LLI);197;6736;20151;8;65;GALLARATESE;9.09144523199;45.503688414;45.503688414, 9.09144523199
VIA RIZZARDI (F.LLI);203;6736;20151;8;65;GALLARATESE;9.09192833876;45.5064947606;45.5064947606, 9.09192833876
VIA ROMANO' ANTONIO;1;6740;20151;8;64;TRENNO;9.09850581854;45.4912040396;45.4912040396, 9.09850581854
VIA ROMANO' ANTONIO;2;6740;20151;8;64;TRENNO;9.09818464568;45.4913009539;45.4913009539, 9.09818464568
VIA ROMANO' ANTONIO;42;6740;20151;8;88;Parco Bosco in città;9.09499881274;45.4906514392;45.4906514392, 9.09499881274
VIA ROMANO' ANTONIO;43;6740;20151;8;88;Parco Bosco in città;9.09530768857;45.490246183;45.490246183, 9.09530768857
VIA ROMANO' ANTONIO;44;6740;20151;8;88;Parco Bosco in città;9.09520441016;45.4903790877;45.4903790877, 9.09520441016
VIA CASCINA BELLARIA;90;6744;20153;7;88;Parco Bosco in città;9.10481176906;45.4834902969;45.4834902969, 9.10481176906
VIA CASCINA BELLARIA;97;6744;20153;7;88;Parco Bosco in città;9.10067472264;45.4832849361;45.4832849361, 9.10067472264
VIA SCANINI ALESSANDRO;102;6755;20153;7;88;Parco Bosco in città;9.08985159732;45.471007833;45.471007833, 9.08985159732
VIA BUDRIO;34;6780;20153;7;88;Parco Bosco in città;9.08120141402;45.4669403623;45.4669403623, 9.08120141402
VIA SEGURO;111;6783;20153;7;55;BAGGIO;9.07561571294;45.4633286357;45.4633286357, 9.07561571294
VIA SEGURO;113;6783;20153;7;55;BAGGIO;9.07560308263;45.4633254559;45.4633254559, 9.07560308263
VIA FROSINONE;66;6784;20153;7;55;BAGGIO;9.07605104551;45.4613040225;45.4613040225, 9.07605104551
VIA CUSAGO;151;6785;20153;7;55;BAGGIO;9.07465485246;45.4575436918;45.4575436918, 9.07465485246
VIA CUSAGO;201;6785;20152;7;87;Parco Agricolo Sud;9.06387150453;45.4560758441;45.4560758441, 9.06387150453
VIA CUSAGO;203;6785;20152;7;87;Parco Agricolo Sud;9.06311626033;45.4558703179;45.4558703179, 9.06311626033
VIA CUSAGO;251;6785;20152;7;87;Parco Agricolo Sud;9.06022572788;45.4551131098;45.4551131098, 9.06022572788
VIA CUSAGO;253;6785;20152;7;87;Parco Agricolo Sud;9.05802480783;45.4540509585;45.4540509585, 9.05802480783
VIA CUSAGO;255;6785;20152;7;87;Parco Agricolo Sud;9.05772912645;45.4542296073;45.4542296073, 9.05772912645
VIA CUSAGO;275;6785;20153;7;87;Parco Agricolo Sud;9.048823933;45.450828668;45.450828668, 9.048823933
VIA CUSAGO;301;6785;20153;7;87;Parco Agricolo Sud;9.05136792865;45.4525088574;45.4525088574, 9.05136792865
VIA MOSCA ANTONIO;82;6788;20153;7;55;BAGGIO;9.07937150985;45.4579061531;45.4579061531, 9.07937150985
VIA GOZZOLI BENOZZO;130;6789;20152;7;55;BAGGIO;9.09710322679;45.4507280125;45.4507280125, 9.09710322679
VIA KULISCIOFF ANNA;37;6812;20152;6;53;LORENTEGGIO;9.11290801073;45.4464227064;45.4464227064, 9.11290801073
VIA KULISCIOFF ANNA;35;6812;20152;6;53;LORENTEGGIO;9.11324853959;45.4465200312;45.4465200312, 9.11324853959
VIA KULISCIOFF ANNA;38;6812;20152;6;53;LORENTEGGIO;9.11245838506;45.4466498759;45.4466498759, 9.11245838506
VIA SALICI (DEI);19;6829;20152;7;55;BAGGIO;9.08052918134;45.451104279;45.451104279, 9.08052918134
VIA SALICI (DEI);21;6829;20152;7;55;BAGGIO;9.08036375658;45.4510457173;45.4510457173, 9.08036375658
VIA RASARIO GIOVANNI BATTISTA;6A;6840;20153;7;63;FIGINO;9.07276631345;45.490643808;45.490643808, 9.07276631345
VIA RASARIO GIOVANNI BATTISTA;6P01;6840;20153;7;63;FIGINO;9.07288370619;45.490815148;45.490815148, 9.07288370619
VIA RASARIO GIOVANNI BATTISTA;8A;6840;20153;7;63;FIGINO;9.0730004207;45.4904590577;45.4904590577, 9.0730004207
VIA RASARIO GIOVANNI BATTISTA;10A;6840;20153;7;63;FIGINO;9.07360081961;45.4908245821;45.4908245821, 9.07360081961
VIA RASARIO GIOVANNI BATTISTA;10B;6840;20153;7;63;FIGINO;9.07331952475;45.4907687223;45.4907687223, 9.07331952475
VIA RASARIO GIOVANNI BATTISTA;10C;6840;20153;7;63;FIGINO;9.07318813087;45.4906369508;45.4906369508, 9.07318813087
VIA RASARIO GIOVANNI BATTISTA;12A;6840;20153;7;63;FIGINO;9.07372704368;45.4905805567;45.4905805567, 9.07372704368
VIA RASARIO GIOVANNI BATTISTA;12B;6840;20153;7;63;FIGINO;9.07351611386;45.4905675059;45.4905675059, 9.07351611386
VIA RASARIO GIOVANNI BATTISTA;14E;6840;20153;7;63;FIGINO;9.07415418092;45.491061573;45.491061573, 9.07415418092
VIA RASARIO GIOVANNI BATTISTA;14F;6840;20153;7;63;FIGINO;9.07469326082;45.4911205668;45.4911205668, 9.07469326082
VIA RASARIO GIOVANNI BATTISTA;14G;6840;20153;7;63;FIGINO;9.07520895848;45.4912257126;45.4912257126, 9.07520895848
VIA RASARIO GIOVANNI BATTISTA;14H;6840;20153;7;63;FIGINO;9.07557461861;45.4912815121;45.4912815121, 9.07557461861
VIA RASARIO GIOVANNI BATTISTA;16A;6840;20153;7;63;FIGINO;9.07433647065;45.4906823608;45.4906823608, 9.07433647065
VIA RASARIO GIOVANNI BATTISTA;18A;6840;20153;7;63;FIGINO;9.07512423567;45.4909521648;45.4909521648, 9.07512423567
VIA RASARIO GIOVANNI BATTISTA;18B;6840;20153;7;63;FIGINO;9.07478652481;45.4907677758;45.4907677758, 9.07478652481
VIA RASARIO GIOVANNI BATTISTA;18C;6840;20153;7;63;FIGINO;9.07535371839;45.490826739;45.490826739, 9.07535371839
VIA RASARIO GIOVANNI BATTISTA;18E;6840;20153;7;63;FIGINO;9.07556944342;45.4909221968;45.4909221968, 9.07556944342
VIA RASARIO GIOVANNI BATTISTA;18F;6840;20153;7;63;FIGINO;9.07559772597;45.4910375617;45.4910375617, 9.07559772597
VIA RASARIO GIOVANNI BATTISTA;22A;6840;20153;7;63;FIGINO;9.07625918696;45.4914854445;45.4914854445, 9.07625918696
VIA RASARIO GIOVANNI BATTISTA;24A;6840;20153;7;63;FIGINO;9.07638545865;45.4912842786;45.4912842786, 9.07638545865
VIA RASARIO GIOVANNI BATTISTA;24B;6840;20153;7;63;FIGINO;9.07586040414;45.4911989104;45.4911989104, 9.07586040414
VIA RASARIO GIOVANNI BATTISTA;26A;6840;20153;7;63;FIGINO;9.07668556063;45.4913895607;45.4913895607, 9.07668556063
VIA RASARIO GIOVANNI BATTISTA;28B;6840;20153;7;63;FIGINO;9.07700897569;45.4913959418;45.4913959418, 9.07700897569
VIA LOMBARDI RICCARDO;13;6893;20153;7;87;Parco Agricolo Sud;9.06704330219;45.4610295715;45.4610295715, 9.06704330219
VIA LOMBARDI RICCARDO;19/11;6893;20153;7;87;Parco Agricolo Sud;9.06387707049;45.4623340882;45.4623340882, 9.06387707049
VIA PERTINI SANDRO;9;6899;20152;7;87;Parco Agricolo Sud;9.0724662465;45.4567447714;45.4567447714, 9.0724662465
VIA MENGONI LUIGI;5A;6930;20152;6;53;LORENTEGGIO;9.10582311037;45.4521700104;45.4521700104, 9.10582311037
VIA MENGONI LUIGI;5P02;6930;20152;6;53;LORENTEGGIO;9.10591840366;45.4522238952;45.4522238952, 9.10591840366
VIA JONA EMANUELE;35/5;7361;20151;8;72;MAGGIORE - MUSOCCO;9.10627115769;45.5097107385;45.5097107385, 9.10627115769
VIA GALLARATE;437;7420;20151;8;65;GALLARATESE;9.09674792603;45.5064461733;45.5064461733, 9.09674792603
VIA TRIBONIANO;220;7444;20157;8;72;MAGGIORE - MUSOCCO;9.10866817638;45.5125537666;45.5125537666, 9.10866817638
VIA TRIBONIANO;240A;7444;20157;8;72;MAGGIORE - MUSOCCO;9.10733252978;45.5130565449;45.5130565449, 9.10733252978
VIA TRIBONIANO;240;7444;20156;8;72;MAGGIORE - MUSOCCO;9.10754849645;45.5125907105;45.5125907105, 9.10754849645
VIA TRIBONIANO;242;7444;20157;8;72;MAGGIORE - MUSOCCO;9.10727088289;45.5127662812;45.5127662812, 9.10727088289
VIA TRIBONIANO;244;7444;20157;8;72;MAGGIORE - MUSOCCO;9.1070711344;45.5127443943;45.5127443943, 9.1070711344
VIA TRIBONIANO;256;7444;20157;8;72;MAGGIORE - MUSOCCO;9.10556972527;45.5134189898;45.5134189898, 9.10556972527
VIA GRASSI GIOVANNI BATTISTA;100A;7465;20157;8;74;SACCO;9.11062142193;45.5224412354;45.5224412354, 9.11062142193
VIA GRASSI GIOVANNI BATTISTA;100;7465;20157;8;74;SACCO;9.1101916176;45.5218294709;45.5218294709, 9.1101916176
VIA GRASSI GIOVANNI BATTISTA;301;7465;20157;8;73;CNA TRIULZA - EXPO;9.10118009237;45.5315188412;45.5315188412, 9.10118009237
VIA BELGIOIOSO CRISTINA;40;7501;20157;8;73;CNA TRIULZA - EXPO;9.1132881562;45.5185640143;45.5185640143, 9.1132881562
VIA BELGIOIOSO CRISTINA;118;7501;20157;8;73;CNA TRIULZA - EXPO;9.10215262376;45.5234488685;45.5234488685, 9.10215262376
VIA BELGIOIOSO CRISTINA;120;7501;20157;8;73;CNA TRIULZA - EXPO;9.10142167899;45.5231073125;45.5231073125, 9.10142167899
VIA BELGIOIOSO CRISTINA;165/11;7501;20157;8;73;CNA TRIULZA - EXPO;9.09737136043;45.5203383132;45.5203383132, 9.09737136043
VIA BELGIOIOSO CRISTINA;171;7501;20157;8;73;CNA TRIULZA - EXPO;9.09945571779;45.5221798657;45.5221798657, 9.09945571779
VIA BELGIOIOSO CRISTINA;220;7501;20157;8;73;CNA TRIULZA - EXPO;9.0932596492;45.5259200221;45.5259200221, 9.0932596492
VIA BELGIOIOSO CRISTINA;230;7501;20157;8;73;CNA TRIULZA - EXPO;9.09461798006;45.5270536494;45.5270536494, 9.09461798006
VIA CILEA FRANCESCO;161M01;7526;20151;8;65;GALLARATESE;9.0932499447;45.5049694377;45.5049694377, 9.0932499447
VIA DAIMLER GOTTLIEB WILHELM;22;7587;20151;8;72;MAGGIORE - MUSOCCO;9.0988281691;45.511777658;45.511777658, 9.0988281691
VIA PASOLINI PIER PAOLO;3;7614;20151;8;72;MAGGIORE - MUSOCCO;9.10342865637;45.5068026333;45.5068026333, 9.10342865637
VIA DAIMLER GOTTLIEB WILHELM;57;7587;20151;8;72;MAGGIORE - MUSOCCO;9.09880707127;45.510766939;45.510766939, 9.09880707127
VIA AIRAGHI GAETANO;125;6330;20153;7;88;Parco Bosco in città;9.07764320425;45.47134436;45.47134436, 9.07764320425
VIA TRE CASTELLI;57;5364;20142;6;48;RONCHETTO S/N;9.13447838967;45.4356901259;45.4356901259, 9.13447838967
VIA TRE CASTELLI;59;5364;20142;6;48;RONCHETTO S/N;9.13429370323;45.4356762694;45.4356762694, 9.13429370323
VIA ROZZANO;21;5444;20142;5;41;GRATOSOGLIO - TICINELLO;9.15629409941;45.4017345805;45.4017345805, 9.15629409941
VIA GRASSI GIOVANNI BATTISTA;97;7465;20157;8;74;SACCO;9.11589190508;45.5191904899;45.5191904899, 9.11589190508
VIA MOLINETTO;65;6730;20153;7;88;Parco Bosco in città;9.06307787082;45.4935486655;45.4935486655, 9.06307787082
VIA MOLINETTO;67;6730;20153;7;88;Parco Bosco in città;9.06298067401;45.4936834408;45.4936834408, 9.06298067401
VIA NOCE TERESA;5P01;5458;20142;5;41;GRATOSOGLIO - TICINELLO;9.1705827661;45.4170813584;45.4170813584, 9.1705827661
VIA DE CHIRICO GIORGIO;6E;6865;20151;8;88;Parco Bosco in città;9.09783782591;45.4926161201;45.4926161201, 9.09783782591
VIA DE CHIRICO GIORGIO;6F;6865;20151;8;88;Parco Bosco in città;9.09784369909;45.4922642535;45.4922642535, 9.09784369909
VIA DE CHIRICO GIORGIO;6G;6865;20151;8;88;Parco Bosco in città;9.09785455523;45.4920816333;45.4920816333, 9.09785455523
VIA DE CHIRICO GIORGIO;6H;6865;20151;8;88;Parco Bosco in città;9.09786030176;45.491646751;45.491646751, 9.09786030176
VIA IMPASTATO GIUSEPPE;29;3388;20138;4;32;TRIULZO SUPERIORE;9.25949463436;45.4317700594;45.4317700594, 9.25949463436
VIA IMPASTATO GIUSEPPE;27;3388;20138;4;32;TRIULZO SUPERIORE;9.25760336448;45.4304501237;45.4304501237, 9.25760336448
VIA ROSA BIANCA;4P02;5502;20142;5;42;STADERA;9.16580598176;45.4284849768;45.4284849768, 9.16580598176
VIA CILEA FRANCESCO;121;7526;20151;8;65;GALLARATESE;9.09189389107;45.5014835581;45.5014835581, 9.09189389107
VIA CAMPAZZINO;49/14;4251;20141;5;42;STADERA;9.19341581431;45.4316703401;45.4316703401, 9.19341581431
