idImpianto;Gestore;Bandiera;Tipo Impianto;Nome Impianto;Indirizzo;Comune;Provincia;CAP;MUNICIPIO;ID_NIL;NIL;Longitudine;Latitudine;Location
51317;EGI-2GO S.R.L.;Esso;Stradale;PALATINO;"VIA PALATINO ang; VIA ROSPIGLIOSI 1 20148";MILANO;MI;20148;7;60;STADIO - IPPODROMI;9.13145699999999;45.4762906691333;(45.4762906691333,9.13145699999999)
30934;GONELLA IVANO;Api-Ip;Stradale;TOTAL ERG di IVANO GONELLA;PIAZZALE SEGESTA ANG. VIA STRATICO 2 20148;MILANO;MI;20148;7;60;STADIO - IPPODROMI;9.1368519094375;45.4761680214496;(45.4761680214496,9.1368519094375)
56869;EGI-2GO S.R.L.;Esso;Stradale;106221 MILANO - VELASQUEZ;VELASQUEZ DIEGO 30 20148;MILANO;MI;20148;7;57;SAN SIRO;9.1418407;45.4678639273913;(45.4678639273913,9.1418407)
18095;CAVALLARO S.A.S. DI CAVALLARO GIOVANNI & C.;Esso;Stradale;Cavallaro Sas;PIAZZALE DIEGO VELASQUEZ 30 20148;MILANO;MI;20148;7;57;SAN SIRO;9.14185170940095;45.4676385378693;(45.4676385378693,9.14185170940095)
9455;AUTOSERVICE LOTTO SRL;Agip Eni;Stradale;Autoservice Lotto srl;PIAZZALE LOTTO LORENZO 14 20148;MILANO;MI;20148;8;58;DE ANGELI - MONTE ROSA;9.14332593233905;45.4807225859382;(45.4807225859382,9.14332593233905)
39036;IP SERVICES S.R.L.;Api-Ip;Stradale;Milano Veniere;via Veniere ang. via Scarampo snc 20148;MILANO;MI;20148;8;58;DE ANGELI - MONTE ROSA;9.14798699319363;45.4827929284065;(45.4827929284065,9.14798699319363)
11698;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO-VIA SERRA ANG. SALMOIRAGHI;VIA SERRA ANG. SALMOIRAGHI S/N 20148;MILANO;MI;20148;8;66;QT 8;9.14281609325405;45.4837533190426;(45.4837533190426,9.14281609325405)
42071;T.D.M. S.R.L.;Tamoil;Stradale;2906;ARONA 14 20149;MILANO;MI;20149;8;67;PORTELLO;9.15928937962929;45.4832099172198;(45.4832099172198,9.15928937962929)
54249;KEROPETROL S.P.A.;KEROPETROL;Stradale;KEROPETROL SPA - VIA ARONA;"ARONA; ANG. VIA CORLEONE SNC 20149";MILANO;MI;20149;8;67;PORTELLO;9.159966;45.483465;(45.483465,9.159966)
11693;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO-P.LE BRESCIA ANG. VIA OSOPPO;P.LE BRESCIA ANG. VIA OSOPPO S/N 20149;MILANO;MI;20149;7;57;SAN SIRO;9.14444483420118;45.4699713586045;(45.4699713586045,9.14444483420118)
12654;DE SIMONE DOMENICO;Api-Ip;Stradale;Staz. Carburanti De Simone Domenico;VIA CORREGGIO 11 20149;MILANO;MI;20149;7;58;DE ANGELI - MONTE ROSA;9.15200574719199;45.4707014145339;(45.4707014145339,9.15200574719199)
45207;NUOVA SIDAP S.R.L.;Q8;Stradale;MILANO PERTINI OIL;Via Sandro Pertini 331/11 20152;MILANO;MI;20152;7;87;ASSIANO;9.07222270965576;45.4567806779321;(45.4567806779321,9.07222270965576)
54710;T.D.M. S.R.L.;Tamoil;Autostradale;MUGGIANO EST;"Autostrada A50 TANG.LE OVEST DI MILANO; dir. EST ";MILANO;MI;20152;7;87;ASSIANO;9.07492374;45.446022;(45.446022,9.07492374)
37664;ADM SAS DI SQUERI ALBERTO & C.;Esso;Autostradale;MUGGIANO OVEST;"Autostrada A50 TANG.LE OVEST DI MILANO; Km. km 12; dir. lato ovest - 20152";MILANO;MI;20152;7;87;ASSIANO;9.07368376851082;45.44485416503;(45.44485416503,9.07368376851082)
56673;EGI-2GO S.R.L.;Esso;Stradale;106224 MI FORZE ARMATE;DELLE FORZE ARMATE 226 20152;MILANO;MI;20152;7;56;FORZE ARMATE;9.11318467751249;45.4630606595848;(45.4630606595848,9.11318467751249)
38980;ENI FUEL S.P.A.;Agip Eni;Stradale;2373 Forze Armate;Via Forze Armate 322 20100;MILANO;MI;20152;7;56;FORZE ARMATE;9.09908898220897;45.4601031527236;(45.4601031527236,9.09908898220897)
47900;VUOTTI ANTONIO;Esso;Stradale;Esso;VIA DELLE FORZE ARMATE 189 20152;MILANO;MI;20152;7;56;FORZE ARMATE;9.11278631779098;45.4601152373673;(45.4601152373673,9.11278631779098)
56345;EL GAMIL DI SOLIMAN ASHRAF;Api-Ip;Stradale;IP ;CASCINA BAROCCO 22 20152;MILANO;MI;20152;7;56;FORZE ARMATE;9.10848999465;45.4622715291;(45.4622715291,9.10848999465)
30114;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO - VIA FORZE ARMATE 241;VIA FORZE ARMATE 241 20151;MILANO;MI;20152;7;56;FORZE ARMATE;9.10965608776633;45.4603700143189;(45.4603700143189,9.10965608776633)
6437;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO VIA CIVIDALE DEL FRIULI 6;VIA CIVIDALE DEL FRIULI 6 20152;MILANO;MI;20152;7;56;FORZE ARMATE;9.10062638717193;45.4589808864351;(45.4589808864351,9.10062638717193)
35137;C.R.S. DI COLABRARO STEFANO;Esso;Stradale;stazione di servizio esso CRS;VIA PARRI 60 20152;MILANO;MI;20152;7;56;FORZE ARMATE;9.10655122250319;45.4542901664507;(45.4542901664507,9.10655122250319)
32685;T.D.M. S.R.L.;Tamoil;Stradale;8056;DELLE FORZE ARMATE 353 20152;MILANO;MI;20152;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.09597810694345;45.4602538975121;(45.4602538975121,9.09597810694345)
36483;IP SERVICES S.R.L.;Api-Ip;Stradale;Milano Gozzoli;Via Gozzoli 140 20152;MILANO;MI;20152;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.0962676853195;45.4502191950395;(45.4502191950395,9.0962676853195)
23872;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO VIA BAGAROTTI 14/A;VIA BAGAROTTI 14/A 20152;MILANO;MI;20152;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.09487776812284;45.4574490020773;(45.4574490020773,9.09487776812284)
52605;VIRCIGLIO DAVIDE;Api-Ip;Stradale;ITALIANA PETROLI SPA;VAL D'INTELVI 30 20142;MILANO;MI;20152;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.08681307798755;45.4618754517097;(45.4618754517097,9.08681307798755)
46920;COSTA E GRANATA S.R.L.;Pompe Bianche;Stradale;GPL METANO;VIA LORENTEGGIO 0263 20152;MILANO;MI;20152;6;49;GIAMBELLINO;9.11859018898349;45.4433957109007;(45.4433957109007,9.11859018898349)
6355;URBINATI S.N.C. DI URBINATI ARKADI & C.;Agip Eni;Stradale;URBINATI S.N.C. DI URBINATI ARKADI & C.;VIA LORENTEGGIO 239 20152;MILANO;MI;20152;6;49;GIAMBELLINO;9.12137704527743;45.4449907338068;(45.4449907338068,9.12137704527743)
29212;IP SERVICES S.R.L.;Api-Ip;Stradale;MILANO - NOVARA 169;VIA NOVARA  169 20147;MILANO;MI;20153;7;61;QUARTO CAGNINO;9.11177510185246;45.4761473381449;(45.4761473381449,9.11177510185246)
8725;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO VIA S.GIUSTO 66;VIA S.GIUSTO 66 20153;MILANO;MI;20153;7;61;QUARTO CAGNINO;9.11729386686477;45.4718255959542;(45.4718255959542,9.11729386686477)
7260;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO - VIA NOVARA 391;VIA NOVARA 391 20147;MILANO;MI;20153;7;62;QUINTO ROMANO;9.08878237278907;45.4831398000945;(45.4831398000945,9.08878237278907)
54045;SUPREME DI ILIESCU ION;Beyfin;Stradale;BEYFIN;NOVARA 290 20153;MILANO;MI;20153;7;88;PARCO BOSCO IN CITTA';9.100373;45.480846;(45.480846,9.100373)
42445;DE ZOLT PONTE SILVIO MARIO;Agip Eni;Stradale;ENI 2194;VIA NOVARA 286 20153;MILANO;MI;20153;7;88;PARCO BOSCO IN CITTA';9.10117909312248;45.4802548680043;(45.4802548680043,9.10117909312248)
24021;IP SERVICES S.R.L.;Api-Ip;Stradale;Milano Via Novara;Via Novara 451/1 20153;MILANO;MI;20153;7;88;PARCO BOSCO IN CITTA';9.0803385988113;45.4859738896109;(45.4859738896109,9.0803385988113)
29436;OMAR SNC DI FONTANA RACHELE & MORSHEDY KHALIL;Esso;Stradale;OMAR SNC DI FONTANA RACHELE & MORSHEDY KHALIL;VIA NOVARA 342 20153;MILANO;MI;20153;7;88;PARCO BOSCO IN CITTA';9.09417940317996;45.4821880049466;(45.4821880049466,9.09417940317996)
44021;KEROPETROL S.P.A.;KEROPETROL;Stradale;KEROPETROL SPA PIAZZA PEREGO;"VIA P.ZZA PEREGO/ANG. VIA STILICONE 8 20154; MILANO (MI) 8 20154";MILANO;MI;20154;8;70;GHISOLFA;9.16950330429916;45.4897201959004;(45.4897201959004,9.16950330429916)
41235;ZAMO' ANDREA MASSIMO;Agip Eni;Stradale;stazione di servizio ENI di Zamò Andrea;via Giulio Cesare Procaccini 09 20154;MILANO;MI;20154;8;69;SARPI;9.17445393802871;45.4836889884831;(45.4836889884831,9.17445393802871)
45870;SIMA PETROLI S.N.C. DI SOMMARUGA SIMONA ANNA & C.;Agip Eni;Stradale;SIMONA ANNA SOMMARUGA;VIA MONTE CENERI 10 20155;MILANO;MI;20155;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.156136000123;45.493370000123;(45.493370000123,9.156136000123)
44482;IL BENZA S.A.S. DI BONOMI GLORIA LEONILDE;Pompe Bianche;Stradale;Benza;VIA CARACCIOLO FRANCESCO 67 20155;MILANO;MI;20155;8;70;GHISOLFA;9.162531000123;45.491998000123;(45.491998000123,9.162531000123)
51184;CALMAR S.A.S. DI MONASTRA CALOGERO & C.;Esso;Stradale;CALMAR sas di monastra calogero & c.;Milano viale certosa 2 2 20155;MILANO;MI;20155;8;70;GHISOLFA;9.15492651132902;45.4888247899411;(45.4888247899411,9.15492651132902)
56658;GRUPPO NORD PETROLI S.R.L.;GNP;Stradale;GNP MILANO;CARACCIOLO 67 20155;MILANO;MI;20155;8;70;GHISOLFA;9.162077;45.491855;(45.491855,9.162077)
51884;T.D.M. S.R.L.;Tamoil;Stradale;8276;VARESINA 16 20155;MILANO;MI;20156;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.14798028570083;45.4952306397114;(45.4952306397114,9.14798028570083)
25256;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;CONSOLE MARCELLO 41 MILANO;CONSOLE MARCELLO 41 20156;MILANO;MI;20156;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.14340035522537;45.5019518196804;(45.5019518196804,9.14340035522537)
49381;MOHAMED ASHRAF;Esso;Stradale;ESSO DI MOHAMED ASHRAF;via varesina 169 20156;MILANO;MI;20156;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.13876233862311;45.5030315936409;(45.5030315936409,9.13876233862311)
11701;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO-V.LE CERTOSA 228;V.LE CERTOSA 228 20156;MILANO;MI;20156;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.13087014484404;45.5000751993557;(45.5000751993557,9.13087014484404)
29891;MEOLA CHIARA MARIA;Sommese Petroli;Stradale;POMPA BIANCA;piazzale santorre di santarosa 2 20156;MILANO;MI;20156;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.13970558619326;45.5003545250958;(45.5003545250958,9.13970558619326)
57496;AUTOSERVICE LOTTO SRL;Agip Eni;Stradale;Eni Bodio;BODIO 39/A 20158;MILANO;MI;20158;9;78;FARINI;9.16698575019836;45.4978083236563;(45.4978083236563,9.16698575019836)
14057;DE CANDIA MASSIMILIANO PIETRO;Api-Ip;Stradale;totalerg;VIALE BODIO LUIGI SNC 20158;MILANO;MI;20158;9;78;FARINI;9.16958950459957;45.4967252116268;(45.4967252116268,9.16958950459957)
48928;EGI-2GO S.R.L.;Esso;Stradale;bodio scalvini;VIALE BODIO LUIGI SNC 20158;MILANO;MI;20158;9;77;BOVISA;9.16741100234099;45.4982015969798;(45.4982015969798,9.16741100234099)
48858;L.M. DI LOIOLA MARINO;Esso;Stradale;Esso di L.M. di Loiola Marino;Via Don G. Minzoni 1 20158;MILANO;MI;20158;9;77;BOVISA;9.1690946006117;45.5047520021268;(45.5047520021268,9.1690946006117)
7908;KE.RO IMPIANTI S.R.L.;KEROPETROL;Stradale;KE.RO IMPIANTI VIA DURANDO;DURANDO GIOVANNI 3 20158;MILANO;MI;20158;9;77;BOVISA;9.16414687983286;45.5038118864315;(45.5038118864315,9.16414687983286)
24574;DI BIASE MARIO;Agip Eni;Stradale;DI BIASE MARIO;Via Valtellina 69 20159;MILANO;MI;20159;9;78;FARINI;9.18377490231364;45.4970033451359;(45.4970033451359,9.18377490231364)
57553;CELIBATO DANIELE;Esso;Stradale;ESSO;JENNER EDOARDO 69 20159;MILANO;MI;20159;9;78;FARINI;9.172852;45.496387;(45.496387,9.172852)
21296;L.S. SNC DI STEFANO PALAZZO &C.;Esso;Stradale;ESSO;VIALE JENNER EDOARDO 69 20159;MILANO;MI;20159;9;78;FARINI;9.17307480422971;45.4964719616133;(45.4964719616133,9.17307480422971)
11662;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO-VIALE MARCHE 62;VIALE MARCHE 62 20159;MILANO;MI;20159;9;12;MACIACHINI - MAGGIOLINA;9.19143352761262;45.4966793189476;(45.4966793189476,9.19143352761262)
55574;AWWAD SALEH IBRAHIM;Esso;Stradale;Esso Imbonati;Via Carlo Imbonati 70 20159;MILANO;MI;20159;9;79;DERGANO;9.1821861;45.5016973;(45.5016973,9.1821861)
28631;IP SERVICES S.R.L.;Api-Ip;Stradale;Milano Jenner;Viale Jenner 34 20159;MILANO;MI;20159;9;79;DERGANO;9.17987979948521;45.4973277786863;(45.4973277786863,9.17987979948521)
24527;T.D.M. S.R.L.;Tamoil;Stradale;8050;LITTA MODIGNANI ALESSANDRO 50 20161;MILANO;MI;20161;9;82;COMASINA;9.15915450148009;45.5228451280699;(45.5228451280699,9.15915450148009)
35348;KUMAR PARMINDER;Agip Eni;Stradale;ENI;VIA COMASINA 19 20161;MILANO;MI;20161;9;82;COMASINA;9.16581094841001;45.5242964590277;(45.5242964590277,9.16581094841001)
33491;COSTANTIN DISTRIBUZIONE E SERVIZI SRL;Costantin;Stradale;COSTANTIN MILANO;Vincenzo da Seregno 38 20161;MILANO;MI;20161;9;83;BRUZZANO;9.17469994973749;45.5226977162194;(45.5226977162194,9.17469994973749)
53665;EGI-2GO S.R.L.;Esso;Stradale;EGI-2GO MI RUBICONE 30;RUBICONE 30 20161;MILANO;MI;20161;9;83;BRUZZANO;9.16406;45.53061;(45.53061,9.16406)
54594;MANGIALETTI ROSA;Api-Ip;Stradale;IP;FERMI ENRICO 130 20161;MILANO;MI;20161;9;83;BRUZZANO;9.17693122626184;45.5204088408253;(45.5204088408253,9.17693122626184)
57108;RE.PA. S.A.S. DI REPARATO VINCENZO & C.;Retitalia;Stradale;Milano Via Vincenzo da Seregno;via V. Da Seregno  2 20161;MILANO;MI;20161;9;83;BRUZZANO;9.1744284;45.5226835;(45.5226835,9.1744284)
51445;EGI-2GO S.R.L.;Esso;Stradale;RUBICONE 31;VIALE RUBICONE 31 20161;MILANO;MI;20161;9;83;BRUZZANO;9.16288318689892;45.5309167177544;(45.5309167177544,9.16288318689892)
9046;BARBIERO GIANCARLO;Api-Ip;Stradale;TOTALERG;VIA MARCHIONNI 14 20161;MILANO;MI;20161;9;83;BRUZZANO;9.17459785938263;45.5264801819677;(45.5264801819677,9.17459785938263)
11660;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO-VIA PELLEGRINO ROSSI 60;VIA PELLEGRINO ROSSI 60 20161;MILANO;MI;20161;9;80;AFFORI;9.17498927116389;45.5123315702888;(45.5123315702888,9.17498927116389)
24108;AMBROGIO MORO S.P.A.;Api-Ip;Stradale;Moro _ Distributore IP_ Milano ;VIA PELLEGRINO ROSSI  93 20161;MILANO;MI;20161;9;80;AFFORI;9.17249386683261;45.515414405098;(45.515414405098,9.17249386683261)
15350;COLELLA RAFFAELE;Esso;Stradale;COLELLA RAFFAELE;VIALE SUZZANI 12 20126;MILANO;MI;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.19773660600185;45.5060365496586;(45.5060365496586,9.19773660600185)
54777;DAMBRA MARTINA;Esso;Stradale;DAMBRA MARTINA;FULVIO TESTI 200 20126;MILANO;MI;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.20446;45.518311;(45.518311,9.20446)
48154;EGI-2GO S.R.L.;Esso;Stradale;Mi - Ornato;VIA ORNATO LUIGI 84 20162;MILANO;MI;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.19243805828379;45.5211084828796;(45.5211084828796,9.19243805828379)
15820;AUTOSERVICE DI GIOVANNI D'ALOIA S.A.S.;Tamoil;Stradale;TAMOIL 2918;VIA ORNATO LUIGI 158 20162;MILANO;MI;20162;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.19340819120407;45.5259111873961;(45.5259111873961,9.19340819120407)
50263;ENCAR SERVICE SRL;Api-Ip;Stradale;ENCAR SERVICE SRL;via lodovico il moro  201 20142;MILANO;MI;20142;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;9.12311553955078;45.4376933642862;(45.4376933642862,9.12311553955078)
10843;F.LLI VIZZIELLI SNC DI VIZZIELLI FELICE DANILO E C;Agip Eni;Stradale;ENI;VIA LODOVICO IL MORO 187 20142;MILANO;MI;20142;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;9.12618398666382;45.4389535805116;(45.4389535805116,9.12618398666382)
17685;IP SERVICES S.R.L.;Api-Ip;Stradale;MI SPEZIA;VIA SPEZIA 31 20142;MILANO;MI;20142;5;43;TIBALDI;9.17288122453692;45.4404329345381;(45.4404329345381,9.17288122453692)
7744;VINCI S.A.S. DI VINCI SALVATORE & C.;Q8;Autostradale;CANTALUPA OVEST;"Autostrada A7 MILANO-SERRAVALLE; Km. 1; dir. Genova - 20142";MILANO;MI;20142;6;47;CANTALUPA;9.15516257286072;45.4191693049389;(45.4191693049389,9.15516257286072)
3786;BREAK POINT S.R.L.;Api-Ip;Autostradale;CANTALUPA OVEST;"Autostrada A7 MILANO-SERRAVALLE;  Km. 400; dir. Nord - 20142";MILANO;MI;20142;5;47;CANTALUPA;9.15873072883608;45.421232469547;(45.421232469547,9.15873072883608)
29917;IP SERVICES S.R.L.;Api-Ip;Stradale;MILANO - VIGILIO FAMAGOSTA;VIA SAN VIGILIO Ang. VIA FAMAGOSTA SNC 20142;MILANO;MI;20142;6;46;BARONA;9.16461072883612;45.436733877746;(45.436733877746,9.16461072883612)
37696;VEGA CARBURANTI S.P.A.;Vega;Stradale;VEGA MISSAGLIA;VIA DEI MISSAGLIA 109 20142;MILANO;MI;20142;5;41;GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE;9.17501963675022;45.4090474750672;(45.4090474750672,9.17501963675022)
12804;AUTORIMESSA FRIGO S.N.C. DI FRIGO GIUSEPPE E GIOVANNI;Pompe Bianche;Stradale;GRIFO;PIAZZA ABBIATEGRASSO 7 20142;MILANO;MI;20142;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.1779962182045;45.430766189151;(45.430766189151,9.1779962182045)
30186;IP SERVICES S.R.L.;Api-Ip;Stradale;MILANO - CHIESA ROSSA;VIA  CHIESA ROSSA 41 20142;MILANO;MI;20142;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.17361414047548;45.4326903;(45.4326903,9.17361414047548)
35092;SILMA S.A.S. DI SAVERIO MANOSPERTI & C;Q8;Stradale;Q8;VIA DELLA CHIESA ROSSA 15 20142;MILANO;MI;20142;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.17430801719661;45.4347660147854;(45.4347660147854,9.17430801719661)
46942;PALAZZO MARINA;Agip Eni;Stradale;stazione di servizio ENI di Palazzo Marina;DELLA CHIESA ROSSA 157 20142;MILANO;MI;20142;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.1672941;45.4220452;(45.4220452,9.1672941)
15883;CALOR SYSTEMS S.R.L.;Api-Ip;Stradale;MILANO FAMAGOSTA;FAMAGOSTA 9 20142;MILANO;MI;20142;6;45;MONCUCCO - SAN CRISTOFORO;9.1564454325104;45.4374446709119;(45.4374446709119,9.1564454325104)
45993;MORSHDY SAID;Api-Ip;Stradale;Stazione di servizio IP;VIA SPEZIA 26 20142;MILANO;MI;20142;6;45;MONCUCCO - SAN CRISTOFORO;9.17233407767208;45.4409228953582;(45.4409228953582,9.17233407767208)
46361;KEROPETROL S.P.A.;KEROPETROL;Stradale;KEROPETROL SPA VIA RIPAMONTI;"VIA VIA RIPAMONTI 606 20141; MILANO (MI) 606 20141";MILANO;MI;20141;5;39;QUINTOSOLE;9.20972675085068;45.3986827609006;(45.3986827609006,9.20972675085068)
48003;EGI-2GO S.R.L.;Esso;Stradale;Antonini;VIA ANTONINI GIACOMO 31 20141;MILANO;MI;20141;5;37;MORIVIONE;9.19192205828383;45.4374717999731;(45.4374717999731,9.19192205828383)
33261;LU.CA. S.R.L.;Agip Eni;Stradale;ENI;G. Antonini 35 20141;MILANO;MI;20141;5;37;MORIVIONE;9.19288674536892;45.4374362850519;(45.4374362850519,9.19288674536892)
26124;ENI FUEL S.P.A.;Agip Eni;Stradale;2227 MILANO RIPAMONTI;VIA RIPAMONTI GIUSEPPE 270 20141;MILANO;MI;20141;5;38;VIGENTINO - Q.RE FATIMA;9.20276775956154;45.4265726555813;(45.4265726555813,9.20276775956154)
29785;DERICCA S.N.C. - STAZIONE DI SERVIZIO ENI - DI DE LUCA VINCENZO E GIUSEPPE;Agip Eni;Stradale;eni;VIA GIUSEPPE RIPAMONTI 159 20141;MILANO;MI;20141;5;38;VIGENTINO - Q.RE FATIMA;9.20102700591087;45.4358620858778;(45.4358620858778,9.20102700591087)
13568;PORZIO CATELLO;Esso;Stradale;ESSO;VIA RIPAMONTI GIUSEPPE 286 20136;MILANO;MI;20141;5;38;VIGENTINO - Q.RE FATIMA;9.20298922142638;45.4257398825327;(45.4257398825327,9.20298922142638)
53610;ACEMA S.P.A.;Tamoil;Stradale;TAMOIL MILANO VIA FERRARI;Via Virgilio Ferrari  20141;MILANO;MI;20141;5;38;VIGENTINO - Q.RE FATIMA;9.19552505828381;45.4296685293727;(45.4296685293727,9.19552505828381)
57754;G.F. PETROIL S.N.C. DI FANELLI GIUSEPPE & C.;Beyfin;Stradale;G.F Petroil S.N.C & C;via giuseppe ripamonti 483 20141;MILANO;MI;20141;5;85;PARCO DELLE ABBAZIE;9.20787;45.408246;(45.408246,9.20787)
33178;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO VIA RIPAMONTI 591;VIA RIPAMONTI 591 20141;MILANO;MI;20141;5;85;PARCO DELLE ABBAZIE;9.21063175158997;45.3981006012475;(45.3981006012475,9.21063175158997)
45386;ACEMA S.P.A.;Tamoil;Stradale;TAMOIL MILANO VIA RIPAMONTI;VIA GIUSEPPE RIPAMONTI 390 20141;MILANO;MI;20141;5;85;PARCO DELLE ABBAZIE;9.20254987576391;45.4205137174952;(45.4205137174952,9.20254987576391)
6427;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO VIRGINIO FERRARI 16;VIRGINIO FERRARI 16 20142;MILANO;MI;20141;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.19196700740963;45.4339414013326;(45.4339414013326,9.19196700740963)
46368;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO VIA BISTOLFI/TRENTACOSTE;VIA BISTOLFI/TRENTACOSTE  20134;MILANO;MI;20134;3;23;LAMBRATE - ORTICA;9.24490480246413;45.4731258801651;(45.4731258801651,9.24490480246413)
11697;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO-VIA ROMBON ANG. VIA PINI;VIA ROMBON ANG. VIA PINI S/N 20134;MILANO;MI;20134;3;23;LAMBRATE - ORTICA;9.2397590085983;45.4858473472106;(45.4858473472106,9.2397590085983)
35072;PIGONI IVAN;Esso;Stradale;STAZIONE DI SERVIZIO ESSO di PIGONI IVAN;VIA ROMBON 50 20134;MILANO;MI;20134;3;23;LAMBRATE - ORTICA;9.24426421523094;45.4862688475416;(45.4862688475416,9.24426421523094)
52181;CHAUDRY BROTHER'S & COMPANY SOCIETA' A RESPONSABILITA' LIMITATA S EMPLIFICATA;Q8;Stradale;Q8 VIA RONCHI;RONCHI 21 20134;MILANO;MI;20134;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;9.23693944097319;45.4881193761403;(45.4881193761403,9.23693944097319)
41548;GREEN FUEL COMPANY S.P.A.;Q8;Stradale;Q8;VIA CORELLI ARCANGELO 56 20134;MILANO;MI;20134;3;24;PARCO FORLANINI - CAVRIANO;9.25379008054733;45.4709921215275;(45.4709921215275,9.25379008054733)
44697;BEYFIN S.P.A. SOCIETA' BENEFIT;Beyfin;Stradale;Milano - Linate;VIALE ENRICO FORLANINI 73/A 20134;MILANO;MI;20134;4;24;PARCO FORLANINI - CAVRIANO;9.25622894692333;45.4621835949538;(45.4621835949538,9.25622894692333)
37031;D.K.G. DI DAVIDE AGAZZI;Esso;Stradale; ESSO Davide Agazzi;Via Palmanova 85 20132;MILANO;MI;20132;2;19;PADOVA - TURRO - CRESCENZAGO;9.2399107613769;45.4995522401146;(45.4995522401146,9.2399107613769)
34772;EUROPAM S.P.A.;Europam;Stradale;EUROPAM MILANO;VIALE PADOVA 316 20132;MILANO;MI;20132;2;19;PADOVA - TURRO - CRESCENZAGO;9.2510384859138;45.5103962254945;(45.5103962254945,9.2510384859138)
6448;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Stradale;MILANO VIA PADOVA 340;VIA PADOVA 340 20132;MILANO;MI;20132;2;19;PADOVA - TURRO - CRESCENZAGO;9.25401218161471;45.5109910881438;(45.5109910881438,9.25401218161471)
23486;CIERRE SNC DI CAPUTO GIOVANNI & C.;Tamoil;Stradale;TAMOIL;VIA PADOVA 172 20127;MILANO;MI;20132;2;19;PADOVA - TURRO - CRESCENZAGO;9.23587694764137;45.5004275599887;(45.5004275599887,9.23587694764137)
55846;IP SERVICES S.R.L.;Api-Ip;Autostradale;CASCINA GOBBA EST;"Autostrada A51 TANG.LE EST DI MILANO; dir. Venezia 20132";MILANO;MI;20132;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;9.2614937;45.5068136;(45.5068136,9.2614937)
33504;TI-QUATTRO T.4 SRL;Api-Ip;Autostradale;CASCINA GOBBA OVEST;"Autostrada A51 TANG.LE EST DI MILANO; Km. 9+720; dir. sud - 20132";MILANO;MI;20132;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;9.2592591047287;45.5067115759059;(45.5067115759059,9.2592591047287)
