id_amat;stato;via_id;via_tipo;via_nome;num_civico;municipio;veicoli;tipo_man;nmanufatti;stalli_man;stalli_totali;ubicazione;LONG_X_4326;LAT_Y_4326;Location
"1338";Esistente;"1016";Via;Via della Moscova;"2";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"25";"25";Marciapiede;9.19650905962253;45.4755636624294;"(45.4755636624294, 9.19650905962253)"
"1339";Esistente;"3016";Corso;Corso di Porta Vittoria;"10";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"9";"9";Alla quota della carreggiata;9.19856659496014;45.4622276288789;"(45.4622276288789, 9.19856659496014)"
"1340";Esistente;"3016";Corso;Corso di Porta Vittoria;"17";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"2";"2";"4";Marciapiede;9.19945825064772;45.4623877344577;"(45.4623877344577, 9.19945825064772)"
"1343";Esistente;"2163";Via;Via Antonio Stoppani;"10";"3";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"10";"10";Alla quota della carreggiata;9.21263206122069;45.4755576109773;"(45.4755576109773, 9.21263206122069)"
"1344";Esistente;"2213";Via;Via Sansovino;"1";"3";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"11";"11";Alla quota della carreggiata;9.21752495319301;45.4791782539071;"(45.4791782539071, 9.21752495319301)"
"1345";Esistente;"2213";Via;Via Sansovino;"2";"3";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"11";"11";Alla quota della carreggiata;9.21751974146735;45.479118525601;"(45.479118525601, 9.21751974146735)"
"1346";Esistente;"3126";Via;Via Gian Battista Tiepolo;"2";"3";Velocipedi;Verona _ Ambrogio;"5";"5";"25";Marciapiede;9.21816934718979;45.4728154197996;"(45.4728154197996, 9.21816934718979)"
"1347";Esistente;"123";Via;Via dell'Orso;;"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"9";"9";Alla quota della carreggiata;9.1863549147808;45.4690738002332;"(45.4690738002332, 9.1863549147808)"
"1356";Esistente;"2588";Via;Via Angelo Rizzoli;"8";"3";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"10";"10";Alla quota della carreggiata;9.25143652494736;45.5053903143713;"(45.5053903143713, 9.25143652494736)"
"1358";Esistente;"3023";Piazza;Piazza San Pietro In Gessate;;"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"13";"13";Parterre;9.20136967729571;45.4624249055264;"(45.4624249055264, 9.20136967729571)"
"1359";Esistente;"3023";Piazza;Piazza San Pietro In Gessate;;"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"12";"2";"24";Parterre;9.2013709095199;45.46242498768;"(45.46242498768, 9.2013709095199)"
"1360";Esistente;"3016";Corso;Corso di Porta Vittoria;"27";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"4";"4";Marciapiede;9.20189769086299;45.462453207441;"(45.462453207441, 9.20189769086299)"
"1361";Esistente;"3016";Corso;Corso di Porta Vittoria;"27";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"3";"3";Marciapiede;9.20211444146257;45.4624247886217;"(45.4624247886217, 9.20211444146257)"
"1362";Esistente;"3016";Corso;Corso di Porta Vittoria;"27";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"1";"1";Marciapiede;9.20242629053574;45.4624013820889;"(45.4624013820889, 9.20242629053574)"
"1363";Esistente;"3016";Corso;Corso di Porta Vittoria;"28";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"3";"3";Marciapiede;9.20245509814798;45.462194248035;"(45.462194248035, 9.20245509814798)"
"1364";Esistente;"3016";Corso;Corso di Porta Vittoria;40b;"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"10";"10";Marciapiede;9.204163543884;45.4622130902227;"(45.4622130902227, 9.204163543884)"
"1365";Esistente;"3016";Corso;Corso di Porta Vittoria;"42";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"3";"3";Marciapiede;9.20449951376407;45.4621972631141;"(45.4621972631141, 9.20449951376407)"
"1366";Esistente;"3016";Corso;Corso di Porta Vittoria;"46";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"4";"4";Marciapiede;9.20504487018215;45.4621851790588;"(45.4621851790588, 9.20504487018215)"
"1367";Esistente;"3016";Corso;Corso di Porta Vittoria;"49";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"5";"5";Marciapiede;9.2052068627258;45.4623897247915;"(45.4623897247915, 9.2052068627258)"
"1368";Esistente;"3016";Corso;Corso di Porta Vittoria;"50";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"4";"4";Marciapiede;9.20541154037456;45.4621907330942;"(45.4621907330942, 9.20541154037456)"
"1369";Esistente;"3016";Corso;Corso di Porta Vittoria;53bis;"1";Velocipedi;Parigina;"2";"3";"6";Marciapiede;9.20640271634795;45.4623858357212;"(45.4623858357212, 9.20640271634795)"
"1374";Esistente;"629";Via;Via della Posta;"4";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"5";"5";Alla quota della carreggiata;9.18397756486053;45.4643924865269;"(45.4643924865269, 9.18397756486053)"
"1375";Esistente;"6215";Via;Via Morozzo della Rocca;"2";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"8";"8";Alla quota della carreggiata;9.16890639172553;45.4641091902516;"(45.4641091902516, 9.16890639172553)"
"1376";Esistente;"6215";Via;Via Morozzo della Rocca;"2";"1";Velocipedi;;"0";"0";"0";Alla quota della carreggiata;9.1690460019132;45.4640848864914;"(45.4640848864914, 9.1690460019132)"
"1383";Esistente;"3081";Via;Via Benvenuto Cellini;"14";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"14";"14";Alla quota della carreggiata;9.20885623123452;45.4640771243663;"(45.4640771243663, 9.20885623123452)"
"1385";Esistente;"108";Via;Via Santa Margherita;"4";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"14";"14";Marciapiede;9.18819880973746;45.4657467421188;"(45.4657467421188, 9.18819880973746)"
"1386";Esistente;"108";Via;Via Santa Margherita;"4";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"22";"22";Alla quota della carreggiata;9.18845446820151;45.4657254625866;"(45.4657254625866, 9.18845446820151)"
"1388";Esistente;"108";Via;Via Santa Margherita;"5";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"14";"14";Alla quota della carreggiata;9.18867820086499;45.4661422615873;"(45.4661422615873, 9.18867820086499)"
"1390";Esistente;"108";Via;Via Santa Margherita;"11";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"3";"3";Alla quota della carreggiata;9.18898514138301;45.4664789160265;"(45.4664789160265, 9.18898514138301)"
"1400";Esistente;"3337";Via;Via del Turchino;"9";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"8";"8";Alla quota della carreggiata;9.22672558110763;45.4517572181529;"(45.4517572181529, 9.22672558110763)"
"1401";Esistente;"1010";Corso;Corso Giuseppe Garibaldi;"85";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"5";"5";Alla quota della carreggiata;9.18409605579497;45.4765651440525;"(45.4765651440525, 9.18409605579497)"
"1402";Esistente;"1010";Corso;Corso Giuseppe Garibaldi;"70";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"5";"5";Alla quota della carreggiata;9.18408969394806;45.4763585805619;"(45.4763585805619, 9.18408969394806)"
"1403";Esistente;"3032";Via;Via Carlo Foldi;"1";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"6";"6";Marciapiede;9.21205942010329;45.4609863321918;"(45.4609863321918, 9.21205942010329)"
"1404";Esistente;"3032";Via;Via Carlo Foldi;"1";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 50;"11";"1";"11";Marciapiede;9.21205958181251;45.4609870738279;"(45.4609870738279, 9.21205958181251)"
"1407";Esistente;"3091";Via;Via Camillo Hajech;"27";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"11";"11";Alla quota della carreggiata;9.21839171698712;45.4645604932715;"(45.4645604932715, 9.21839171698712)"
"1409";Esistente;"1737";Piazza;Piazza dei Daini;;"9";Velocipedi;Verona;"1";"6";"6";Area pedonale (regolamentata o di fatto);9.21085782096491;45.5158625690561;"(45.5158625690561, 9.21085782096491)"
"1410";Esistente;"574";Via;Via Edmondo De Amicis;"7";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"4";"4";Alla quota della carreggiata;9.18043980925041;45.4573573336179;"(45.4573573336179, 9.18043980925041)"
"1417";Esistente;"574";Via;Via Edmondo De Amicis;"43";"1";Velocipedi;0_Solo segnaletica;"1";"6";"6";Marciapiede;9.17590854949328;45.4598001847193;"(45.4598001847193, 9.17590854949328)"
"1418";Esistente;"574";Via;Via Edmondo De Amicis;"54";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"30";"30";Marciapiede;9.1746318646513;45.4608071774474;"(45.4608071774474, 9.1746318646513)"
"1425";Esistente;"144";Via;Via Fatebenefratelli;"10";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"8";"8";Alla quota della carreggiata;9.18967763156447;45.4732530843786;"(45.4732530843786, 9.18967763156447)"
"1426";Esistente;"1047";Via;Via Fatebenesorelle;"3";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"0";"0";"0";Alla quota della carreggiata;9.19156978819619;45.4778461884347;"(45.4778461884347, 9.19156978819619)"
"1430";Esistente;"3082";Via;Via Lodovico Mancini;"2";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"13";"13";Alla quota della carreggiata;9.20978820504167;45.4624371031723;"(45.4624371031723, 9.20978820504167)"
"1431";Esistente;"3082";Via;Via Lodovico Mancini;"2";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"11";"2";"22";Alla quota della carreggiata;9.20978842297607;45.4624385841394;"(45.4624385841394, 9.20978842297607)"
"1432";Esistente;"1010";Corso;Corso Giuseppe Garibaldi;"59";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"19";"19";Marciapiede;9.18342038861477;45.4745216314799;"(45.4745216314799, 9.18342038861477)"
"1434";Esistente;"3219";Piazzale;Piazzale Ferdinando Martini;"1";"4";Velocipedi;Parigina;"4";"3";"12";Marciapiede;9.21977368796688;45.4576001389252;"(45.4576001389252, 9.21977368796688)"
"1435";Esistente;"3219";Piazzale;Piazzale Ferdinando Martini;"5";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"4";"4";Alla quota della carreggiata;9.22190696112571;45.4571962422585;"(45.4571962422585, 9.22190696112571)"
"1436";Esistente;"3219";Piazzale;Piazzale Ferdinando Martini;"15";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"8";"8";Marciapiede;9.22122725293188;45.455874362827;"(45.455874362827, 9.22122725293188)"
"1437";Esistente;"3219";Piazzale;Piazzale Ferdinando Martini;"11";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"4";"2";"8";Marciapiede;9.22181004833086;45.4560456244515;"(45.4560456244515, 9.22181004833086)"
"1438";Esistente;"3219";Piazzale;Piazzale Ferdinando Martini;"11";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"5";"5";Marciapiede;9.22181093697604;45.4560458400016;"(45.4560458400016, 9.22181093697604)"
"1439";Esistente;"3219";Piazzale;Piazzale Ferdinando Martini;"15";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"8";"2";"16";Marciapiede;9.22122771622778;45.4558736068013;"(45.4558736068013, 9.22122771622778)"
"1440";Esistente;"3219";Piazzale;Piazzale Ferdinando Martini;14a;"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"15";"15";Marciapiede;9.22060100859244;45.4557964257214;"(45.4557964257214, 9.22060100859244)"
"1441";Esistente;"3219";Piazzale;Piazzale Ferdinando Martini;"14";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"3";"3";Marciapiede;9.21998549346868;45.4558673606943;"(45.4558673606943, 9.21998549346868)"
"1442";Esistente;"3219";Piazzale;Piazzale Ferdinando Martini;"14";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"3";"2";"6";Marciapiede;9.21998562642163;45.4558674299963;"(45.4558674299963, 9.21998562642163)"
"1443";Esistente;"3219";Piazzale;Piazzale Ferdinando Martini;"8";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"3";"3";Marciapiede;9.21930776003729;45.4565455710432;"(45.4565455710432, 9.21930776003729)"
"1444";Esistente;"3219";Piazzale;Piazzale Ferdinando Martini;"10";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"4";"2";"8";Marciapiede;9.21931874036611;45.4563942292129;"(45.4563942292129, 9.21931874036611)"
"1445";Esistente;"3219";Piazzale;Piazzale Ferdinando Martini;"10";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"5";"5";Marciapiede;9.2193187701667;45.4563941130478;"(45.4563941130478, 9.2193187701667)"
"1447";Esistente;"6381";Via;Via Tranquillo Cremona;"5";"8";Velocipedi;Verona;"1";"5";"5";Parterre;9.15882130326658;45.4704981434349;"(45.4704981434349, 9.15882130326658)"
"1448";Esistente;"597";Via;Via Fernanda Wittgens;"2";"1";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"9";"2";"18";Marciapiede;9.18424289461659;45.4580611016036;"(45.4580611016036, 9.18424289461659)"
"1456";Esistente;"1010";Corso;Corso Giuseppe Garibaldi;"20";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"2";"2";Marciapiede;9.1836700216192;45.4734755023781;"(45.4734755023781, 9.1836700216192)"
"1457";Esistente;"1010";Corso;Corso Giuseppe Garibaldi;"31";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"16";"16";Marciapiede;9.18362512183755;45.4733190039338;"(45.4733190039338, 9.18362512183755)"
"1458";Esistente;"1010";Corso;Corso Giuseppe Garibaldi;"27";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"8";"8";Marciapiede;9.18365529480768;45.4731860328169;"(45.4731860328169, 9.18365529480768)"
"1460";Esistente;"3072";Via;Via Amatore Sciesa;"4";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"13";"13";Alla quota della carreggiata;9.20945789820212;45.4616253285563;"(45.4616253285563, 9.20945789820212)"
"1461";Esistente;"3072";Via;Via Amatore Sciesa;"6";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"7";"7";Alla quota della carreggiata;9.2094004387547;45.4612475806301;"(45.4612475806301, 9.2094004387547)"
"1462";Esistente;"3074";Corso;Corso Ventidue Marzo;"40";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 50;"9";"1";"9";Marciapiede;9.2192522151411;45.4620980025849;"(45.4620980025849, 9.2192522151411)"
"1463";Esistente;"3271";Via;Via Padre Massimiliano Kolbe;"5";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"14";"14";Alla quota della carreggiata;9.23249594983789;45.4619258232327;"(45.4619258232327, 9.23249594983789)"
"1464";Esistente;"3271";Via;Via Padre Massimiliano Kolbe;"5";"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"25";"2";"50";Marciapiede;9.23246977254331;45.461305319561;"(45.461305319561, 9.23246977254331)"
"1471";Esistente;"3058";Via;Via Fontana;;"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"21";"21";Alla quota della carreggiata;9.20347705832345;45.4620377015523;"(45.4620377015523, 9.20347705832345)"
"1473";Esistente;"3058";Via;Via Fontana;"20";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"11";"11";Marciapiede;9.20539971015501;45.4614285376682;"(45.4614285376682, 9.20539971015501)"
"1475";Esistente;"330";Via;Via Francesco Sforza;"7";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"22";"22";Marciapiede;9.1977237777546;45.4620286421958;"(45.4620286421958, 9.1977237777546)"
"1476";Esistente;"357";Via;Via San Giovanni in Conca;;"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"6";"6";Alla quota della carreggiata;9.19702812315063;45.461629446135;"(45.461629446135, 9.19702812315063)"
"1478";Esistente;"3030";Via;Via Gaetano Donizetti;"36";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"8";"8";Alla quota della carreggiata;9.20488770238536;45.4657344887305;"(45.4657344887305, 9.20488770238536)"
"1479";Esistente;"623";Via;Via Gaetano Negri;"2";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"41";"41";Alla quota della carreggiata;9.18474976879926;45.4652849165251;"(45.4652849165251, 9.18474976879926)"
"1482";Esistente;"4224";Via;Via dei Fontanili;"57";"5";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"7";"7";Marciapiede;9.19754209030121;45.4379163633344;"(45.4379163633344, 9.19754209030121)"
"1483";Esistente;"4224";Via;Via dei Fontanili;"57";"5";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 50;"10";"1";"10";Marciapiede;9.19743020584822;45.4379968773244;"(45.4379968773244, 9.19743020584822)"
"1484";Esistente;"4256";Via;Via Gallura;"8";"5";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"24";"2";"48";Marciapiede;9.198829717688;45.4374972298159;"(45.4374972298159, 9.198829717688)"
"1485";Esistente;"4256";Via;Via Gallura;"8";"5";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"38";"38";Marciapiede;9.19883194840034;45.4374967904985;"(45.4374967904985, 9.19883194840034)"
"1486";Esistente;"3030";Via;Via Gaetano Donizetti;"22";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"4";"4";Alla quota della carreggiata;9.2050356027109;45.4647820764297;"(45.4647820764297, 9.2050356027109)"
"1487";Esistente;"3030";Via;Via Gaetano Donizetti;"57";"1";Velocipedi;0_Solo segnaletica;"1";"4";"4";Marciapiede;9.20454376829772;45.4669996663895;"(45.4669996663895, 9.20454376829772)"
"1492";Esistente;"5208";Piazza;Piazza Tito Lucrezio Caro;"8";"5";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"0";"0";Marciapiede;9.18332203779784;45.4486986869188;"(45.4486986869188, 9.18332203779784)"
"1494";Esistente;"5208";Piazza;Piazza Tito Lucrezio Caro;"8";"5";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"6";"2";"12";Marciapiede;9.18322367946919;45.448558067221;"(45.448558067221, 9.18322367946919)"
"1495";Esistente;"5208";Piazza;Piazza Tito Lucrezio Caro;"8";"5";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"6";"2";"12";Marciapiede;9.18348492097383;45.4485833131838;"(45.4485833131838, 9.18348492097383)"
"1501";Esistente;"3119";Piazzale;Piazzale Dateo;;"3";Velocipedi;Wheelpower;"6";"2";"12";Area verde – Giardino – Parco;9.21652689040997;45.4678283372761;"(45.4678283372761, 9.21652689040997)"
"1502";Esistente;"3119";Piazzale;Piazzale Dateo;;"3";Velocipedi;Wheelpower;"6";"2";"12";Area verde – Giardino – Parco;9.21652938045506;45.4680991935674;"(45.4680991935674, 9.21652938045506)"
"1503";Esistente;"4202";Via;Via Roberto Sarfatti;"25";"5";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"16";"16";Marciapiede;9.19032332057131;45.4484839528111;"(45.4484839528111, 9.19032332057131)"
"1505";Esistente;"4202";Via;Via Roberto Sarfatti;"23";"5";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"14";"14";Marciapiede;9.18941354003654;45.4483794091044;"(45.4483794091044, 9.18941354003654)"
"1506";Esistente;"4202";Via;Via Roberto Sarfatti;"23";"5";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 50;"21";"1";"21";Marciapiede;9.18956192371261;45.4483907319044;"(45.4483907319044, 9.18956192371261)"
"1507";Esistente;"4202";Via;Via Roberto Sarfatti;"23";"5";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"57";"57";Marciapiede;9.18866094726611;45.4483362352506;"(45.4483362352506, 9.18866094726611)"
"1511";Esistente;"4220";Piazza;Piazza Trento;"8";"5";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"7";"7";Marciapiede;9.20155416001022;45.4470888194534;"(45.4470888194534, 9.20155416001022)"
"1512";Esistente;"4220";Piazza;Piazza Trento;"8";"5";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"8";"2";"16";Marciapiede;9.20155436044886;45.4470890363096;"(45.4470890363096, 9.20155436044886)"
"1513";Esistente;"5333";Via;Via Volvinio;"30";"5";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"12";"12";Alla quota della carreggiata;9.18357216595503;45.4350591555373;"(45.4350591555373, 9.18357216595503)"
"1514";Esistente;"5333";Via;Via Volvinio;"34";"5";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"5";"2";"10";Marciapiede;9.1835930986159;45.4347499104635;"(45.4347499104635, 9.1835930986159)"
"1518";Esistente;"2207";Via;Via Edoardo Bonardi;;"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"19";"2";"38";Marciapiede;9.22729018436503;45.4794031912707;"(45.4794031912707, 9.22729018436503)"
"1519";Esistente;"2207";Via;Via Edoardo Bonardi;;"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"13";"2";"26";Marciapiede;9.22825660817118;45.4794054930673;"(45.4794054930673, 9.22825660817118)"
"1520";Esistente;"2207";Via;Via Edoardo Bonardi;;"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"23";"2";"46";Marciapiede;9.22794534770333;45.4794037577878;"(45.4794037577878, 9.22794534770333)"
"1521";Esistente;"2207";Via;Via Edoardo Bonardi;;"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"24";"2";"48";Marciapiede;9.22889838538619;45.4794123148215;"(45.4794123148215, 9.22889838538619)"
"1535";Esistente;"5249";Piazza;Piazza Caduti del Lavoro;;"5";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 50;"9";"1";"9";Marciapiede;9.18568065593067;45.4435268126834;"(45.4435268126834, 9.18568065593067)"
"1537";Esistente;"602";Via;Via Giosuè Carducci;"5";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"3";"3";Alla quota della carreggiata;9.17611789891911;45.4664537129754;"(45.4664537129754, 9.17611789891911)"
"1542";Esistente;"106";Via;Via Giuseppe Mengoni;"1";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"14";"14";Alla quota della carreggiata;9.18858885613865;45.4649113473247;"(45.4649113473247, 9.18858885613865)"
"1543";Esistente;"526";Corso;Corso Italia;"49";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"18";"18";Alla quota della carreggiata;9.18691313071476;45.4528176652179;"(45.4528176652179, 9.18691313071476)"
"1544";Esistente;"1049";Via;Via Giuseppe Parini;"9";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"11";"11";Alla quota della carreggiata;9.19300226617576;45.4777121908561;"(45.4777121908561, 9.19300226617576)"
"1546";Esistente;"526";Corso;Corso Italia;"24";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"9";"9";Alla quota della carreggiata;9.18747674739151;45.4573588503627;"(45.4573588503627, 9.18747674739151)"
"1547";Esistente;"1049";Via;Via Giuseppe Parini;"2";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"11";"11";Alla quota della carreggiata;9.19501530471952;45.4776391638979;"(45.4776391638979, 9.19501530471952)"
"1548";Esistente;"526";Corso;Corso Italia;"19";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"5";"5";Alla quota della carreggiata;9.18770431856227;45.4580100678542;"(45.4580100678542, 9.18770431856227)"
"1550";Esistente;"2178";Viale;Viale Luigi Majno;;"1";Velocipedi;Verona _ Ambrogio;"2";"5";"10";Marciapiede;9.20520052549332;45.4724044445549;"(45.4724044445549, 9.20520052549332)"
"1553";Esistente;"5378";Piazza;Piazza Tirana;"32";"6";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"12";"12";Marciapiede;9.13048084300224;45.4427213275223;"(45.4427213275223, 9.13048084300224)"
"1554";Esistente;"5378";Piazza;Piazza Tirana;"32";"6";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"12";"2";"24";Marciapiede;9.1304853516448;45.4427235626191;"(45.4427235626191, 9.1304853516448)"
"1555";Esistente;"526";Corso;Corso Italia;"10";"1";Velocipedi;0_Solo segnaletica;"1";"5";"5";Marciapiede;9.18760520101866;45.4586518406024;"(45.4586518406024, 9.18760520101866)"
"1556";Esistente;"526";Corso;Corso Italia;10bis;"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"6";"6";Alla quota della carreggiata;9.18772553430652;45.4586717511065;"(45.4586717511065, 9.18772553430652)"
