id_amat;stato;via_id;via_tipo;via_nome;num_civico;municipio;veicoli;tipo_man;nmanufatti;stalli_man;stalli_totali;ubicazione;LONG_X_4326;LAT_Y_4326;Location
"2017";Esistente;"111";Via;Via San Dalmazio;"3";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"18";"18";Alla quota della carreggiata;9.18831691977203;45.4666124411856;"(45.4666124411856, 9.18831691977203)"
"2029";Esistente;"5186";Piazza;Piazza Sant'Eustorgio;"2";"1";Velocipedi;Parigina;"2";"3";"6";Marciapiede;9.18050642895094;45.4534407180363;"(45.4534407180363, 9.18050642895094)"
"2030";Esistente;"3007";Largo;Largo Marinai d'Italia;;"4";Velocipedi;Semplice;"2";"5";"10";Area verde – Giardino – Parco;9.21541022619475;45.4591106786984;"(45.4591106786984, 9.21541022619475)"
"2031";Esistente;"580";Via;Via Papa Gregorio XIV;;"1";Velocipedi;Semplice;"3";"3";"9";Marciapiede;9.183027273165;45.4593182643316;"(45.4593182643316, 9.183027273165)"
"2034";Esistente;"213";Via;Via San Pietro all'orto;"6";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"17";"17";Marciapiede;9.19560683837905;45.4662107782694;"(45.4662107782694, 9.19560683837905)"
"2035";Esistente;"213";Via;Via San Pietro all'orto;"6";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"10";"10";Alla quota della carreggiata;9.19547777399658;45.4664075490578;"(45.4664075490578, 9.19547777399658)"
"2037";Esistente;"2230";Viale;Viale Andrea Doria;"31";"3";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"24";"24";Parterre;9.21342823835343;45.4858212619267;"(45.4858212619267, 9.21342823835343)"
"2038";Esistente;"2230";Viale;Viale Andrea Doria;"52";"2";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"2";"2";"4";Parterre;9.2152976986542;45.4860820773273;"(45.4860820773273, 9.2152976986542)"
"2039";Esistente;"2105";Via;Via San Primo;"1";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"24";"24";Alla quota della carreggiata;9.19841675535618;45.4699392723893;"(45.4699392723893, 9.19841675535618)"
"2040";Esistente;"2105";Via;Via San Primo;"4";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"8";"8";Alla quota della carreggiata;9.19917271089558;45.4700767364848;"(45.4700767364848, 9.19917271089558)"
"2041";Esistente;"721";Via;Via San Prospero;"4";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"10";"10";Alla quota della carreggiata;9.18549661795232;45.4660432186985;"(45.4660432186985, 9.18549661795232)"
"2042";Esistente;"721";Via;Via San Prospero;"4";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"28";"28";Alla quota della carreggiata;9.185948502578;45.4660892783915;"(45.4660892783915, 9.185948502578)"
"2044";Esistente;"5098";Via;Via San Vincenzo;"14";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"10";"10";Alla quota della carreggiata;9.17614939496833;45.458779285865;"(45.458779285865, 9.17614939496833)"
"2045";Esistente;"5098";Via;Via San Vincenzo;"14";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"6";"6";Alla quota della carreggiata;9.17539812993459;45.4587295611535;"(45.4587295611535, 9.17539812993459)"
"2047";Esistente;"5098";Via;Via San Vincenzo;"27";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"17";"17";Alla quota della carreggiata;9.17257830554137;45.4580831982816;"(45.4580831982816, 9.17257830554137)"
"2049";Esistente;"539";Via;Via San Vito;"3";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Arcas ;"5";"4";"20";Marciapiede;9.18349964108162;45.4593344733869;"(45.4593344733869, 9.18349964108162)"
"2050";Esistente;"539";Via;Via San Vito;"3";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Semplice;"2";"3";"6";Marciapiede;9.18361540388622;45.4592960759677;"(45.4592960759677, 9.18361540388622)"
"2051";Esistente;"539";Via;Via San Vito;"7";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"18";"18";Alla quota della carreggiata;9.18167568404093;45.4600129208228;"(45.4600129208228, 9.18167568404093)"
"2053";Esistente;"2580";Via;Via Carlo Valvassori Peroni;"8";"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"8";"2";"16";Marciapiede;9.23665394056908;45.474245133522;"(45.474245133522, 9.23665394056908)"
"2054";Esistente;"2580";Via;Via Carlo Valvassori Peroni;"8";"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"5";"2";"10";Marciapiede;9.23665235223517;45.4744305748238;"(45.4744305748238, 9.23665235223517)"
"2059";Esistente;"590";Via;Via della Chiusa;"2";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"13";"13";Alla quota della carreggiata;9.18431284591449;45.4583489949214;"(45.4583489949214, 9.18431284591449)"
"2060";Esistente;"587";Via;Via Crocefisso;"15";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"5";"5";Marciapiede;9.18427789740675;45.4572410024695;"(45.4572410024695, 9.18427789740675)"
"2061";Esistente;"587";Via;Via Crocefisso;"15";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"4";"2";"8";Marciapiede;9.1842769072195;45.4572437125456;"(45.4572437125456, 9.1842769072195)"
"2062";Esistente;"587";Via;Via Crocefisso;"15";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"8";"2";"16";Marciapiede;9.18397473505224;45.4572370740098;"(45.4572370740098, 9.18397473505224)"
"2063";Esistente;"587";Via;Via Crocefisso;"15";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"8";"8";Marciapiede;9.18397274576707;45.4572375210442;"(45.4572375210442, 9.18397274576707)"
"2064";Esistente;"587";Via;Via Crocefisso;"16";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"4";"4";Alla quota della carreggiata;9.18552097797845;45.4571051497648;"(45.4571051497648, 9.18552097797845)"
"2065";Esistente;"655";Piazza;Piazza Salvatore Quasimodo;;"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"5";"5";Alla quota della carreggiata;9.18451861068915;45.4587662263173;"(45.4587662263173, 9.18451861068915)"
"2066";Esistente;"655";Piazza;Piazza Salvatore Quasimodo;;"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"5";"5";Alla quota della carreggiata;9.18446282221615;45.4586180289417;"(45.4586180289417, 9.18446282221615)"
"2067";Esistente;"2104";Via;Via Boschetti;;"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"35";"35";Marciapiede;9.19995318641541;45.470608767138;"(45.470608767138, 9.19995318641541)"
"2072";Esistente;"2221";Via;Via Celeste Clericetti;"45";"3";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"21";"2";"42";Alla quota della carreggiata;9.23537265397889;45.4796059735585;"(45.4796059735585, 9.23537265397889)"
"2073";Esistente;"2221";Via;Via Celeste Clericetti;"45";"3";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"20";"20";Alla quota della carreggiata;9.23537070272048;45.4796062281759;"(45.4796062281759, 9.23537070272048)"
"2074";Esistente;"2221";Via;Via Celeste Clericetti;"2";"3";Velocipedi;Semplice;"3";"10";"30";Cortile o altro spazio collegato al civico;9.23537101001421;45.4764719150043;"(45.4764719150043, 9.23537101001421)"
"2075";Esistente;"2221";Via;Via Celeste Clericetti;"2";"3";Velocipedi;Semplice;"5";"10";"50";Cortile o altro spazio collegato al civico;9.23536756997641;45.4768674114639;"(45.4768674114639, 9.23536756997641)"
"2076";Esistente;"2221";Via;Via Celeste Clericetti;"2";"3";Velocipedi;Semplice;"1";"10";"10";Cortile o altro spazio collegato al civico;9.23537202836739;45.4762688749696;"(45.4762688749696, 9.23537202836739)"
"2082";Esistente;"3146";Via;Via della Commenda;"24";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"28";"28";Alla quota della carreggiata;9.19937693099689;45.4557131963694;"(45.4557131963694, 9.19937693099689)"
"2083";Esistente;"3146";Via;Via della Commenda;"24";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"9";"2";"18";Alla quota della carreggiata;9.19937579809236;45.4557152011235;"(45.4557152011235, 9.19937579809236)"
"2084";Esistente;"3146";Via;Via della Commenda;"15";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"7";"7";Alla quota della carreggiata;9.19902922023579;45.4579596903284;"(45.4579596903284, 9.19902922023579)"
"2085";Esistente;"3146";Via;Via della Commenda;"13";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"20";"20";Alla quota della carreggiata;9.19897222470563;45.4582877523633;"(45.4582877523633, 9.19897222470563)"
"2086";Esistente;"3146";Via;Via della Commenda;"9";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"11";"11";Alla quota della carreggiata;9.19891951073292;45.4587033305597;"(45.4587033305597, 9.19891951073292)"
"2087";Esistente;"3146";Via;Via della Commenda;"7";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"37";"37";Alla quota della carreggiata;9.19885246960804;45.4590529764665;"(45.4590529764665, 9.19885246960804)"
"2088";Esistente;"3146";Via;Via della Commenda;"5";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"22";"22";Alla quota della carreggiata;9.19879665335904;45.45940421543;"(45.45940421543, 9.19879665335904)"
"2091";Esistente;"3026";Via;Via Manlio e Gioacchino Savaré;"1";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"38";"38";Alla quota della carreggiata;9.20368118401346;45.463326986673;"(45.463326986673, 9.20368118401346)"
"2092";Esistente;"3026";Via;Via Manlio e Gioacchino Savaré;"1";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"39";"2";"78";Alla quota della carreggiata;9.20368069084524;45.4633240831156;"(45.4633240831156, 9.20368069084524)"
"2093";Esistente;"2279";Via;Via Marco d'Aviano;"5";"2";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"9";"9";Alla quota della carreggiata;9.2212047895215;45.4892875526083;"(45.4892875526083, 9.2212047895215)"
"2094";Esistente;"3255";Via;Via Francesco Reina;;"4";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"10";"10";Alla quota della carreggiata;9.22596160771086;45.4667256819654;"(45.4667256819654, 9.22596160771086)"
"2095";Esistente;"6672";Via;Via Angelo Inganni;"12";"6";Velocipedi;0_Solo segnaletica;"1";"10";"10";Marciapiede;9.12763696789857;45.4477671620428;"(45.4477671620428, 9.12763696789857)"
"2096";Esistente;"2227";Via;Via Giacomo Venezian;"1";"3";Velocipedi;0_Solo segnaletica;"1";"6";"6";Marciapiede;9.23235157491403;45.4743449548591;"(45.4743449548591, 9.23235157491403)"
"2097";Esistente;"2227";Via;Via Giacomo Venezian;"1";"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"5";"2";"10";Marciapiede;9.23235044252319;45.4743450496554;"(45.4743450496554, 9.23235044252319)"
"2100";Esistente;"2222";Via;Via Pellegrino Strobel;"3";"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"3";"2";"6";Marciapiede;9.23231337501834;45.473656895581;"(45.473656895581, 9.23231337501834)"
"2102";Esistente;"2222";Via;Via Pellegrino Strobel;"8";"3";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"3";"2";"6";Marciapiede;9.23244957424546;45.4741942465047;"(45.4741942465047, 9.23244957424546)"
"2104";Esistente;"3245";Via;Via Illirico;"11";"3";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"4";"4";Marciapiede;9.23234773701015;45.4708004771303;"(45.4708004771303, 9.23234773701015)"
"2106";Esistente;"2111";Via;Via Lodovico Settala;"3";"3";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"10";"10";Alla quota della carreggiata;9.20284987018545;45.4769493223697;"(45.4769493223697, 9.20284987018545)"
"2107";Esistente;"2111";Via;Via Lodovico Settala;"26";"6";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"19";"19";Alla quota della carreggiata;9.16382242827648;45.4535070845524;"(45.4535070845524, 9.16382242827648)"
"2112";Esistente;"1059";Via;Via Giuseppe Marcora;"9";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"6";"6";Marciapiede;9.19496327282737;45.4784096098211;"(45.4784096098211, 9.19496327282737)"
"2113";Esistente;"1059";Via;Via Giuseppe Marcora;"12";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"5";"5";Marciapiede;9.19518826985518;45.4784375908514;"(45.4784375908514, 9.19518826985518)"
"2117";Esistente;"1039";Via;Via Goito;"8";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"23";"23";Alla quota della carreggiata;9.18953978281984;45.4743959031552;"(45.4743959031552, 9.18953978281984)"
"2118";Esistente;"3031";Via;Via Conservatorio;"4";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"4";"4";Alla quota della carreggiata;9.20311585712257;45.4644426283586;"(45.4644426283586, 9.20311585712257)"
"2119";Esistente;"3031";Via;Via Conservatorio;"4";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"2";"2";Alla quota della carreggiata;9.20314125414384;45.4643420190719;"(45.4643420190719, 9.20314125414384)"
"2121";Esistente;"3031";Via;Via Conservatorio;"7";"1";Velocipedi;Archetto Milano _ Acciaio inox _ Passo cm 80;"35";"2";"70";Alla quota della carreggiata;9.20282498352041;45.4656127166846;"(45.4656127166846, 9.20282498352041)"
"2122";Esistente;"3031";Via;Via Conservatorio;"7";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";Archetto Milano _ Acciaio inox _ Passo cm 80;"17";"2";"34";Alla quota della carreggiata;9.20268338680552;45.4659609208324;"(45.4659609208324, 9.20268338680552)"
"2123";Esistente;"3031";Via;Via Conservatorio;"24";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"7";"7";Marciapiede;9.20273443373987;45.4660138383206;"(45.4660138383206, 9.20273443373987)"
"2124";Esistente;"3031";Via;Via Conservatorio;"24";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"5";"5";Marciapiede;9.20279129553584;45.4658761152854;"(45.4658761152854, 9.20279129553584)"
"2125";Esistente;"3031";Via;Via Conservatorio;"20";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"5";"5";Marciapiede;9.20285103146196;45.4657320728662;"(45.4657320728662, 9.20285103146196)"
"2126";Esistente;"3031";Via;Via Conservatorio;"20";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"7";"7";Marciapiede;9.20291900713019;45.4655611192679;"(45.4655611192679, 9.20291900713019)"
"2127";Esistente;"1168";Via;Via Valfurva;"9";"9";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"16";"16";Marciapiede;9.1959825101811;45.5095977869211;"(45.5095977869211, 9.1959825101811)"
"2133";Esistente;"3034";Via;Via Vincenzo Bellini;"1";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"16";"16";Alla quota della carreggiata;9.2031723004052;45.4654459594576;"(45.4654459594576, 9.2031723004052)"
"2141";Esistente;"7210";Via;Via Paolo Sarpi;"6";"8";Velocipedi;Parigina;"3";"3";"9";Marciapiede;9.18034746063021;45.4817859564479;"(45.4817859564479, 9.18034746063021)"
"2143";Esistente;"7210";Via;Via Paolo Sarpi;"10";"8";Velocipedi;Parigina;"4";"3";"12";Marciapiede;9.17963704140634;45.4817172925582;"(45.4817172925582, 9.17963704140634)"
"2144";Esistente;"7210";Via;Via Paolo Sarpi;"11";"1";Velocipedi;Parigina;"2";"3";"6";Marciapiede;9.17927165825389;45.4816120075761;"(45.4816120075761, 9.17927165825389)"
"2145";Esistente;"7210";Via;Via Paolo Sarpi;"15";"1";Velocipedi;Parigina;"4";"3";"12";Marciapiede;9.17825125056618;45.4815303061244;"(45.4815303061244, 9.17825125056618)"
"2146";Esistente;"5094";Via;Via Carroccio;"9";"1";"Condivisa (Velocipedi, Motocicli e Ciclomotori)";0_Solo segnaletica;"1";"23";"23";Alla quota della carreggiata;9.17286195446054;45.4598697767978;"(45.4598697767978, 9.17286195446054)"
"2147";Esistente;"7210";Via;Via Paolo Sarpi;"36";"8";Velocipedi;Parigina;"2";"3";"6";Marciapiede;9.17553803178707;45.4813845126147;"(45.4813845126147, 9.17553803178707)"
"2148";Esistente;"7210";Via;Via Paolo Sarpi;"57";"8";Velocipedi;Parigina;"2";"3";"6";Marciapiede;9.17190424453802;45.4810536068314;"(45.4810536068314, 9.17190424453802)"
