Municipio;NIL;Anno Ritiro;Descr Titolo Abilitativo;Numero Abitazioni;Numero Stanze;Numero Vani Accessori Interni;Numero Piani;Volume Totale V/p;Superficie Utile Abitabile;Superficie Accessori Esterni;Superficie Agricoltura;Superficie Attivita' Produttive;Superficie Commercio;Superficie Servizi;Specifica Altra Attivita';Descr_Titolare Titolo Costruire;Consumo Energetico;Rapporto Forma;Fotovoltaico;Solare Termico;Pompe Calore;Caldaia A Condensazione;Geotermico;Nessun Impianto Tra I Citati;PianoCasa
6;Lorenteggio;2011;DIA;24;89;111;9;12587;1765;2897;0;0;0;0;;Altro;6;0,46;;;SI;SI;;;
6;Lorenteggio;2011;DIA;24;89;111;9;11807;1765;2611;0;0;0;0;;Altro;6;0,46;;;SI;;;;
6;Lorenteggio;2011;DIA;24;89;111;9;11807;1765;2611;0;0;0;0;;Altro;6;0,46;;;SI;SI;;;
6;Lorenteggio;2011;DIA;24;89;111;9;11807;1765;2611;0;0;0;0;;Altro;6;0,46;;;SI;SI;;;
6;Lorenteggio;2011;DIA;24;89;111;9;11807;1765;2608;0;0;0;0;;Altro;6;0,46;;;SI;SI;;;
6;Lorenteggio;2011;DIA;24;89;111;9;11807;1765;2608;0;0;0;0;;Altro;6;0,46;;;SI;SI;;;
6;Lorenteggio;2011;DIA;24;89;111;9;12587;1765;2897;0;0;0;0;;Altro;6;0,46;;;SI;SI;;;
6;Lorenteggio;2011;DIA;108;286;359;11;44998;6221;10445;0;0;0;0;;Altro;6;0,42;;;SI;SI;;;
6;Lorenteggio;2011;DIA;93;234;319;11;37211;5090;8683;0;0;0;0;;Altro;6;0,41;;;SI;SI;;;
6;Lorenteggio;2011;DIA;24;89;111;9;12587;1765;2897;0;0;0;0;;Altro;6;0,46;;;SI;SI;;;
7;;2011;DIA;22;76;80;10;11330;1881;1741;0;0;0;0;;Altro;35;0,45;;SI;;SI;;;Accordo Stato-Regioni del 1-4-2009 (ampliamento o demolizione/ricostruzione)
8;Villapizzone - Cagnola - Boldinasco;2014;SCIA Alternativa;22;62;72;5;7620;1167;1314;0;0;0;0;;Impresa / Societ\x85;10;56;si;;s\x8d;s\x8d;;;
5;Pta Romana;2014;SCIA Alternativa;19;48;58;6;8573;1105;1998;;;;;;Altro;26;54;si;;s\x8d;s\x8d;;;
8;Maggiore - Musocco - Certosa;2014;Permesso di costruire;139;451;370;10;45209;8772;7389;;;;;;Cooperativa edilizia;25;35;si;;;;;;
7;Quinto Romano;2014;Permesso di costruire;5;5;10;2;1053;231;70;;;;;100connessa attiv.agricola;Impresa / Societ\x85;52;81;;;s\x8d;;s\x8d;;
7;Quinto Romano;2014;Permesso di costruire;1;4;2;2;298;63;12;;;;;100connessa attiv.agricola;Impresa / Societ\x85;59;89;si;s\x8d;s\x8d;;s\x8d;;
7;Quinto Romano;2014;Permesso di costruire;1;5;9;2;1266;143;137;;;;;100connessa attiv.agricola;Impresa / Societ\x85;49;66;si;s\x8d;s\x8d;;s\x8d;;
2;Padova - Turro - Crescenzago;2014;Permesso di costruire;6;20;14;5;3255;387;584;0;0;0;0;;Persona fisica;33;57;si;s\x8d;;s\x8d;;;
8;Sarpi;2014;Permesso di costruire;11;22;22;9;3425;468;1577;;;;;;Impresa / Societ\x85;17;23;si;s\x8d;s\x8d;;;;Accordo Stato-Regioni del 1-4-2009 (ampliamento o demolizione/ricostruzione)
9;Dergano;2014;SCIA Alternativa;7;11;9;4;1860;275;271;;;;;;Impresa / Societ\x85;72;66;;;;s\x8d;;;Accordo Stato-Regioni del 1-4-2009 (ampliamento o demolizione/ricostruzione)
7;Quinto Romano;2014;Permesso di costruire;1;5;9;2;1266;143;137;;;;;100connessa attiv.agricola;Impresa / Societ\x85;49;66;si;s\x8d;s\x8d;;s\x8d;;
4;Lodi - Corvetto;2014;Permesso di costruire;43;134;131;13;21160;2836;6643;;;;;;Impresa / Societ\x85;23;46;;s\x8d;;;;;
4;Lodi - Corvetto;2014;Permesso di costruire;8;19;15;3;4700;396;2096;;;;;;Impresa / Societ\x85;29;66;;;;;;;
2;Padova - Turro - Crescenzago;2017;SCIA Alternativa;8;20;19;3;2768;482;189;;;;;;Impresa / Societ\x85;58;58;si;;s\x8d;;s\x8d;;
3;Cimiano - Rottole - Q.re Feltre;2017;SCIA Alternativa;137;354;370;10;66798;7138;9785;;;;;servizi locali urbani;Altro;71;31;si;s\x8d;s\x8d;;;;
8;Ghisolfa;2017;Permesso di costruire;21;59;67;6;7228;1452;1162;0;0;0;0;;Altro;12;55;;;s\x8d;;;;
4;Rogoredo - Santa Giulia;2017;SCIA Alternativa;15;39;33;5;4538;823;937;;;;;;Altro;72;37;si;;;;;;Piano nazionale di edilizia abitativa (Dl. 112/2008 e delibera CIPE 8-5-2009)
6;Porta Ticinese - Conchetta;2017;Permesso di costruire;85;317;242;5;58946;6353;7043;;;;;uffici;Altro;;46;;;;;;;
4;Rogoredo - Santa Giulia;2017;SCIA Alternativa;59;230;190;9;22780;4755;5956;;;;;;Altro;;40;si;;;;;;
7;Figino;2017;SCIA;3;16;13;3;1988;344;255;;;;;;Persona fisica;79;61;si;;s\x8d;;;;
4;Rogoredo - Santa Giulia;2017;SCIA Alternativa;20;64;64;4;5532;1277;1401;;;;;;Altro;26;41;si;;;;;;Piano nazionale di edilizia abitativa (Dl. 112/2008 e delibera CIPE 8-5-2009)
4;Rogoredo - Santa Giulia;2017;SCIA Alternativa;37;94;106;5;9148;2048;2458;;;;;;Altro;59;38;si;;;;;;Piano nazionale di edilizia abitativa (Dl. 112/2008 e delibera CIPE 8-5-2009)
4;Rogoredo - Santa Giulia;2017;SCIA Alternativa;40;109;106;7;9954;2127;1098;;;;;;Altro;23;36;si;;;;;;Piano nazionale di edilizia abitativa (Dl. 112/2008 e delibera CIPE 8-5-2009)
9;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;2017;SCIA Alternativa;11;38;42;4;4129;923;731;;;;;;Persona fisica;58;62;si;;s\x8d;s\x8d;;;
8;Maggiore - Musocco - Certosa;2017;Permesso di costruire;60;177;156;10;21481;3667;3788;0;0;0;0;;Impresa / Societ\x85;94;48;si;;s\x8d;;s\x8d;;
8;Maggiore - Musocco - Certosa;2017;Permesso di costruire;76;220;227;18;23687;4753;4476;0;0;0;0;;Impresa / Societ\x85;69;44;si;;s\x8d;;s\x8d;;
8;Pagano;2017;SCIA;105;343;464;11;39423;7579;2400;;;314;;;Altro;12;38;si;;s\x8d;;s\x8d;;
8;Maggiore - Musocco - Certosa;2017;SCIA;175;549;440;25;103115;11061;7529;;;205;;;Impresa / Societ\x85;133;39;si;;s\x8d;;;;
9;Porta Garibaldi - Porta Nuova;2017;SCIA;49;164;216;11;43920;4746;5587;;;493;;;Altro;145;;si;;s\x8d;;s\x8d;;
9;Affori;2017;SCIA;59;174;181;14;12821;3807;3149;;;;;;Altro;107;45;si;;s\x8d;;s\x8d;;
9;Affori;2017;SCIA;32;94;99;6;6381;1871;1707;;;;;;Altro;105;47;si;;s\x8d;;s\x8d;;
9;Affori;2017;SCIA;58;174;191;14;13892;4158;3095;;;;;;Altro;116;47;si;;s\x8d;;s\x8d;;
9;Affori;2017;SCIA;66;170;164;14;12859;3779;3522;;;;;;Altro;110;45;si;;s\x8d;;s\x8d;;
4;Rogoredo - Santa Giulia;2017;SCIA Alternativa;23;45;52;5;5696;1053;990;;;;;;Altro;73;43;si;;;;;;Piano nazionale di edilizia abitativa (Dl. 112/2008 e delibera CIPE 8-5-2009)
9;Affori;2017;SCIA;64;163;151;14;11970;3572;3415;;;;;;Altro;118;47;si;;s\x8d;;s\x8d;;
4;Rogoredo - Santa Giulia;2017;SCIA Alternativa;29;69;63;5;7110;1469;1430;;;;;;Altro;38;57;;;;;;s\x8d;Piano nazionale di edilizia abitativa (Dl. 112/2008 e delibera CIPE 8-5-2009)
4;Rogoredo - Santa Giulia;2017;SCIA Alternativa;20;57;56;4;5688;1169;759;;;;;;Altro;28;44;si;;;;;;Piano nazionale di edilizia abitativa (Dl. 112/2008 e delibera CIPE 8-5-2009)
4;Rogoredo - Santa Giulia;2017;SCIA Alternativa;29;78;78;5;7110;1587;981;;;;;;Altro;26;36;si;;;;;;Piano nazionale di edilizia abitativa (Dl. 112/2008 e delibera CIPE 8-5-2009)
4;Rogoredo - Santa Giulia;2017;SCIA Alternativa;24;73;58;7;7516;1352;1494;;;;;;Altro;68;39;si;;;;;;Piano nazionale di edilizia abitativa (Dl. 112/2008 e delibera CIPE 8-5-2009)
2;Greco - Segnano;2017;Permesso di costruire;19;65;64;8;10443;1227;1666;;;;;;Impresa / Societ\x85;86;58;si;;s\x8d;s\x8d;;;
4;Rogoredo - Santa Giulia;2017;SCIA Alternativa;49;137;120;12;14024;2591;1735;;;;;;Altro;60;29;si;;;;;;Piano nazionale di edilizia abitativa (Dl. 112/2008 e delibera CIPE 8-5-2009)
3;Lambrate - Ortica;2017;SCIA Alternativa;77;271;256;9;34680;5082;5800;;;303;;;Cooperativa edilizia;37;39;si;;s\x8d;;s\x8d;;
4;Rogoredo - Santa Giulia;2017;SCIA Alternativa;30;80;80;6;8532;1668;1602;;;;;;Altro;27;35;;;;;;s\x8d;Piano nazionale di edilizia abitativa (Dl. 112/2008 e delibera CIPE 8-5-2009)
4;Rogoredo - Santa Giulia;2017;SCIA Alternativa;51;127;125;11;14070;3039;2347;;;;;;Altro;21;34;;;;;;s\x8d;Piano nazionale di edilizia abitativa (Dl. 112/2008 e delibera CIPE 8-5-2009)
4;Rogoredo - Santa Giulia;2017;SCIA Alternativa;22;58;58;4;5532;1165;1645;;;;;;Altro;27;39;;;;;;s\x8d;Piano nazionale di edilizia abitativa (Dl. 112/2008 e delibera CIPE 8-5-2009)
4;Rogoredo - Santa Giulia;2017;SCIA Alternativa;35;83;80;6;8532;1699;1864;;;;;;Altro;29;40;;;;;;s\x8d;Piano nazionale di edilizia abitativa (Dl. 112/2008 e delibera CIPE 8-5-2009)
9;Affori;2017;SCIA;30;80;60;6;5177;1518;1601;;;;;;Altro;116;51;si;;s\x8d;;s\x8d;;
9;Porta Garibaldi - Porta Nuova;2017;Permesso di costruire;8;25;24;8;2900;565;699;;;202;;;Altro;32;5;;;s\x8d;s\x8d;;;
7;Bande Nere;2017;SCIA;11;24;29;7;1830;595;1275;0;0;0;0;;Impresa / Societ\x85;24;62;si;s\x8d;s\x8d;;;;
7;San Siro;2017;Permesso di costruire;32;92;95;9;7391;2215;3400;;;;;;Altro;;;si;;;;s\x8d;;
8;De Angeli - Monte Rosa;2017;Permesso di costruire;14;63;45;5;4154;1290;500;;;;;;Persona fisica;;51;;;;;s\x8d;;
7;Porta Magenta;2017;Permesso di costruire;7;21;17;8;3985;456;593;;;;;;Impresa / Societ\x85;94;67;si;;s\x8d;;;;
9;Bovisa;2017;Permesso di costruire;10;34;12;4;2331;740;564;;;;;;Altro;68;66;si;;s\x8d;;;;
9;Bovisa;2017;Permesso di costruire;3;9;6;3;855;247;332;;;;;;Altro;70;69;si;;s\x8d;;;;
8;Villapizzone - Cagnola - Boldinasco;2017;Permesso di costruire;14;52;66;7;8742;1086;1129;;;;;;Altro;7;48;si;;s\x8d;;;;
8;Sarpi;2017;Permesso di costruire;4;10;23;3;1831;461;149;;;;;;Altro;;;;;s\x8d;;;;
2;Greco - Segnano;2017;Permesso di costruire;90;154;180;9;14759;3401;3387;;;;;terziario;Altro;26;59;si;;s\x8d;;s\x8d;;
5;Porta Ticinese - Conca del Naviglio;2017;Permesso di costruire;11;28;29;4;2835;811;1264;0;0;0;0;;Altro;91;53;si;;s\x8d;;s\x8d;;
1;Magenta - S.Vittore;2017;Permesso di costruire;34;90;117;8;10919;2870;1387;;;;;uffici;Altro;87;36;si;;s\x8d;s\x8d;s\x8d;;
8;De Angeli - Monte Rosa;2017;Permesso di costruire;16;66;59;5;7188;1485;1805;;;;;;Impresa / Societ\x85;21;54;si;s\x8d;s\x8d;s\x8d;;;Accordo Stato-Regioni del 1-4-2009 (ampliamento o demolizione/ricostruzione)
3;Lambrate - Ortica;2017;Permesso di costruire;21;51;48;6;8045;1021;829;;;;;;Impresa / Societ\x85;19;55;si;;s\x8d;;;;
3;Citta' studi;2017;Permesso di costruire;99;355;407;6;26956;7992;3317;;;;;;Impresa / Societ\x85;11;43;si;;;;s\x8d;;
6;Bande Nere;2017;Permesso di costruire;27;107;75;7;13585;2118;2724;;;;;;Impresa / Societ\x85;24;54;si;;s\x8d;;;;
3;Lambrate - Ortica;2017;Permesso di costruire;10;37;35;7;13418;827;1322;;;;;;Cooperativa edilizia;14;41;si;;s\x8d;;;;
1;Brera;2017;Permesso di costruire;2;5;8;1;534;148;35;0;0;0;0;;Persona fisica;30;68;;;s\x8d;;;;
7;De Angeli - Monte Rosa;2017;Permesso di costruire;12;56;40;8;7779;1327;1412;;;;;;Altro;17;4;si;s\x8d;;;;;
5;Morivione;2017;Permesso di costruire;25;55;50;07;6173;1022;1110;;;;;;Altro;;57;si;s\x8d;;s\x8d;;;
5;Porta Vigentina - Porta Lodovica;2017;Permesso di costruire;49;119;156;4;10413;3200;800;0;0;0;0;;Altro;4;37;si;;s\x8d;s\x8d;;;
7;Stadio - Ippodromi;2017;Permesso di costruire;0;0;0;1;75;0;25;;;;;;Altro;;;;;;;;;
1;Duomo;2017;Permesso di costruire;1;5;5;;441;147;;;;;;;Persona fisica;56;71;;;s\x8d;;;;
8;Pagano;2017;Permesso di costruire;102;336;476;11;39423;7320;5707;;;310;;;Altro;15;39;si;;s\x8d;;s\x8d;;
2;Padova - Turro - Crescenzago;2017;SCIA;29;71;62;7;5487;1305;1915;0;0;0;0;;Altro;;;si;;s\x8d;;s\x8d;;
1;Duomo;2017;Permesso di costruire;3;15;19;9;8384;512;1018;;;;;uffici;Altro;86;43;;;s\x8d;s\x8d;;;
5;Chiaravalle;2017;SCIA Alternativa;24;30;49;5;3697;1102;531;;;;;;Altro;74;48;;;s\x8d;;;;
5;Morivione;2017;Permesso di costruire;41;106;129;5;17232;2374;367;;;;;;Altro;;5;;s\x8d;s\x8d;s\x8d;;;
2;Adriano;2017;SCIA Alternativa;128;402;280;11;42242;7907;5498;;;;;;Impresa / Societ\x85;341;42;;;;;;s\x8d;
6;Ronchetto sul Naviglio - Q.re Lodovico il Moro;2017;Permesso di costruire;10;50;1;5;11292;3764;0;0;0;0;0;;Impresa / Societ\x85;;41;;;;;;;
6;Giambellino;2017;Permesso di costruire;24;60;60;8;59505;1478;1847;;;1672;;;Altro;98;05;si;;s\x8d;s\x8d;;;
3;Cimiano - Rottole - Q.re Feltre;2017;Permesso di costruire;12;35;40;3;3564;1083;1304;0;0;0;0;;Altro;;60;si;s\x8d;;;;;
1;Magenta - S.Vittore;2017;Permesso di costruire;37;114;50;5;13750;4566;;;;;;;Persona fisica;;;;;;;;;
9;Porta Garibaldi - Porta Nuova;2017;Permesso di costruire;6;23;16;6;2558;486;551;;;195;;vani accessori commerciale;Altro;;;;;;;;;
6;Moncucco - San Cristoforo;2017;Permesso di costruire;44;;;6;12795;3361;2240;0;0;475;0;;Altro;4;49;;;s\x8d;;;;
9;Dergano;2017;Permesso di costruire;46;189;134;8;24762;3332;2337;0;0;0;0;;Altro;28;5;si;s\x8d;s\x8d;s\x8d;;;
2;Stazione Centrale - Ponte Seveso;2017;Permesso di costruire;96;352;346;16;48631;8297;7191;;;186;;;Altro;9;36;si;s\x8d;s\x8d;;;;
7;Quarto Cagnino;2017;SCIA Alternativa;31;92;123;11;15297;2300;1723;;;;;Ufficio;Altro;54;45;si;s\x8d;s\x8d;;;;
8;Maggiore - Musocco - Certosa;2018;Permesso di costruire;43;163;155;13;17347;3233;3199;;;;;;Impresa / Societ\x85;68;43;si;;s\x8d;;;;
8;Maggiore - Musocco - Certosa;2018;Permesso di costruire;43;163;155;13;17832;3233;3064;;;;;;Impresa / Societ\x85;62;42;si;;s\x8d;;;;
3;Lambrate - Ortica;2018;SCIA;2;4;13;2;1925;266;86;0;0;0;0;;Impresa / Societ\x85;95;72;si;;s\x8d;;;;
2;Padova - Turro - Crescenzago;2018;Permesso di costruire;30;111;94;7;11584;1936;3428;;;;;;Cooperativa edilizia;56;51;si;;s\x8d;s\x8d;;;
9;Dergano;2018;SCIA;1;3;2;1;194;64;25;;;;;;Persona fisica;;;si;;;;s\x8d;;
6;Porta Ticinese - Conchetta;2018;Permesso di costruire;30;106;78;7;13044;2154;2021;;;;;;Cooperativa edilizia;19;39;si;;;;s\x8d;;
9;Dergano;2018;Permesso di costruire;44;114;107;14;8097;2350;2727;0;0;0;0;ufficio privato;Altro;26;5;si;s\x8d;;s\x8d;;;
1;Porta Vigentina - Porta Lodovica;2018;Permesso di costruire;42;150;140;8;28327;3476;4800;;;284;;;Altro;103;4;si;;s\x8d;;;;
6;Porta Ticinese - Conchetta;2018;Permesso di costruire;9;30;24;5;4885;591;1550;;;;;;Cooperativa edilizia;20;46;si;;;;s\x8d;;
6;Porta Ticinese - Conchetta;2018;Permesso di costruire;17;57;41;5;10119;1162;1561;;;;;;Cooperativa edilizia;22;45;si;;;;s\x8d;;
5;Pta Romana;2018;Permesso di costruire;14;25;30;5;2283;597;789;0;0;0;0;;Altro;88;54;si;;s\x8d;;;;
9;Greco - Segnano;2018;Permesso di costruire;7;16;27;6;1157;366;1039;;;;;;Impresa / Societ\x85;32;67;si;;s\x8d;;;;
5;Vigentino - Q.re Fatima;2018;Permesso di costruire;117;276;299;5;44694;6649;3399;;;;;;Persona fisica;90;77;si;;s\x8d;;s\x8d;;
5;Vigentino - Q.re Fatima;2018;Permesso di costruire;36;138;132;9;20661;2737;4369;0;0;0;0;;Cooperativa edilizia;22;43;si;;s\x8d;s\x8d;;;
2;Maciachini - Maggiolina;2018;SCIA;102;289;315;23;37917;7023;5616;;;;;;Altro;63;40;si;;s\x8d;;;;
8;Sarpi;2018;SCIA;17;53;59;10;6358;1158;670;0;0;0;0;;Impresa / Societ\x85;13;43;si;s\x8d;s\x8d;;;;
4;Umbria - Molise - Calvairate;2018;SCIA;94;344;331;16;41060;6506;8603;;;;;;Impresa / Societ\x85;53;55;si;s\x8d;s\x8d;;s\x8d;;
4;Umbria - Molise - Calvairate;2018;SCIA;78;308;291;16;36448;5635;7451;;;;;;Impresa / Societ\x85;53;55;si;s\x8d;s\x8d;;s\x8d;;
2;Adriano;2018;SCIA;6;12;20;4;3326;448;451;0;0;0;0;;Impresa / Societ\x85;31;85;si;s\x8d;s\x8d;;;;
9;Bicocca;2018;SCIA;112;280;280;15;32880;6219;3700;;;;;;Altro;46;41;si;;s\x8d;;;;
3;Lambrate - Ortica;2018;SCIA;42;157;118;9;15984;3311;5327;;;56;;;Cooperativa edilizia;58;;si;;s\x8d;s\x8d;;;
3;Buenos Aires - Porta Venezia - Porta Monforte;2018;SCIA;46;160;234;7;16436;4050;1079;;;;;;Impresa / Societ\x85;106;39;si;;s\x8d;;s\x8d;;
7;Porta Magenta;2018;SCIA;8;34;38;9;2800;856;562;;;;;;Altro;35;63;si;;s\x8d;;s\x8d;;
9;Comasina;2018;SCIA;2;10;12;2;869;205;29;;;;;;Persona fisica;43;69;si;;s\x8d;s\x8d;;;
7;Quarto Cagnino;2018;SCIA;58;142;142;6;24213;2983;3510;;;;;;Altro;91;47;si;;s\x8d;;;;
4;Rogoredo - Santa Giulia;2018;SCIA;72;274;239;9;24975;5717;6278;;;;;;Altro;57;41;si;;;;;;
7;Porta Magenta;2018;SCIA;94;;;11;29055;9685;;;;;;;Persona fisica;;;si;;;;;;
8;Maggiore - Musocco - Certosa;2018;Permesso di costruire;55;176;178;10;19953;3542;3691;;;88;;;Impresa / Societ\x85;75;46;si;;;;;;
6;Moncucco - San Cristoforo;2018;SCIA;28;62;74;6;13790;1405;1636;;;;;;Altro;35;28;si;s\x8d;s\x8d;;;;
2;Adriano;2018;Permesso di costruire;3;9;6;3;630;210;;;;;;;Persona fisica;52;53;si;;s\x8d;;;;
6;Ronchetto sul Naviglio - Q.re Lodovico il Moro;2018;SCIA;0;0;1;1;0;0;32;0;0;0;0;;Persona fisica;0;61;;;;;;s\x8d;
6;Porta Ticinese - Conchetta;2018;SCIA;14;47;42;7;8580;976;982;;;106;;;Persona fisica;29;55;;;s\x8d;;;;
3;Lambrate - Ortica;2018;SCIA;61;181;154;9;21033;4550;6644;;;72;;;Cooperativa edilizia;68;43;si;;s\x8d;s\x8d;;;
8;Trenno;2018;SCIA;15;43;54;4;3806;1114;140;;;;;;Impresa / Societ\x85;57;50;si;s\x8d;s\x8d;s\x8d;;;
8;Trenno;2018;SCIA;3;9;13;2;670;191;1030;;;;;;Impresa / Societ\x85;57;50;si;s\x8d;s\x8d;s\x8d;;;
8;Trenno;2018;SCIA;4;20;18;3;1341;391;11;;;;;;Impresa / Societ\x85;57;50;si;s\x8d;s\x8d;s\x8d;;;
1;Sarpi;2018;SCIA;11;35;30;6;2680;815;1850;;;;;;Altro;142;47;si;s\x8d;s\x8d;;;;
8;Trenno;2018;SCIA;11;29;37;6;6129;629;1286;;;;;;Altro;26;57;si;;s\x8d;;;;
9;Dergano;2018;Permesso di costruire;19;45;46;8;5747;842;763;0;0;0;0;;Impresa / Societ\x85;41;51;si;;s\x8d;s\x8d;;;
9;Bovisasca;2018;SCIA Alternativa;25;63;58;8;10416;1305;1850;0;0;0;0;;Impresa / Societ\x85;28;56;si;;s\x8d;;s\x8d;;
6;Barona;2018;Permesso di costruire;30;100;84;6;6840;1931;1156;;;101;;;Persona fisica;25;45;si;;;;;;
3;Buenos Aires - Porta Venezia - Porta Monforte;2018;Permesso di costruire;9;21;20;7;1823;568;672;;118;30;;;Altro;51;47;si;;s\x8d;;s\x8d;;
2;Padova - Turro - Crescenzago;2018;Permesso di costruire;56;157;174;10;24452;3572;2976;;;297;;;Impresa / Societ\x85;9;49;si;;s\x8d;;;;
6;Bande Nere;2018;Permesso di costruire;25;53;56;8;4018;1205;622;;;;;;Impresa / Societ\x85;11;74;si;;s\x8d;;;;
3;Buenos Aires - Porta Venezia - Porta Monforte;2018;Permesso di costruire;2;3;4;1;318;90;;;;;;;Persona fisica;;28;;;;;;s\x8d;
1;Magenta - S.Vittore;2018;Permesso di costruire;39;114;84;7;8982;2363;3824;;;;;;Impresa / Societ\x85;13;04;si;;s\x8d;;;;
7;Bande Nere;2018;Permesso di costruire;6;16;19;5;1283;381;473;;;;;;Impresa / Societ\x85;27;55;si;s\x8d;s\x8d;;;;
7;Bande Nere;2018;Permesso di costruire;6;20;21;8;1370;405;505;;;;;;Impresa / Societ\x85;27;55;si;s\x8d;s\x8d;;;;
8;Ghisolfa;2018;Permesso di costruire;4;4;5;4;1221;366;441;0;0;0;0;;Persona fisica;130;61;si;;s\x8d;;;;
8;Ghisolfa;2018;Permesso di costruire;29;116;87;9;7539;2241;1492;0;0;0;0;;Persona fisica;107;4;si;;s\x8d;;;;
2;Greco - Segnano;2018;Permesso di costruire;31;76;75;6;6321;2107;2850;0;0;0;0;;Impresa / Societ\x85;94;79;si;s\x8d;;s\x8d;;;
2;Greco - Segnano;2018;Permesso di costruire;142;448;420;16;28932;8594;12515;;;;;;Impresa / Societ\x85;51;36;si;;s\x8d;;s\x8d;;
8;De Angeli - Monte Rosa;2018;Permesso di costruire;140;489;454;20;35364;10455;6500;0;;;;;Altro;;45;si;;;;s\x8d;;
6;Bande Nere;2018;Permesso di costruire;10;40;30;7;6252;718;1297;0;0;0;0;;Altro;17;58;si;;s\x8d;;;;Accordo Stato-Regioni del 1-4-2009 (ampliamento o demolizione/ricostruzione)
8;Sarpi;2018;Permesso di costruire;10;18;31;5;1056;337;165;;;;;;Altro;;;si;s\x8d;s\x8d;;;;
3;Citta' studi;2018;Permesso di costruire;17;44;47;9;3212;1033;542;;;;;;Altro;15;45;si;;;;;;
1;Porta Vigentina - Porta Lodovica;2018;SCIA;35;110;154;11;12444;3350;407;;;;;UFFICI;Altro;21;29;;s\x8d;s\x8d;;;;
5;Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata;2018;SCIA;20;56;65;7;7362;1178;1340;;;;;;Impresa / Societ\x85;76;57;si;;s\x8d;;;;
9;Niguarda - Ca? Granda - Prato Centenaro - Q.re Fulvio Testi;2018;Permesso di costruire;106;292;292;16;25515;7148;4256;;;259;;;Altro;15;52;si;s\x8d;;;s\x8d;;
1;Brera;2018;Permesso di costruire;10;39;60;8;6438;897;889;;;43;;;Altro;21;34;;s\x8d;;;s\x8d;;
9;Bovisasca;2018;Permesso di costruire;4;10;10;3;1076;262;119;;;;;;Impresa / Societ\x85;39;62;;s\x8d;;s\x8d;;;
8;Quarto Oggiaro - Vialba - Musocco;2018;Permesso di costruire;49;163;159;7;32714;3236;2502;;;391;;;Altro;32;42;si;;s\x8d;s\x8d;;;
1;Brera;2018;Permesso di costruire;1;9;6;1;463;170;11;0;0;0;0;;Persona fisica;72;66;si;;s\x8d;s\x8d;;;
1;Porta Vigentina - Porta Lodovica;2018;Permesso di costruire;4;13;7;3;1380;301;158;;;;;;Impresa / Societ\x85;67;54;si;;s\x8d;;;;
5;Vigentino - Q.re Fatima;2018;Permesso di costruire;97;232;251;5;44473;5532;4461;;;;1676;;Persona fisica;106;76;si;;s\x8d;;s\x8d;;
5;Vigentino - Q.re Fatima;2018;Permesso di costruire;36;134;136;10;26411;2727;4324;;;;;;Cooperativa edilizia;;;;;;;;;
1;Sarpi;2018;Permesso di costruire;58;184;213;8;29767;5334;3237;;;119;;;Impresa / Societ\x85;58;42;si;;s\x8d;;;;
5;Vigentino - Q.re Fatima;2018;Permesso di costruire;90;240;242;5;39515;5575;3383;;;335;;;Persona fisica;105;76;si;;s\x8d;;s\x8d;;
5;Scalo Romana;2018;Permesso di costruire;18;35;38;7;5521;691;425;;377;;;;Altro;38;54;si;;s\x8d;;;;
5;Vigentino - Q.re Fatima;2018;Permesso di costruire;97;232;251;5;45203;5532;4644;;;1665;;;Persona fisica;105;76;si;;s\x8d;;s\x8d;;
6;Giambellino;2018;Permesso di costruire;32;111;104;9;9425;2532;2547;0;0;0;0;;Altro;8;40;si;;s\x8d;;;;
9;Bruzzano;2018;SCIA;18;62;80;6;5050;1499;1267;;;;;;Altro;;;;;;;;s\x8d;
7;Porta Magenta;2018;Permesso di costruire;58;158;208;8;11706;3374;2370;;;;;;Altro;99;46;si;;;;s\x8d;;
9;Bovisa;2018;Permesso di costruire;58;179;137;8;125000;2600;3600;;;;;;Altro;26;54;;;;;s\x8d;;
2;Loreto - Casoretto - NoLo;2018;Permesso di costruire;54;63;108;6;19513;2490;1664;;;;;;Altro;19;45;si;s\x8d;s\x8d;;;;
5;Vigentino - Q.re Fatima;2018;Permesso di costruire;101;276;258;5;39453;6229;2711;;;;;;Persona fisica;89;7;si;;s\x8d;;s\x8d;;
6;Lorenteggio;2019;Permesso di costruire;25;70;40;10;12000;1688;719;0;0;76;0;;Altro;23;47;si;;s\x8d;;s\x8d;;
3;Lambrate - Ortica;2019;SCIA;128;;;12;36000;11000;1115;;;;;;Impresa / Societ\x85;27;35;;;;;s\x8d;;
4;Lodi - Corvetto;2019;Permesso di costruire;70;210;230;19;15780;5247;;;;;;;Impresa / Societ\x85;;;si;s\x8d;s\x8d;s\x8d;;;
1;Brera;2019;Permesso di costruire;34;141;165;7;10725;3213;7454;;;;;;Altro;96;49;si;;;s\x8d;s\x8d;;
8;Villapizzone - Cagnola - Boldinasco;2019;SCIA;24;85;68;8;7500;1736;229;;;;;;Impresa / Societ\x85;38;39;si;;s\x8d;s\x8d;;;
9;Bovisa;2019;SCIA;99;193;0;6;36612;7995;12618;;;1919;;;Persona fisica;;44;si;;s\x8d;;;;
